,r1,r2,rnn action,adv action,adv reward,real model action
0,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
1,1.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
2,0.0,0.0,[[0 1]],[0],[0.],[[1. 0.]]
3,1.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
4,1.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
5,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
6,0.0,0.0,[[1 0]],[0],[1.],[[0. 1.]]
7,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
8,1.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
9,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
10,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
11,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
12,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
13,1.0,1.0,[[1 0]],[3],[1.],[[1. 0.]]
14,0.0,0.0,[[1 0]],[0],[1.],[[0. 1.]]
15,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
16,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
17,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
18,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
19,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
20,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
21,0.0,1.0,[[1 0]],[2],[1.],[[0. 1.]]
22,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
23,1.0,1.0,[[1 0]],[3],[1.],[[1. 0.]]
24,0.0,0.0,[[1 0]],[0],[1.],[[0. 1.]]
25,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
26,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
27,1.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
28,1.0,0.0,[[0 1]],[1],[0.],[[1. 0.]]
29,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
30,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
31,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
32,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
33,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
34,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
35,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
36,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
37,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
38,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
39,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
40,0.0,1.0,[[1 0]],[2],[1.],[[0. 1.]]
41,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
42,1.0,1.0,[[1 0]],[3],[1.],[[1. 0.]]
43,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
44,0.0,1.0,[[1 0]],[2],[1.],[[0. 1.]]
45,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
46,1.0,1.0,[[1 0]],[3],[1.],[[1. 0.]]
47,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
48,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
49,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
50,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
51,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
52,0.0,0.0,[[1 0]],[2],[1.],[[0. 1.]]
53,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
54,1.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
55,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
56,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
57,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
58,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
59,0.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
60,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
61,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
62,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
63,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
64,0.0,0.0,[[0 1]],[3],[0.],[[1. 0.]]
65,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
66,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
67,0.0,0.0,[[0 1]],[3],[1.],[[0. 1.]]
68,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
69,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
70,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
71,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
72,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
73,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
74,0.0,0.0,[[0 1]],[3],[0.],[[1. 0.]]
75,0.0,0.0,[[0 1]],[3],[1.],[[0. 1.]]
76,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
77,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
78,0.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
79,0.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
80,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
81,0.0,0.0,[[1 0]],[1],[1.],[[0. 1.]]
82,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
83,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
84,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
85,0.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
86,0.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
87,0.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
88,0.0,0.0,[[0 1]],[1],[0.],[[0. 1.]]
89,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
90,0.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
91,0.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
92,0.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
93,0.0,0.0,[[0 1]],[3],[0.],[[0. 1.]]
94,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
95,0.0,0.0,[[0 1]],[3],[1.],[[0. 1.]]
96,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
97,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
98,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
99,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
