,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-0.03305895  0.10666128  0.08709264  0.16161865  0.08756892  0.41901615
   0.03570895  0.29608738  0.          0.          0.          0.
   1.          0.02      ]]"
1,[15.],[[[0 0 0 0 1]]],[[20.]],[1],[45.],[[0 0 0 0 0]],"[[ 0.28489211  0.87984926 -0.10108517  0.42917871  0.04372352  0.07571194
   0.01936139  0.43202442  0.          0.          0.          0.
   1.          0.03      ]]"
2,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.50080562  0.98481268 -0.22678588  0.38873714  0.02329688  0.03843838
   0.01239662  0.53713101  0.          0.          0.          0.
   1.          0.04      ]]"
3,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[ 0.62319046  0.94577724 -0.04459462  0.51594293  0.0134215   0.01959965
   0.00602188  0.44501403  1.          0.          0.          0.
   0.          0.05      ]]"
4,[0.],[[[1 0 0 0 0]]],[[0.001]],[4],[0.],[[0 0 0 0 0]],"[[0.80482769 0.27678633 0.52724266 0.668504   0.00547034 0.01269495
  0.00160184 0.31172889 1.         0.         0.         0.
  0.         0.06      ]]"
5,[0.],[[[1 0 0 0 0]]],[[0.001]],[4],[0.],[[0 0 0 0 0]],"[[ 0.72583568 -0.09743287  0.7262342   0.66519129  0.00715192  0.02436958
   0.00180729  0.30147988  0.          0.          0.          0.
   1.          0.07      ]]"
6,[42.],[[[0 0 0 0 1]]],[[19.]],[3],[14.],[[0 0 0 0 0]],"[[ 0.7326647   0.94229335 -0.38363403  0.25657427  0.01155121  0.02344839
   0.00806584  0.70036036  1.          0.          0.          0.
   0.          0.08      ]]"
7,[0.],[[[1 0 0 0 0]]],[[0.001]],[4],[0.],[[0 0 0 0 0]],"[[0.87675655 0.28016764 0.12951547 0.35379139 0.00656941 0.02223442
  0.00317027 0.61423451 0.         0.         0.         0.
  1.         0.09      ]]"
8,[42.],[[[0 0 0 0 1]]],[[19.]],[3],[14.],[[0 0 0 0 0]],"[[ 0.8917619   0.94118649 -0.42297319  0.22531803  0.00666917  0.01399216
   0.00512361  0.74889702  0.          0.          0.          0.
   1.          0.1       ]]"
9,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[54.],[[0 0 0 0 0]],"[[ 0.92148304  0.89863306 -0.13733497  0.4034963   0.00537003  0.00910507
   0.00299007  0.57903856  0.          0.          0.          0.
   1.          0.11      ]]"
