,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[15.],[[[0 0 0 0 1]]],[[20.]],[1],[45.],[[0 0 0 0 0]],"[[ 0.48504823  0.97656369 -0.10954336  0.47848928  0.02235436  0.03336155
   0.01030617  0.45548865  0.          0.          0.          0.
   1.          0.02      ]]"
1,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[0.60715169 0.93989283 0.00813301 0.55641049 0.01337156 0.01873455
  0.00561349 0.40586984 0.         0.         0.         0.
  1.         0.03      ]]"
2,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.72821438  0.96459895 -0.2634801   0.34693402  0.01113353  0.01944271
   0.00667149  0.6158182   0.          0.          0.          0.
   1.          0.04      ]]"
3,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[ 0.79778707  0.92339796 -0.07976281  0.46887568  0.00777025  0.01205938
   0.0038597   0.50743502  1.          0.          0.          0.
   0.          0.05      ]]"
4,[3.],[[[1 0 0 0 0]]],[[1.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.89644188  0.13090487 -0.06539299  0.18127713  0.00659196  0.03385223
   0.00423841  0.77404028  0.          0.          0.          0.
   1.          0.06      ]]"
5,[42.],[[[0 0 0 0 1]]],[[19.]],[3],[14.],[[0 0 0 0 0]],"[[ 0.92033881  0.94691318 -0.43124542  0.22088331  0.00603096  0.01262804
   0.00471167  0.75574595  0.          0.          0.          0.
   1.          0.07      ]]"
6,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[ 0.94227344  0.89154178 -0.14679803  0.39157006  0.00504124  0.00871287
   0.00286325  0.59181261  1.          0.          0.          0.
   0.          0.08      ]]"
7,[9.],[[[1 0 0 0 0]]],[[3.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.96739799  0.01776714 -0.34674698  0.06641846  0.00477215  0.03817274
   0.00455576  0.88608092  1.          0.          0.          0.
   0.          0.09      ]]"
8,[0.],[[[1 0 0 0 0]]],[[0.001]],[4],[0.],[[0 0 0 0 0]],"[[9.69597936e-01 1.60724074e-02 9.21574593e-01 8.14646006e-01
  1.96917914e-03 4.61673411e-03 4.08537948e-04 1.78359523e-01
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.00000000e-01]]"
9,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.60110408 -0.31877396  0.88725919  0.68857503  0.01003059  0.04126951
   0.00215396  0.25797093  1.          0.          0.          0.
   0.          0.11      ]]"
