,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[ 0.63323945  1.         -0.42921838  0.32072639  0.01741819  0.0648559
   0.0141104   0.58288908  0.          0.          1.          0.
   0.          0.2       ]]"
1,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[ 0.47799614  0.99618858 -0.2568562   0.43800753  0.02790952  0.08655499
   0.02050085  0.42702717  1.          0.          0.          0.
   0.          0.3       ]]"
2,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.74774235  1.         -0.21002132  0.49494472  0.01229622  0.03833959
   0.010751    0.44366854  0.          0.          0.          0.
   1.          0.4       ]]"
3,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.908494    1.         -0.3398768   0.38984001  0.00751405  0.02713567
   0.00728323  0.56822699  0.          0.          0.          0.
   1.          0.5       ]]"
4,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.96405911  1.         -0.42441988  0.32417116  0.00617855  0.02433267
   0.00620374  0.6391139   0.          0.          0.          0.
   1.          0.6       ]]"
5,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[ 0.98266315  0.99811625 -0.18221621  0.51663476  0.00583661  0.01853817
   0.00594846  0.45304206  1.          0.          0.          0.
   0.          0.7       ]]"
6,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[9.],[[0 0 0 0 0]],"[[ 0.96168602  0.98915738 -0.04683132  0.6234808   0.00586602  0.01647824
   0.00592208  0.34825286  1.          0.          0.          0.
   0.          0.8       ]]"
7,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[0.],[[0 0 0 0 0]],"[[0.94619727 0.98470104 0.0713989  0.70869857 0.00560675 0.01413661
  0.00561792 0.26594013 1.         0.         0.         0.
  0.         0.9       ]]"
8,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[12.],[[0 0 0 0 0]],"[[0.93138742 0.98135972 0.17284147 0.771707   0.00528324 0.01213562
  0.00525372 0.20562039 0.         0.         0.         0.
  1.         1.        ]]"
9,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[54.],[[0 0 0 0 0]],"[[0.95679235 0.9941572  0.18388987 0.78122365 0.00474959 0.01079677
  0.00478225 0.19844776 0.         0.         0.         0.
  1.         1.1       ]]"
