,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[ 0.63323945  1.         -0.42921838  0.32072639  0.01741819  0.0648559
   0.0141104   0.58288908  1.          0.          0.          0.
   0.          0.2       ]]"
1,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.8551237   1.         -0.3315236   0.39715648  0.00890568  0.03160943
   0.00833898  0.55398941  0.          0.          0.          0.
   1.          0.3       ]]"
2,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.95022452  1.         -0.36896533  0.36622667  0.00655015  0.02447152
   0.00652142  0.59623015  0.          0.          0.          0.
   1.          0.4       ]]"
3,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[ 0.97548115  1.         -0.40944713  0.33488452  0.00598275  0.02329299
   0.00605266  0.62978703  0.          0.          0.          0.
   1.          0.5       ]]"
4,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[ 0.98692018  0.99810135 -0.17607078  0.5216248   0.0057464   0.01816463
   0.00587307  0.44859111  1.          0.          0.          0.
   0.          0.6       ]]"
5,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[9.],[[0 0 0 0 0]],"[[ 0.96269071  0.98911333 -0.04203056  0.62717515  0.00582834  0.01630468
   0.00588822  0.34480369  1.          0.          0.          0.
   0.          0.7       ]]"
6,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[12.],[[0 0 0 0 0]],"[[0.94622624 0.98463035 0.07536089 0.71136624 0.00558504 0.01403194
  0.00559661 0.26342016 1.         0.         0.         0.
  0.         0.8       ]]"
7,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[6.],[[0 0 0 0 0]],"[[0.93107104 0.98127252 0.17618093 0.77360928 0.00526812 0.01206408
  0.00523791 0.20382056 1.         0.         0.         0.
  0.         0.9       ]]"
8,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[6.],[[0 0 0 0 0]],"[[0.91569018 0.9782114  0.26251084 0.81854486 0.00497331 0.01051619
  0.00490444 0.1610612  1.         0.         0.         0.
  0.         1.        ]]"
9,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[3.],[[0 0 0 0 0]],"[[0.8997792  0.97524023 0.33654535 0.85098433 0.00473112 0.00933954
  0.00462527 0.1303197  1.         0.         0.         0.
  0.         1.1       ]]"
