,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.69668305e-01  7.55100548e-01 -2.62610346e-01  3.43695574e-04
   8.69573355e-02  9.12157774e-01  2.50891608e-04  2.90299475e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[24.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[8.]],"[[-9.31208134e-01  9.28341329e-01  9.87028360e-01  6.07550202e-04
   9.89960551e-01  9.30998754e-03  8.27756885e-05  3.91646900e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.50509655e-01  9.74989057e-01  9.97627795e-01  3.66952969e-03
   9.87403274e-01  8.60692654e-03  2.20734903e-04  9.94469083e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[4.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.05636668e-01  9.94965374e-01  9.95366871e-01  7.03110185e-04
   9.90246415e-01  8.93626455e-03  7.86680030e-05  3.55274969e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[9.],[[[0 1 0 0 0]]],[[6.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[3.]],"[[-9.83830571e-01  9.98131037e-01  9.95953918e-01  4.23052086e-04
   9.90527153e-01  8.96631554e-03  5.74688638e-05  2.59978333e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.87124491e-01  9.99282598e-01  9.98585641e-01  2.88210972e-03
   9.88238811e-01  8.61614849e-03  1.81985553e-04  8.09039047e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[9.],[[[0 1 0 0 0]]],[[5.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[3.]],"[[-9.53060865e-01  9.99792099e-01  9.94085431e-01  5.17370470e-04
   9.90348577e-01  9.03989654e-03  6.49008362e-05  2.93196281e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[9.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[3.]],"[[-9.90434408e-01  9.99912143e-01  9.96386528e-01  4.05015191e-04
   9.90562797e-01  8.95119086e-03  5.57477470e-05  2.51938491e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[5.],[[[0 1 0 0 0]]],[[7.]],[2],[4.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[3.]],"[[-9.13616061e-01  9.99948502e-01  9.97760296e-01  6.65395462e-04
   9.90397334e-01  8.82838853e-03  7.50820545e-05  3.37691417e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[9.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[3.]],"[[5.75242937e-01 9.99941766e-01 9.98464048e-01 9.09375131e-01
  8.67453814e-02 6.86832413e-04 2.25342787e-03 9.39264544e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
