,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.69668305e-01  7.55100548e-01 -2.62610346e-01  3.43695574e-04
   8.69573355e-02  9.12157774e-01  2.50891608e-04  2.90299475e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[15.],[[[0 0 1 0 0]]],[[12.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.30605233e-01  9.24013317e-01 -5.23004532e-01  7.34240894e-05
   2.09973566e-02  9.78787720e-01  6.32626325e-05  7.82771749e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.67950225e-01  9.72958088e-01 -6.39968157e-01  3.39046601e-05
   1.08825900e-02  9.89005625e-01  3.39076323e-05  4.39648938e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[15.],[[[0 0 1 0 0]]],[[12.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.85978365e-01  9.88422513e-01 -7.25216329e-01  2.05497308e-05
   6.73848577e-03  9.93186235e-01  2.32145867e-05  3.15096586e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.23157990e-01  8.13655019e-01 -3.00372005e-01  2.04651558e-04
   7.07875192e-02  9.28661525e-01  1.61276621e-04  1.85039855e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.59844053e-01  9.37213123e-01 -5.35550177e-01  5.71709897e-05
   1.95207149e-02  9.80304301e-01  5.26311778e-05  6.52221715e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[15.],[[[0 0 1 0 0]]],[[12.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.81458962e-01  9.76588845e-01 -6.65718675e-01  2.76576884e-05
   9.41309892e-03  9.90491211e-01  2.93521371e-05  3.86278298e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.15641069e-01  8.29072833e-01 -2.33867392e-01  2.79512664e-04
   9.96363983e-02  8.99679184e-01  1.93751286e-04  2.11065097e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.25857162e-01  8.75553370e-01  2.57494628e-01  1.80545368e-03
   6.37007892e-01  3.60296577e-01  5.02298470e-04  3.87748441e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-8.05804074e-01  9.65173662e-01  9.94414866e-01  1.35032006e-03
   9.89590466e-01  8.87907762e-03  1.23620266e-04  5.65822011e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
