,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.69668305e-01  7.55100548e-01 -2.62610346e-01  3.43695574e-04
   8.69573355e-02  9.12157774e-01  2.50891608e-04  2.90299475e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[15.],[[[0 0 1 0 0]]],[[12.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.30605233e-01  9.24013317e-01 -5.23004532e-01  7.34240894e-05
   2.09973566e-02  9.78787720e-01  6.32626325e-05  7.82771749e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.67950225e-01  9.72958088e-01 -6.39968157e-01  3.39046601e-05
   1.08825900e-02  9.89005625e-01  3.39076323e-05  4.39648938e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.85978365e-01  9.88422513e-01 -7.25216329e-01  2.05497308e-05
   6.73848577e-03  9.93186235e-01  2.32145867e-05  3.15096586e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.23157990e-01  8.13655019e-01 -3.00372005e-01  2.04651558e-04
   7.07875192e-02  9.28661525e-01  1.61276621e-04  1.85039855e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.45858538e-01  9.39943433e-01  9.90853906e-01  5.49189746e-04
   9.90203261e-01  9.13618784e-03  7.57119706e-05  3.55141601e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.63905740e-01  9.78577614e-01  9.97851372e-01  3.36250663e-03
   9.87724721e-01  8.61132145e-03  2.07915567e-04  9.35203425e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[4.],[[[0 1 0 0 0]]],[[8.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.10022438e-01  9.95588720e-01  9.95581388e-01  6.83177204e-04
   9.90275383e-01  8.92938673e-03  7.71944615e-05  3.48519861e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-5.81529498e-01  9.98471498e-01  9.98349190e-01  5.70221851e-03
   9.85368788e-01  8.53217859e-03  2.75134866e-04  1.21737838e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[0.10483631 0.99964923 0.99694258 0.32886195 0.66176337 0.0054794
  0.00272894 0.0011663  0.         1.         0.         0.
  0.         1.1       ]]"
