,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.],[[[0 0 1 0 0]]],[[10.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.69668305e-01  7.55100548e-01 -2.62610346e-01  3.43695574e-04
   8.69573355e-02  9.12157774e-01  2.50891608e-04  2.90299475e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[15.],[[[0 0 1 0 0]]],[[9.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.30605233e-01  9.24013317e-01 -5.23004532e-01  7.34240894e-05
   2.09973566e-02  9.78787720e-01  6.32626325e-05  7.82771749e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.67950225e-01  9.72958088e-01 -6.39968157e-01  3.39046601e-05
   1.08825900e-02  9.89005625e-01  3.39076323e-05  4.39648938e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[15.],[[[0 0 1 0 0]]],[[9.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.85978365e-01  9.88422513e-01 -7.25216329e-01  2.05497308e-05
   6.73848577e-03  9.93186235e-01  2.32145867e-05  3.15096586e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.23157990e-01  8.13655019e-01 -3.00372005e-01  2.04651558e-04
   7.07875192e-02  9.28661525e-01  1.61276621e-04  1.85039855e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.59844053e-01  9.37213123e-01 -5.35550177e-01  5.71709897e-05
   1.95207149e-02  9.80304301e-01  5.26311778e-05  6.52221715e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.62270439e-01  9.68651652e-01  9.94229794e-01  4.89711470e-04
   9.90405977e-01  9.00701340e-03  6.65552579e-05  3.06456677e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-3.22306156e-01  9.81346369e-01  9.64769244e-01  3.10355835e-02
   9.57958102e-01  9.80542134e-03  8.27901938e-04  3.73131712e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[4.],[[[0 1 0 0 0]]],[[8.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-7.00676918e-01  9.97848153e-01  9.91404653e-01  2.66171666e-03
   9.88104939e-01  8.97860900e-03  1.75998954e-04  7.87219615e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-1.71666920e-01  9.99430299e-01  9.97553468e-01  7.56072626e-02
   9.14854944e-01  7.71107199e-03  1.27440237e-03  5.52221842e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
