,0,1
0,0.94537115,0.05462882
1,0.13093266,0.8690673
2,0.82004464,0.17995536
3,0.8235974,0.17640264
4,0.33531052,0.6646894
5,0.5908362,0.4091638
6,0.64366716,0.35633278
7,0.5645123,0.43548763
8,0.52993834,0.4700616
9,0.5140952,0.48590484
10,0.24337181,0.75662816
11,0.9762464,0.023753554
12,0.99895704,0.0010429244
13,0.9999317,6.831321e-05
14,0.9994486,0.0005514015
15,0.99927145,0.00072853453
16,0.9999317,6.8265865e-05
17,0.99994457,5.5441695e-05
18,0.99954826,0.00045166115
19,0.99940395,0.000596097
20,0.99992955,7.0402886e-05
21,0.9999442,5.5812496e-05
22,0.9995467,0.00045326413
23,0.99940157,0.0005984192
24,0.9999291,7.0921546e-05
25,0.999466,0.0005340246
26,0.999337,0.0006629887
27,0.99992883,7.1165436e-05
28,0.99945885,0.00054111757
29,0.99932027,0.0006798038
30,0.9999287,7.1299924e-05
31,0.99945396,0.0005460511
32,0.9993086,0.00069143315
33,0.9999285,7.151627e-05
34,0.99945,0.0005500126
35,0.9992994,0.0007005281
36,0.99992824,7.1769595e-05
37,0.9994466,0.00055346667
38,0.99929166,0.00070829946
39,0.99917173,0.0008283239
40,0.99992716,7.2857954e-05
41,0.9994436,0.0005564399
42,0.99928707,0.0007129
43,0.99916553,0.0008344678
44,0.99992704,7.2907715e-05
45,0.9994425,0.0005574453
46,0.9992847,0.00071537186
47,0.9991617,0.00083826575
48,0.99992704,7.296328e-05
49,0.9994417,0.0005582524
50,0.9992828,0.0007172731
51,0.99915886,0.000841155
52,0.9999269,7.302182e-05
53,0.9994411,0.0005589446
54,0.9992811,0.0007188592
55,0.9991565,0.0008435485
56,0.9999269,7.308041e-05
57,0.9994404,0.0005595674
58,0.9992798,0.000720262
59,0.9991543,0.0008456539
60,0.9990539,0.0009461554
61,0.9999263,7.368579e-05
62,0.9994413,0.0005586351
63,0.999283,0.0007170192
64,0.9991596,0.0008404115
65,0.9990608,0.000939243
66,0.99992657,7.3419396e-05
67,0.99944335,0.0005565984
68,0.9992873,0.0007127374
69,0.9991659,0.00083414075
70,0.9990688,0.00093123666
71,0.9999268,7.31765e-05
72,0.9994454,0.00055461127
73,0.99929154,0.0007084717
74,0.9991722,0.00082786183
75,0.9990767,0.0009232017
76,0.99992704,7.29541e-05
77,0.9994473,0.00055272016
78,0.9992956,0.0007043818
79,0.9991781,0.0008218379
80,0.99992776,7.223044e-05
81,0.99944776,0.0005522394
82,0.99929535,0.00070459326
83,0.9991774,0.0008225897
84,0.9990834,0.00091662596
85,0.9990101,0.0009898546
86,0.9989548,0.0010451607
87,0.9989147,0.0010852629
88,0.99888736,0.0011126875
89,0.9988702,0.0011297362
90,0.99886155,0.0011384626
91,0.93539184,0.06460817
92,0.46126652,0.5387335
93,0.38296816,0.6170319
94,0.40567857,0.5943214
95,0.42444697,0.57555306
96,0.588773,0.411227
97,0.24637364,0.75362635
98,0.31450734,0.68549263
99,0.3546854,0.64531463
