,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.24991852  0.32486841 -0.14899945  0.08129906  0.12348305  0.53665322
   0.05859364  0.19997099  0.          0.          0.          0.
   1.          0.02      ]]"
1,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[0.08947386 0.53114355 0.23239543 0.49139673 0.06504215 0.14028555
  0.02025094 0.28302467 1.         0.         0.         0.
  0.         0.03      ]]"
2,[0.],[[[0 0 0 1 0]]],[[13.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.40438235 0.1999242  0.82950211 0.82147086 0.01260179 0.02497046
  0.00232832 0.13862853 0.         0.         0.         0.
  1.         0.04      ]]"
3,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[5.38846970e-01 8.48299623e-01 8.61364186e-01 9.44506526e-01
  3.32837133e-03 2.35320022e-03 5.03975782e-04 4.93079014e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  1.00000000e+00 5.00000000e-02]]"
4,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[6.20195627e-01 8.55847955e-01 8.66485953e-01 9.45801198e-01
  2.48491392e-03 1.72200974e-03 3.82302213e-04 4.96095382e-02
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 6.00000000e-02]]"
5,[0.],[[[1 0 0 0 0]]],[[0.001]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.61977607 -0.07401719  0.87744182  0.77236843  0.00761142  0.02170772
   0.00154166  0.19677074  1.          0.          0.          0.
   0.          0.07      ]]"
6,[0.],[[[1 0 0 0 0]]],[[0.001]],[3],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.58909875 0.03735938 0.92021918 0.82693189 0.00684435 0.01580868
  0.00126032 0.14915475 1.         0.         0.         0.
  0.         0.08      ]]"
7,[0.],[[[1 0 0 0 0]]],[[2.]],[3],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.57448411 0.04803845 0.94461054 0.84047204 0.0067352  0.0149557
  0.00119508 0.13664192 1.         0.         0.         0.
  0.         0.09      ]]"
8,[0.],[[[1 0 0 0 0]]],[[0.001]],[3],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.56647789 0.05406358 0.96000832 0.84840083 0.00664153 0.01440055
  0.00115187 0.12940525 1.         0.         0.         0.
  0.         0.1       ]]"
9,[0.],[[[0 0 0 0 1]]],[[20.]],[2],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.56203198 0.05625392 0.9701637  0.85304672 0.00657453 0.01407098
  0.00112412 0.12518363 0.         0.         0.         0.
  1.         0.11      ]]"
