,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[30.],[[[0 0 0 0 1]]],[[17.]],[4],[0.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.43491727  0.61604363 -0.4317604   0.04002445  0.15627263  0.57630807
   0.0900915   0.13730325  0.          0.          0.          0.
   1.          0.02      ]]"
1,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[-0.0583095   0.631917    0.0818205   0.36834025  0.10264412  0.2209194
   0.03552178  0.27257451  1.          0.          0.          0.
   0.          0.03      ]]"
2,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.34382576 -0.00564859  0.84330553  0.75803649  0.01845369  0.04957369
   0.00350958  0.17042643  0.          0.          0.          0.
   1.          0.04      ]]"
3,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[5.02260387e-01 7.90399611e-01 8.79014254e-01 9.42007065e-01
  3.88732855e-03 2.95716268e-03 5.80257096e-04 5.05681448e-02
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 5.00000000e-02]]"
4,[0.],[[[1 0 0 0 0]]],[[2.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 5.43468118e-01 -7.03142025e-04  8.92171621e-01  8.01473439e-01
   8.78625084e-03  2.21497864e-02  1.67030166e-03  1.65920302e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  6.00000000e-02]]"
5,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[6.52042270e-01 8.62593174e-01 9.11526799e-01 9.53156233e-01
  1.97903067e-03 1.29755132e-03 2.90559430e-04 4.32765707e-02
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 7.00000000e-02]]"
6,[0.],[[[1 0 0 0 0]]],[[1.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.63425213 -0.11898185  0.91747248  0.78084189  0.00703618  0.0206677
   0.00138314  0.19007103  1.          0.          0.          0.
   0.          0.08      ]]"
7,[0.],[[[1 0 0 0 0]]],[[2.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.59449083 0.00773733 0.93960261 0.82824254 0.00667531 0.01583039
  0.00121387 0.14803797 1.         0.         0.         0.
  0.         0.09      ]]"
8,[0.],[[[0 1 0 0 0]]],[[6.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.57635999 0.03709295 0.95665884 0.84304684 0.00660559 0.01474166
  0.00115977 0.13444611 1.         0.         0.         0.
  0.         0.1       ]]"
9,[0.],[[[1 0 0 0 0]]],[[3.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.5670619  0.04839783 0.96783936 0.85034037 0.0065601  0.01423918
  0.00112925 0.12773116 1.         0.         0.         0.
  0.         0.11      ]]"
