,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[0.44863909 0.93773019 0.30579689 0.76701415 0.01410398 0.01495764
  0.00394735 0.199977   1.         0.         0.         0.
  0.         0.02      ]]"
1,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.65034366 0.23163083 0.56887639 0.68463731 0.00892051 0.02144986
  0.00240516 0.28258723 0.         0.         0.         0.
  1.         0.03      ]]"
2,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[7.33936548e-01 8.91025245e-01 6.76108062e-01 9.07720745e-01
  2.58677057e-03 2.03284202e-03 5.12312981e-04 8.71473104e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  1.00000000e+00 4.00000000e-02]]"
3,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[7.82065511e-01 8.46165061e-01 6.90125585e-01 9.03920889e-01
  2.25864188e-03 1.87178003e-03 4.52493870e-04 9.14961547e-02
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 5.00000000e-02]]"
4,[0.],[[[1 0 0 0 0]]],[[2.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.73618793 -0.17052172  0.72390628  0.63298076  0.00735833  0.02809625
   0.00191335  0.32965133  1.          0.          0.          0.
   0.          0.06      ]]"
5,[0.],[[[0 0 0 0 1]]],[[17.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.64603078 -0.04908571  0.85954571  0.77043688  0.00704231  0.01964768
   0.0014577   0.20141545  0.          0.          0.          0.
   1.          0.07      ]]"
6,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[7.31408477e-01 8.62766147e-01 8.86229217e-01 9.48701441e-01
  1.62061537e-03 1.08493993e-03 2.51203601e-04 4.83418070e-02
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 8.00000000e-02]]"
7,[0.],[[[1 0 0 0 0]]],[[3.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.68304074 -0.18646497  0.89349121  0.74463707  0.00671455  0.02233999
   0.0014078   0.22490053  1.          0.          0.          0.
   0.          0.09      ]]"
8,[0.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.61657476 -0.04077087  0.92259634  0.80693817  0.00678809  0.01761202
   0.00128753  0.16737413  1.          0.          0.          0.
   0.          0.1       ]]"
9,[0.],[[[1 0 0 0 0]]],[[0.001]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.58708459 0.02151537 0.94578773 0.83452743 0.00664553 0.01534305
  0.00119172 0.14229231 0.         0.         0.         0.
  1.         0.11      ]]"
