,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[30.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.43491727  0.61604363 -0.4317604   0.04002445  0.15627263  0.57630807
   0.0900915   0.13730325  0.          0.          1.          0.
   0.          0.02      ]]"
1,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.26529023  0.61645806  0.19638647  0.35177973  0.14636917  0.29125142
   0.04166421  0.16893542  0.          0.          1.          0.
   0.          0.03      ]]"
2,[30.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.62205458  0.62721115 -0.18175477  0.05554998  0.2032211   0.58281428
   0.08167367  0.07674094  0.          0.          1.          0.
   0.          0.04      ]]"
3,[30.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.80429411  0.62910682 -0.40968895  0.01513125  0.18536206  0.66635895
   0.09275295  0.04039477  0.          0.          1.          0.
   0.          0.05      ]]"
4,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.88413191  0.62994474 -0.43366247  0.01087668  0.18474202  0.6812129
   0.09287172  0.03029669  0.          0.          1.          0.
   0.          0.06      ]]"
5,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.92446756  0.6304391  -0.43455452  0.00955413  0.18573998  0.68615681
   0.09233385  0.02621518  0.          0.          1.          0.
   0.          0.07      ]]"
6,[30.],[[[0 0 1 0 0]]],[[12.]],[4],[0.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.94479227  0.63080829 -0.4345814   0.00896306  0.18627512  0.68836415
   0.09202866  0.02436901  0.          0.          0.          1.
   0.          0.08      ]]"
7,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[45.],[[0 0 0 0 0]],[[[0. 0. 0. 1. 0.]]],[[15.]],"[[-0.95963097  0.49329498 -0.21325347  0.01288754  0.19018349  0.70058399
   0.07477451  0.02157047  0.          1.          0.          0.
   0.          0.09      ]]"
8,[3.],[[[0 0 1 0 0]]],[[12.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-0.95143533  0.52393627 -0.72647268  0.00240788  0.13025363  0.75272554
   0.09435409  0.02025896  0.          1.          0.          0.
   0.          0.1       ]]"
9,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-0.86545134  0.53070384 -0.79855371  0.00250685  0.12250232  0.74856722
   0.09911168  0.02731197  0.          0.          1.          0.
   0.          0.11      ]]"
