,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[0.44863909 0.93773019 0.30579689 0.76701415 0.01410398 0.01495764
  0.00394735 0.199977   1.         0.         0.         0.
  0.         0.02      ]]"
1,[0.],[[[1 0 0 0 0]]],[[4.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.65034366 0.23163083 0.56887639 0.68463731 0.00892051 0.02144986
  0.00240516 0.28258723 0.         0.         0.         0.
  1.         0.03      ]]"
2,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[7.33936548e-01 8.91025245e-01 6.76108062e-01 9.07720745e-01
  2.58677057e-03 2.03284202e-03 5.12312981e-04 8.71473104e-02
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 4.00000000e-02]]"
3,[0.],[[[1 0 0 0 0]]],[[4.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.71650743 -0.11425788  0.71224564  0.64806241  0.00764398  0.02710257
   0.0019692   0.31522188  0.          0.          0.          0.
   1.          0.05      ]]"
4,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[7.88009584e-01 8.65669072e-01 7.93458700e-01 9.31445122e-01
  1.68343040e-03 1.22460141e-03 2.96524027e-04 6.53503314e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  1.00000000e+00 6.00000000e-02]]"
5,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[8.23971629e-01 8.15440238e-01 7.99460709e-01 9.26298678e-01
  1.57345028e-03 1.22713216e-03 2.82509835e-04 7.06182197e-02
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 7.00000000e-02]]"
6,[0.],[[[1 0 0 0 0]]],[[3.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.7405684  -0.25645503  0.81529504  0.66509551  0.0067634   0.02695734
   0.00162002  0.29956377  1.          0.          0.          0.
   0.          0.08      ]]"
7,[0.],[[[1 0 0 0 0]]],[[0.001]],[3],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.6418938  -0.08321772  0.88040864  0.77135092  0.00710382  0.02046928
   0.0014474   0.19962861  0.          0.          0.          0.
   1.          0.09      ]]"
8,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[7.28852272e-01 8.60533655e-01 9.02761996e-01 9.51086521e-01
  1.57279940e-03 1.03985192e-03 2.38967463e-04 4.60617244e-02
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.00000000e-01]]"
9,[0.],[[[1 0 0 0 0]]],[[4.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.67988205 -0.18953168  0.90871799  0.7529161   0.00661649  0.02179629
   0.00136204  0.21730904  0.          0.          0.          0.
   1.          0.11      ]]"
