,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[30.],[[[0 0 0 1 0]]],[[13.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.63513958  1.         -0.45462784  0.30301222  0.01718019  0.0654805
   0.01393149  0.60039556  0.          0.          1.          0.
   0.          0.2       ]]"
1,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[ 0.49024874  0.99630046 -0.27642006  0.42420331  0.02700687  0.08543903
   0.01999181  0.44335896  0.          0.          0.          0.
   1.          0.3       ]]"
2,[30.],[[[1 0 0 0 0]]],[[1.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.81550545  1.         -0.42225769  0.32821473  0.00992797  0.03797779
   0.00905273  0.6148268   0.          0.          0.          0.
   1.          0.4       ]]"
3,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.9197439   0.99787641 -0.16391478  0.53282678  0.0070811   0.02187075
   0.00692984  0.43129152  1.          0.          0.          0.
   0.          0.5       ]]"
4,[0.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.93992722  0.98843026 -0.02537605  0.63997042  0.00619139  0.01699501
   0.00616561  0.33067757  0.          0.          0.          0.
   1.          0.6       ]]"
5,[45.],[[[0 1 0 0 0]]],[[8.]],[3],[15.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.93591523  1.         -0.52555519  0.25572127  0.00647078  0.02778291
   0.00637365  0.70365137  0.          0.          0.          0.
   1.          0.7       ]]"
6,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.97322994  0.99828315 -0.22601564  0.48055193  0.00608367  0.02006825
   0.00615959  0.48713654  0.          0.          0.          0.
   1.          0.8       ]]"
7,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.98398781  0.99750698 -0.07657945  0.6025722   0.00553407  0.01598235
   0.00565158  0.3702597   0.          0.          0.          0.
   1.          0.9       ]]"
8,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[0.98686147 0.99701786 0.01395838 0.67155701 0.00513622 0.01367623
  0.0052603  0.30437019 0.         0.         0.         0.
  1.         1.        ]]"
9,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[0.98707902 0.99667209 0.07364532 0.71344006 0.0048621  0.01226771
  0.00498356 0.26444662 0.         0.         0.         0.
  1.         1.1       ]]"
