,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.62808871  1.         -0.38998559  0.34896913  0.0178568   0.06410934
   0.01442267  0.55464208  0.          0.          0.          0.
   1.          0.2       ]]"
1,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.88523805  1.         -0.4391095   0.31525382  0.00791538  0.0311384
   0.00755043  0.63814205  1.          0.          0.          0.
   0.          0.3       ]]"
2,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.93811399  1.         -0.3534244   0.37859243  0.00682579  0.02508962
   0.00674364  0.58274847  0.          0.          0.          0.
   1.          0.4       ]]"
3,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.97252524  1.         -0.39506629  0.34572494  0.00606339  0.02328911
   0.0061233   0.61879933  1.          0.          0.          0.
   0.          0.5       ]]"
4,[0.],[[[1 0 0 0 0]]],[[0.001]],[4],[0.],[[0 0 0 0 0]],"[[ 0.96872973  0.99174821 -0.22664592  0.47782087  0.00619841  0.02049447
   0.00627064  0.48921552  1.          0.          0.          0.
   0.          0.6       ]]"
5,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[9.],[[0 0 0 0 0]],"[[ 0.95940042  0.98781013 -0.0812284   0.59597075  0.00604627  0.01752366
   0.00609572  0.37436357  0.          0.          0.          0.
   1.          0.7       ]]"
6,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.96795231  1.         -0.31559175  0.40788189  0.00622537  0.02223326
   0.00627285  0.55738658  0.          0.          0.          0.
   1.          0.8       ]]"
7,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.9828999   0.9978745  -0.12647209  0.56249589  0.00570449  0.01722952
   0.00581814  0.40875202  1.          0.          0.          0.
   0.          0.9       ]]"
8,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[9.],[[0 0 0 0 0]],"[[9.58741546e-01 9.88441706e-01 3.61040235e-04 6.59158289e-01
  5.72023960e-03 1.53929647e-02 5.76772448e-03 3.13960761e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  1.00000000e+00 1.00000000e+00]]"
9,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[0.97411883 0.99580228 0.06526579 0.70761192 0.0051105  0.01296635
  0.00519536 0.26911581 1.         0.         0.         0.
  0.         1.1       ]]"
