,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[13.],[[[0 0 1 0 0]]],[[9.]],[2],[13.],[[0 0 0 0 0]],"[[-0.34225604  1.         -0.47918096  0.11631487  0.14840834  0.48379213
   0.06381735  0.18766727  0.          1.          0.          0.
   0.          0.2       ]]"
1,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[-0.40752906  0.42106426 -0.01185203  0.13125952  0.1860276   0.49348602
   0.09281903  0.09640791  0.          0.          1.          0.
   0.          0.3       ]]"
2,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-0.5810681   0.71610177 -0.26795569  0.07404184  0.19700271  0.56810629
   0.0796673   0.0811819   1.          0.          0.          0.
   0.          0.4       ]]"
3,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[9.],[[0 0 0 0 0]],"[[-0.27453452  0.7664817   0.055385    0.30626464  0.15568434  0.34736496
   0.07579845  0.11488768  1.          0.          0.          0.
   0.          0.5       ]]"
4,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[-0.13146053  0.99999994 -0.06838611  0.3889879   0.11598095  0.27092499
   0.05739938  0.1667068   0.          0.          0.          0.
   1.          0.6       ]]"
5,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.29974568  1.         -0.4140186   0.30015633  0.04506722  0.15573201
   0.02940984  0.46963462  1.          0.          0.          0.
   0.          0.7       ]]"
6,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.68288147  1.         -0.30177045  0.41885594  0.01522368  0.05096966
   0.01275128  0.50219947  0.          0.          0.          0.
   1.          0.8       ]]"
7,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.8464964   0.9973048  -0.09667747  0.58745259  0.00863571  0.02476972
   0.00806551  0.37107649  0.          1.          0.          0.
   0.          0.9       ]]"
8,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[0.06414886 0.70832008 0.02630915 0.43026105 0.08665096 0.21606818
  0.05353613 0.21348366 0.         0.         0.         1.
  0.         1.        ]]"
9,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[-0.01471896  0.85024571  0.16933739  0.5480997   0.08813742  0.17994854
   0.0494885   0.1343258   1.          0.          0.          0.
   0.          1.1       ]]"
