,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[ 0.63323945  1.         -0.42921838  0.32072639  0.01741819  0.0648559
   0.0141104   0.58288908  0.          0.          0.          0.
   1.          0.2       ]]"
1,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.88499391  1.         -0.39110586  0.35062227  0.00803093  0.03024847
   0.00766283  0.60343546  0.          0.          0.          0.
   1.          0.3       ]]"
2,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.96085799  1.         -0.40490988  0.33865622  0.00627895  0.02428109
   0.0062926   0.6244911   1.          0.          0.          0.
   0.          0.4       ]]"
3,[9.],[[[1 0 0 0 0]]],[[3.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.95807606  1.         -0.31311125  0.41012582  0.00642578  0.02285627
   0.00643359  0.55415851  1.          0.          0.          0.
   0.          0.5       ]]"
4,[0.],[[[1 0 0 0 0]]],[[0.001]],[4],[0.],[[0 0 0 0 0]],"[[ 0.96093416  0.99089694 -0.15565491  0.53651971  0.00622669  0.01928586
   0.0062733   0.43169445  0.          0.          0.          0.
   1.          0.6       ]]"
5,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.97253138  1.         -0.31495574  0.40827289  0.00613493  0.02191597
   0.00620015  0.55747598  0.          0.          0.          0.
   1.          0.7       ]]"
6,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[ 0.98474932  0.99788064 -0.12651564  0.56242341  0.00567118  0.01713535
   0.0057911   0.408979    0.          0.          0.          0.
   1.          0.8       ]]"
7,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[ 0.98776311  0.99720979 -0.0175535   0.64819419  0.00525198  0.01439031
   0.0053801   0.3267833   1.          0.          0.          0.
   0.          0.9       ]]"
8,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[9.],[[0 0 0 0 0]],"[[0.9538902  0.98690492 0.09223551 0.72327197 0.00534918 0.0132423
  0.00538386 0.25275266 1.         0.         0.         0.
  0.         1.        ]]"
9,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[12.],[[0 0 0 0 0]],"[[0.93286276 0.98180413 0.18943474 0.78127289 0.00515313 0.01166143
  0.0051293  0.19678326 1.         0.         0.         0.
  0.         1.1       ]]"
