,0,1
0,0.7024269,0.29757312
1,0.8539814,0.14601855
2,0.63513774,0.3648623
3,0.9636034,0.03639654
4,0.94038993,0.05961013
5,0.9873931,0.012606898
6,0.982419,0.0175809
7,0.9713675,0.028632546
8,0.9831753,0.016824644
9,0.995555,0.00444503
10,0.99753964,0.0024603384
11,0.99800605,0.0019940066
12,0.9982486,0.0017514502
13,0.99764425,0.00235568
14,0.9969535,0.003046514
15,0.9961422,0.0038578478
16,0.9951239,0.004876105
17,0.9937313,0.0062686936
18,0.9916277,0.00837229
19,0.9880866,0.011913479
20,0.9814649,0.018535042
21,0.9682709,0.0317291
22,0.9435131,0.05648692
23,0.9076408,0.09235918
24,0.87258273,0.12741725
25,0.84885746,0.15114257
26,0.9946017,0.005398286
27,0.99379444,0.0062055346
28,0.99846506,0.001534989
29,0.9980307,0.0019693158
30,0.9986891,0.0013109479
31,0.9982553,0.001744687
32,0.99874413,0.0012558415
33,0.99832314,0.0016768626
34,0.9987759,0.0012240618
35,0.99836427,0.0016357751
36,0.9987984,0.0012015691
37,0.9983936,0.0016064309
38,0.99881506,0.0011849254
39,0.99841535,0.0015846384
40,0.99882764,0.0011723522
41,0.99843186,0.0015681082
42,0.99800843,0.0019916242
43,0.99754673,0.0024532462
44,0.9988061,0.0011939029
45,0.99842525,0.0015748104
46,0.9980122,0.0019877325
47,0.99756217,0.00243779
48,0.99704677,0.0029532968
49,0.99641764,0.0035823479
50,0.99559265,0.0044073546
51,0.9988122,0.0011878377
52,0.99846303,0.0015369847
53,0.9980756,0.0019243464
54,0.9976561,0.0023438402
55,0.99717915,0.0028208096
56,0.99660265,0.0033973695
57,0.99585575,0.0041442597
58,0.99481225,0.005187793
59,0.9932319,0.006768094
60,0.99884063,0.0011593999
61,0.9985262,0.0014737928
62,0.99817014,0.0018298023
63,0.9977894,0.002210628
64,0.9973627,0.0026372743
65,0.9968562,0.0031437082
66,0.9962148,0.0037851825
67,0.99534273,0.0046572536
68,0.99406403,0.00593594
69,0.9920379,0.007962109
70,0.98859614,0.011403869
71,0.9825415,0.017458502
72,0.99876726,0.0012327973
73,0.9985171,0.0014829194
74,0.998201,0.0017990002
75,0.9978667,0.0021333965
76,0.9974968,0.0025031737
77,0.9970651,0.0029348177
78,0.99653035,0.0034696104
79,0.99582386,0.0041761594
80,0.9948242,0.0051758396
81,0.99330515,0.00669481
82,0.99083436,0.009165603
83,0.9866174,0.01338264
84,0.97947717,0.020522803
85,0.9686802,0.03131972
86,0.95577276,0.04422723
87,0.9443172,0.055682726
88,0.93661505,0.06338497
89,0.932545,0.067454934
90,0.93096346,0.069036596
91,0.93082374,0.06917628
92,0.93145055,0.06854952
93,0.9324648,0.06753522
94,0.9336671,0.0663329
95,0.9349554,0.0650446
96,0.9981401,0.0018599002
97,0.99920636,0.00079371897
98,0.9992285,0.0007714961
99,0.99920964,0.0007903739
