,adv action,condition,git,investment,repay
0,[1],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",13,[9.75]
1,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",11,[0.]
2,[2],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",16,[24.]
3,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",15,[0.]
4,[1],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",20,[15.]
5,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",14,[0.]
6,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",13,[0.]
7,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",15,[0.]
8,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",20,[0.]
9,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",5,[0.]
