trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:22:04am, DYNAMIC, random_0, false, LEFT, 3704, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:22:11am, DYNAMIC, random_0, false, LEFT, 7469, 0.0, 1.0, 1.0, 0.0
2,2020-02-24 05:22:15am, DYNAMIC, random_0, true, RIGHT, 3848, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:22:21am, DYNAMIC, random_0, true, RIGHT, 5693, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:22:25am, DYNAMIC, random_0, true, RIGHT, 4139, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:22:30am, DYNAMIC, random_0, true, RIGHT, 5344, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:22:34am, DYNAMIC, random_0, true, RIGHT, 3364, 1.0, 1.0, 1.0, 1.0
7,2020-02-24 05:22:37am, DYNAMIC, random_0, true, RIGHT, 3420, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:22:40am, DYNAMIC, random_0, true, RIGHT, 3544, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:22:44am, DYNAMIC, random_0, true, RIGHT, 3274, 1.0, 0.0, 1.0, 0.0
10,2020-02-24 05:22:47am, DYNAMIC, random_0, true, RIGHT, 3217, 1.0, 0.0, 1.0, 0.0
11,2020-02-24 05:22:50am, DYNAMIC, random_0, true, RIGHT, 2914, 1.0, 1.0, 1.0, 1.0
12,2020-02-24 05:22:53am, DYNAMIC, random_0, true, RIGHT, 3161, 1.0, 1.0, 1.0, 1.0
13,2020-02-24 05:22:57am, DYNAMIC, random_0, true, RIGHT, 3724, 1.0, 1.0, 1.0, 1.0
14,2020-02-24 05:23:00am, DYNAMIC, random_0, true, RIGHT, 3634, 1.0, 1.0, 1.0, 1.0
15,2020-02-24 05:23:19am, DYNAMIC, random_0, true, RIGHT, 18698, 1.0, 1.0, 1.0, 1.0
16,2020-02-24 05:23:23am, DYNAMIC, random_0, true, RIGHT, 3498, 1.0, 1.0, 1.0, 1.0
17,2020-02-24 05:23:26am, DYNAMIC, random_0, true, RIGHT, 3229, 0.0, 1.0, 0.0, 1.0
18,2020-02-24 05:23:29am, DYNAMIC, random_0, false, LEFT, 3308, 1.0, 0.0, 0.0, 1.0
19,2020-02-24 05:23:32am, DYNAMIC, random_0, false, LEFT, 3194, 0.0, 0.0, 0.0, 0.0
20,2020-02-24 05:23:36am, DYNAMIC, random_0, false, LEFT, 3409, 0.0, 0.0, 0.0, 0.0
21,2020-02-24 05:23:39am, DYNAMIC, random_0, true, RIGHT, 2824, 0.0, 0.0, 0.0, 0.0
22,2020-02-24 05:23:42am, DYNAMIC, random_0, true, RIGHT, 3094, 1.0, 0.0, 1.0, 0.0
23,2020-02-24 05:23:45am, DYNAMIC, random_0, true, RIGHT, 3105, 1.0, 0.0, 1.0, 0.0
24,2020-02-24 05:23:48am, DYNAMIC, random_0, true, RIGHT, 3105, 1.0, 0.0, 1.0, 0.0
25,2020-02-24 05:23:52am, DYNAMIC, random_0, true, RIGHT, 3781, 1.0, 0.0, 1.0, 0.0
26,2020-02-24 05:23:55am, DYNAMIC, random_0, true, RIGHT, 3014, 1.0, 0.0, 1.0, 0.0
27,2020-02-24 05:23:58am, DYNAMIC, random_0, true, RIGHT, 3004, 1.0, 1.0, 1.0, 1.0
28,2020-02-24 05:24:02am, DYNAMIC, random_0, true, RIGHT, 4354, 1.0, 1.0, 1.0, 1.0
29,2020-02-24 05:24:07am, DYNAMIC, random_0, true, RIGHT, 4837, 1.0, 1.0, 1.0, 1.0
30,2020-02-24 05:24:11am, DYNAMIC, random_0, true, RIGHT, 3712, 0.0, 1.0, 0.0, 1.0
31,2020-02-24 05:24:25am, DYNAMIC, random_0, true, RIGHT, 14728, 0.0, 1.0, 0.0, 1.0
32,2020-02-24 05:24:28am, DYNAMIC, random_0, false, LEFT, 2970, 1.0, 0.0, 0.0, 1.0
33,2020-02-24 05:24:33am, DYNAMIC, random_0, false, LEFT, 4230, 0.0, 0.0, 0.0, 0.0
34,2020-02-24 05:24:36am, DYNAMIC, random_0, true, RIGHT, 3667, 0.0, 0.0, 0.0, 0.0
35,2020-02-24 05:24:39am, DYNAMIC, random_0, true, RIGHT, 3015, 1.0, 0.0, 1.0, 0.0
36,2020-02-24 05:24:43am, DYNAMIC, random_0, true, RIGHT, 3217, 1.0, 0.0, 1.0, 0.0
37,2020-02-24 05:24:48am, DYNAMIC, random_0, true, RIGHT, 5130, 0.0, 0.0, 0.0, 0.0
38,2020-02-24 05:25:04am, DYNAMIC, random_0, false, LEFT, 16752, 0.0, 0.0, 0.0, 0.0
39,2020-02-24 05:25:08am, DYNAMIC, random_0, false, LEFT, 3533, 0.0, 0.0, 0.0, 0.0
40,2020-02-24 05:25:11am, DYNAMIC, random_0, true, RIGHT, 2890, 0.0, 0.0, 0.0, 0.0
41,2020-02-24 05:25:14am, DYNAMIC, random_0, true, RIGHT, 3106, 0.0, 0.0, 0.0, 0.0
42,2020-02-24 05:25:17am, DYNAMIC, random_0, true, RIGHT, 2858, 0.0, 0.0, 0.0, 0.0
43,2020-02-24 05:25:20am, DYNAMIC, random_0, false, LEFT, 2835, 0.0, 0.0, 0.0, 0.0
44,2020-02-24 05:25:23am, DYNAMIC, random_0, false, LEFT, 2992, 0.0, 0.0, 0.0, 0.0
45,2020-02-24 05:25:25am, DYNAMIC, random_0, true, RIGHT, 2880, 0.0, 0.0, 0.0, 0.0
46,2020-02-24 05:25:29am, DYNAMIC, random_0, true, RIGHT, 3150, 0.0, 0.0, 0.0, 0.0
47,2020-02-24 05:25:31am, DYNAMIC, random_0, true, RIGHT, 2970, 0.0, 0.0, 0.0, 0.0
48,2020-02-24 05:25:34am, DYNAMIC, random_0, true, RIGHT, 2802, 0.0, 0.0, 0.0, 0.0
49,2020-02-24 05:25:37am, DYNAMIC, random_0, true, RIGHT, 2936, 0.0, 0.0, 0.0, 0.0
50,2020-02-24 05:25:40am, DYNAMIC, random_0, false, LEFT, 2880, 0.0, 0.0, 0.0, 0.0
51,2020-02-24 05:25:43am, DYNAMIC, random_0, true, RIGHT, 2812, 0.0, 0.0, 0.0, 0.0
52,2020-02-24 05:25:46am, DYNAMIC, random_0, true, RIGHT, 2813, 0.0, 0.0, 0.0, 0.0
53,2020-02-24 05:25:49am, DYNAMIC, random_0, true, RIGHT, 2801, 0.0, 0.0, 0.0, 0.0
54,2020-02-24 05:25:51am, DYNAMIC, random_0, true, RIGHT, 2700, 0.0, 0.0, 0.0, 0.0
55,2020-02-24 05:25:54am, DYNAMIC, random_0, false, LEFT, 2767, 0.0, 0.0, 0.0, 0.0
56,2020-02-24 05:25:57am, DYNAMIC, random_0, false, LEFT, 2937, 0.0, 0.0, 0.0, 0.0
57,2020-02-24 05:26:00am, DYNAMIC, random_0, false, LEFT, 3240, 0.0, 0.0, 0.0, 0.0
58,2020-02-24 05:26:03am, DYNAMIC, random_0, false, LEFT, 2947, 0.0, 0.0, 0.0, 0.0
59,2020-02-24 05:26:06am, DYNAMIC, random_0, false, LEFT, 3060, 0.0, 0.0, 0.0, 0.0
60,2020-02-24 05:26:09am, DYNAMIC, random_0, false, LEFT, 2847, 0.0, 0.0, 0.0, 0.0
61,2020-02-24 05:26:13am, DYNAMIC, random_0, false, LEFT, 4241, 0.0, 0.0, 0.0, 0.0
62,2020-02-24 05:26:16am, DYNAMIC, random_0, true, RIGHT, 3116, 0.0, 0.0, 0.0, 0.0
63,2020-02-24 05:26:19am, DYNAMIC, random_0, true, RIGHT, 3094, 0.0, 0.0, 0.0, 0.0
64,2020-02-24 05:26:23am, DYNAMIC, random_0, true, RIGHT, 3218, 0.0, 1.0, 0.0, 1.0
65,2020-02-24 05:26:26am, DYNAMIC, random_0, true, RIGHT, 2969, 0.0, 0.0, 0.0, 0.0
66,2020-02-24 05:26:28am, DYNAMIC, random_0, true, RIGHT, 2711, 0.0, 0.0, 0.0, 0.0
67,2020-02-24 05:26:31am, DYNAMIC, random_0, true, RIGHT, 3015, 0.0, 0.0, 0.0, 0.0
68,2020-02-24 05:26:34am, DYNAMIC, random_0, true, RIGHT, 2813, 0.0, 0.0, 0.0, 0.0
69,2020-02-24 05:26:37am, DYNAMIC, random_0, true, RIGHT, 2711, 0.0, 0.0, 0.0, 0.0
70,2020-02-24 05:26:40am, DYNAMIC, random_0, true, RIGHT, 2824, 0.0, 0.0, 0.0, 0.0
71,2020-02-24 05:26:43am, DYNAMIC, random_0, true, RIGHT, 2779, 0.0, 0.0, 0.0, 0.0
72,2020-02-24 05:26:46am, DYNAMIC, random_0, true, RIGHT, 2993, 0.0, 0.0, 0.0, 0.0
73,2020-02-24 05:26:49am, DYNAMIC, random_0, true, RIGHT, 3003, 0.0, 0.0, 0.0, 0.0
74,2020-02-24 05:26:51am, DYNAMIC, random_0, true, RIGHT, 2746, 0.0, 0.0, 0.0, 0.0
75,2020-02-24 05:26:54am, DYNAMIC, random_0, true, RIGHT, 3004, 0.0, 0.0, 0.0, 0.0
76,2020-02-24 05:26:57am, DYNAMIC, random_0, true, RIGHT, 2924, 0.0, 0.0, 0.0, 0.0
77,2020-02-24 05:27:00am, DYNAMIC, random_0, true, RIGHT, 3105, 0.0, 0.0, 0.0, 0.0
78,2020-02-24 05:27:04am, DYNAMIC, random_0, false, LEFT, 3668, 0.0, 0.0, 0.0, 0.0
