trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:26:09am, DYNAMIC, random_0, false, LEFT, 2057, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:26:19am, DYNAMIC, random_0, true, RIGHT, 9536, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:26:22am, DYNAMIC, random_0, true, RIGHT, 4128, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:26:26am, DYNAMIC, random_0, true, RIGHT, 3287, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:26:29am, DYNAMIC, random_0, true, RIGHT, 2913, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:26:32am, DYNAMIC, random_0, true, RIGHT, 3048, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:26:35am, DYNAMIC, random_0, true, RIGHT, 3071, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 05:26:39am, DYNAMIC, random_0, false, LEFT, 3801, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:26:42am, DYNAMIC, random_0, false, LEFT, 3103, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:26:45am, DYNAMIC, random_0, true, RIGHT, 3248, 0.0, 0.0, 0.0, 0.0
10,2020-02-24 05:26:48am, DYNAMIC, random_0, true, RIGHT, 2976, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 05:26:52am, DYNAMIC, random_0, true, RIGHT, 3680, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 05:26:54am, DYNAMIC, random_0, false, LEFT, 2664, 0.0, 1.0, 1.0, 0.0
13,2020-02-24 05:26:57am, DYNAMIC, random_0, false, LEFT, 2616, 0.0, 0.0, 0.0, 0.0
14,2020-02-24 05:26:59am, DYNAMIC, random_0, false, LEFT, 2520, 0.0, 0.0, 0.0, 0.0
15,2020-02-24 05:27:02am, DYNAMIC, random_0, false, LEFT, 2696, 0.0, 0.0, 0.0, 0.0
16,2020-02-24 05:27:05am, DYNAMIC, random_0, true, RIGHT, 3048, 0.0, 0.0, 0.0, 0.0
17,2020-02-24 05:27:08am, DYNAMIC, random_0, true, RIGHT, 3216, 0.0, 0.0, 0.0, 0.0
18,2020-02-24 05:27:11am, DYNAMIC, random_0, true, RIGHT, 2544, 1.0, 0.0, 1.0, 0.0
19,2020-02-24 05:27:13am, DYNAMIC, random_0, true, RIGHT, 2608, 1.0, 0.0, 1.0, 0.0
20,2020-02-24 05:27:16am, DYNAMIC, random_0, true, RIGHT, 2552, 1.0, 1.0, 1.0, 1.0
21,2020-02-24 05:27:19am, DYNAMIC, random_0, true, RIGHT, 2848, 1.0, 1.0, 1.0, 1.0
22,2020-02-24 05:27:22am, DYNAMIC, random_0, true, RIGHT, 2712, 1.0, 1.0, 1.0, 1.0
23,2020-02-24 05:27:24am, DYNAMIC, random_0, true, RIGHT, 2592, 1.0, 1.0, 1.0, 1.0
24,2020-02-24 05:27:27am, DYNAMIC, random_0, true, RIGHT, 2592, 1.0, 1.0, 1.0, 1.0
25,2020-02-24 05:27:29am, DYNAMIC, random_0, true, RIGHT, 2584, 1.0, 1.0, 1.0, 1.0
26,2020-02-24 05:27:32am, DYNAMIC, random_0, true, RIGHT, 2656, 0.0, 1.0, 0.0, 1.0
27,2020-02-24 05:27:35am, DYNAMIC, random_0, true, RIGHT, 2561, 0.0, 1.0, 0.0, 1.0
28,2020-02-24 05:27:38am, DYNAMIC, random_0, false, LEFT, 2927, 1.0, 1.0, 1.0, 1.0
29,2020-02-24 05:27:40am, DYNAMIC, random_0, false, LEFT, 2688, 0.0, 0.0, 0.0, 0.0
30,2020-02-24 05:27:43am, DYNAMIC, random_0, false, LEFT, 2449, 0.0, 0.0, 0.0, 0.0
31,2020-02-24 05:27:45am, DYNAMIC, random_0, false, LEFT, 2480, 0.0, 0.0, 0.0, 0.0
32,2020-02-24 05:27:48am, DYNAMIC, random_0, true, RIGHT, 2728, 0.0, 0.0, 0.0, 0.0
33,2020-02-24 05:27:51am, DYNAMIC, random_0, true, RIGHT, 2792, 1.0, 0.0, 1.0, 0.0
34,2020-02-24 05:27:53am, DYNAMIC, random_0, true, RIGHT, 2712, 1.0, 0.0, 1.0, 0.0
35,2020-02-24 05:27:56am, DYNAMIC, random_0, true, RIGHT, 2544, 1.0, 0.0, 1.0, 0.0
36,2020-02-24 05:27:59am, DYNAMIC, random_0, true, RIGHT, 2752, 1.0, 0.0, 1.0, 0.0
37,2020-02-24 05:28:01am, DYNAMIC, random_0, true, RIGHT, 2552, 1.0, 1.0, 1.0, 1.0
38,2020-02-24 05:28:04am, DYNAMIC, random_0, true, RIGHT, 2528, 1.0, 1.0, 1.0, 1.0
39,2020-02-24 05:28:06am, DYNAMIC, random_0, true, RIGHT, 2552, 1.0, 1.0, 1.0, 1.0
40,2020-02-24 05:28:09am, DYNAMIC, random_0, true, RIGHT, 2864, 1.0, 1.0, 1.0, 1.0
41,2020-02-24 05:28:12am, DYNAMIC, random_0, true, RIGHT, 2504, 1.0, 1.0, 1.0, 1.0
42,2020-02-24 05:28:14am, DYNAMIC, random_0, true, RIGHT, 2615, 0.0, 1.0, 0.0, 1.0
43,2020-02-24 05:28:17am, DYNAMIC, random_0, true, RIGHT, 2657, 0.0, 1.0, 0.0, 1.0
44,2020-02-24 05:28:19am, DYNAMIC, random_0, true, RIGHT, 2448, 0.0, 1.0, 0.0, 1.0
45,2020-02-24 05:28:22am, DYNAMIC, random_0, true, RIGHT, 2680, 0.0, 1.0, 0.0, 1.0
46,2020-02-24 05:28:26am, DYNAMIC, random_0, false, LEFT, 3360, 1.0, 0.0, 0.0, 1.0
47,2020-02-24 05:28:28am, DYNAMIC, random_0, false, LEFT, 3016, 0.0, 0.0, 0.0, 0.0
48,2020-02-24 05:28:31am, DYNAMIC, random_0, true, RIGHT, 2552, 0.0, 0.0, 0.0, 0.0
49,2020-02-24 05:28:34am, DYNAMIC, random_0, true, RIGHT, 2552, 0.0, 0.0, 0.0, 0.0
