trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 06:32:13am, DYNAMIC, random_0, true, RIGHT, 10483, 1.0, 0.0, 1.0, 0.0
1,2020-02-24 06:32:18am, DYNAMIC, random_0, false, LEFT, 5591, 0.0, 1.0, 1.0, 0.0
2,2020-02-24 06:32:22am, DYNAMIC, random_0, true, RIGHT, 3431, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 06:32:25am, DYNAMIC, random_0, true, RIGHT, 3592, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 06:32:29am, DYNAMIC, random_0, true, RIGHT, 3218, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 06:32:32am, DYNAMIC, random_0, true, RIGHT, 3694, 0.0, 0.0, 0.0, 0.0
6,2020-02-24 06:32:35am, DYNAMIC, random_0, false, LEFT, 3009, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 06:32:38am, DYNAMIC, random_0, true, RIGHT, 3518, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 06:32:42am, DYNAMIC, random_0, true, RIGHT, 3212, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 06:32:45am, DYNAMIC, random_0, false, LEFT, 3333, 0.0, 0.0, 0.0, 0.0
10,2020-02-24 06:32:49am, DYNAMIC, random_0, false, LEFT, 3959, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 06:32:53am, DYNAMIC, random_0, true, RIGHT, 4195, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 06:33:01am, DYNAMIC, random_0, false, LEFT, 7749, 0.0, 0.0, 0.0, 0.0
13,2020-02-24 06:33:05am, DYNAMIC, random_0, true, RIGHT, 3504, 0.0, 0.0, 0.0, 0.0
14,2020-02-24 06:33:08am, DYNAMIC, random_0, false, LEFT, 3481, 0.0, 0.0, 0.0, 0.0
15,2020-02-24 06:33:12am, DYNAMIC, random_0, false, LEFT, 3800, 0.0, 0.0, 0.0, 0.0
16,2020-02-24 06:33:15am, DYNAMIC, random_0, false, LEFT, 3016, 0.0, 0.0, 0.0, 0.0
17,2020-02-24 06:33:18am, DYNAMIC, random_0, true, RIGHT, 3393, 0.0, 0.0, 0.0, 0.0
18,2020-02-24 06:33:22am, DYNAMIC, random_0, true, RIGHT, 3431, 0.0, 0.0, 0.0, 0.0
19,2020-02-24 06:33:26am, DYNAMIC, random_0, true, RIGHT, 4552, 1.0, 0.0, 1.0, 0.0
20,2020-02-24 06:33:34am, DYNAMIC, random_0, true, RIGHT, 4081, 1.0, 0.0, 1.0, 0.0
21,2020-02-24 06:33:39am, DYNAMIC, random_0, true, RIGHT, 8802, 1.0, 0.0, 1.0, 0.0
22,2020-02-24 06:33:43am, DYNAMIC, random_0, true, RIGHT, 4077, 1.0, 0.0, 1.0, 0.0
23,2020-02-24 06:33:47am, DYNAMIC, random_0, true, RIGHT, 3811, 1.0, 0.0, 1.0, 0.0
24,2020-02-24 06:33:51am, DYNAMIC, random_0, true, RIGHT, 3997, 1.0, 0.0, 1.0, 0.0
25,2020-02-24 06:33:54am, DYNAMIC, random_0, true, RIGHT, 3705, 1.0, 1.0, 1.0, 1.0
26,2020-02-24 06:33:58am, DYNAMIC, random_0, true, RIGHT, 3043, 1.0, 1.0, 1.0, 1.0
27,2020-02-24 06:34:05am, DYNAMIC, random_0, true, RIGHT, 3619, 1.0, 1.0, 1.0, 1.0
28,2020-02-24 06:34:09am, DYNAMIC, random_0, true, RIGHT, 7217, 1.0, 1.0, 1.0, 1.0
29,2020-02-24 06:34:12am, DYNAMIC, random_0, true, RIGHT, 3375, 0.0, 1.0, 0.0, 1.0
30,2020-02-24 06:34:18am, DYNAMIC, random_0, false, LEFT, 5898, 1.0, 1.0, 1.0, 1.0
31,2020-02-24 06:34:24am, DYNAMIC, random_0, false, LEFT, 6332, 0.0, 0.0, 0.0, 0.0
32,2020-02-24 06:34:30am, DYNAMIC, random_0, true, RIGHT, 4850, 0.0, 0.0, 0.0, 0.0
33,2020-02-24 06:34:33am, DYNAMIC, random_0, false, LEFT, 4226, 0.0, 1.0, 1.0, 0.0
34,2020-02-24 06:34:37am, DYNAMIC, random_0, false, LEFT, 3351, 0.0, 0.0, 0.0, 0.0
35,2020-02-24 06:34:40am, DYNAMIC, random_0, true, RIGHT, 3844, 0.0, 0.0, 0.0, 0.0
36,2020-02-24 06:34:45am, DYNAMIC, random_0, false, LEFT, 4197, 0.0, 0.0, 0.0, 0.0
37,2020-02-24 06:34:48am, DYNAMIC, random_0, true, RIGHT, 3392, 0.0, 0.0, 0.0, 0.0
38,2020-02-24 06:34:51am, DYNAMIC, random_0, false, LEFT, 2896, 0.0, 1.0, 1.0, 0.0
39,2020-02-24 06:34:54am, DYNAMIC, random_0, true, RIGHT, 3385, 1.0, 0.0, 1.0, 0.0
40,2020-02-24 06:34:57am, DYNAMIC, random_0, true, RIGHT, 2936, 1.0, 0.0, 1.0, 0.0
41,2020-02-24 06:35:00am, DYNAMIC, random_0, true, RIGHT, 3434, 1.0, 1.0, 1.0, 1.0
42,2020-02-24 06:35:05am, DYNAMIC, random_0, true, RIGHT, 4333, 1.0, 1.0, 1.0, 1.0
43,2020-02-24 06:35:09am, DYNAMIC, random_0, true, RIGHT, 4071, 1.0, 1.0, 1.0, 1.0
44,2020-02-24 06:35:12am, DYNAMIC, random_0, true, RIGHT, 3054, 1.0, 1.0, 1.0, 1.0
45,2020-02-24 06:35:15am, DYNAMIC, random_0, true, RIGHT, 3442, 1.0, 1.0, 1.0, 1.0
46,2020-02-24 06:35:19am, DYNAMIC, random_0, true, RIGHT, 3121, 0.0, 1.0, 0.0, 1.0
47,2020-02-24 06:35:22am, DYNAMIC, random_0, true, RIGHT, 3232, 0.0, 0.0, 0.0, 0.0
48,2020-02-24 06:35:25am, DYNAMIC, random_0, true, RIGHT, 2985, 0.0, 0.0, 0.0, 0.0
49,2020-02-24 06:35:29am, DYNAMIC, random_0, false, LEFT, 3953, 0.0, 0.0, 0.0, 0.0
50,2020-02-24 06:35:32am, DYNAMIC, random_0, true, RIGHT, 2995, 0.0, 0.0, 0.0, 0.0
51,2020-02-24 06:35:35am, DYNAMIC, random_0, true, RIGHT, 3799, 0.0, 0.0, 0.0, 0.0
52,2020-02-24 06:35:39am, DYNAMIC, random_0, false, LEFT, 3113, 0.0, 0.0, 0.0, 0.0
