trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:21:27am, DYNAMIC, random_0, false, LEFT, 7666, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:21:35am, DYNAMIC, random_0, true, RIGHT, 8340, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:21:39am, DYNAMIC, random_0, true, RIGHT, 3814, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:21:43am, DYNAMIC, random_0, true, RIGHT, 3238, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:21:46am, DYNAMIC, random_0, true, RIGHT, 3795, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:21:51am, DYNAMIC, random_0, true, RIGHT, 4880, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:21:54am, DYNAMIC, random_0, true, RIGHT, 2975, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 05:21:57am, DYNAMIC, random_0, false, LEFT, 2862, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:22:00am, DYNAMIC, random_0, true, RIGHT, 3203, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:22:05am, DYNAMIC, random_0, true, RIGHT, 4593, 0.0, 0.0, 0.0, 0.0
10,2020-02-24 05:22:08am, DYNAMIC, random_0, true, RIGHT, 3861, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 05:22:12am, DYNAMIC, random_0, false, LEFT, 3266, 0.0, 1.0, 1.0, 0.0
12,2020-02-24 05:22:15am, DYNAMIC, random_0, false, LEFT, 2828, 0.0, 0.0, 0.0, 0.0
13,2020-02-24 05:22:18am, DYNAMIC, random_0, true, RIGHT, 3765, 0.0, 0.0, 0.0, 0.0
14,2020-02-24 05:22:24am, DYNAMIC, random_0, true, RIGHT, 5623, 0.0, 0.0, 0.0, 0.0
15,2020-02-24 05:22:27am, DYNAMIC, random_0, true, RIGHT, 2964, 0.0, 0.0, 0.0, 0.0
16,2020-02-24 05:22:30am, DYNAMIC, random_0, true, RIGHT, 3123, 1.0, 0.0, 1.0, 0.0
17,2020-02-24 05:22:34am, DYNAMIC, random_0, true, RIGHT, 4312, 1.0, 0.0, 1.0, 0.0
18,2020-02-24 05:22:38am, DYNAMIC, random_0, true, RIGHT, 3904, 1.0, 0.0, 1.0, 0.0
19,2020-02-24 05:22:41am, DYNAMIC, random_0, true, RIGHT, 3184, 1.0, 1.0, 1.0, 1.0
20,2020-02-24 05:22:45am, DYNAMIC, random_0, true, RIGHT, 3236, 1.0, 1.0, 1.0, 1.0
21,2020-02-24 05:22:48am, DYNAMIC, random_0, true, RIGHT, 3608, 1.0, 1.0, 1.0, 1.0
22,2020-02-24 05:22:51am, DYNAMIC, random_0, true, RIGHT, 3141, 1.0, 1.0, 1.0, 1.0
23,2020-02-24 05:22:54am, DYNAMIC, random_0, true, RIGHT, 3114, 1.0, 1.0, 1.0, 1.0
24,2020-02-24 05:22:58am, DYNAMIC, random_0, true, RIGHT, 3213, 0.0, 1.0, 0.0, 1.0
25,2020-02-24 05:23:01am, DYNAMIC, random_0, true, RIGHT, 3107, 1.0, 1.0, 1.0, 1.0
26,2020-02-24 05:23:05am, DYNAMIC, random_0, true, RIGHT, 3706, 0.0, 1.0, 0.0, 1.0
27,2020-02-24 05:23:08am, DYNAMIC, random_0, false, LEFT, 3437, 1.0, 0.0, 0.0, 1.0
28,2020-02-24 05:23:12am, DYNAMIC, random_0, false, LEFT, 3564, 0.0, 0.0, 0.0, 0.0
29,2020-02-24 05:23:15am, DYNAMIC, random_0, true, RIGHT, 3014, 0.0, 0.0, 0.0, 0.0
30,2020-02-24 05:23:18am, DYNAMIC, random_0, true, RIGHT, 3385, 1.0, 0.0, 1.0, 0.0
31,2020-02-24 05:23:21am, DYNAMIC, random_0, true, RIGHT, 3474, 1.0, 0.0, 1.0, 0.0
32,2020-02-24 05:23:24am, DYNAMIC, random_0, true, RIGHT, 2969, 1.0, 0.0, 1.0, 0.0
33,2020-02-24 05:23:28am, DYNAMIC, random_0, true, RIGHT, 3703, 1.0, 1.0, 1.0, 1.0
34,2020-02-24 05:23:31am, DYNAMIC, random_0, true, RIGHT, 3162, 1.0, 1.0, 1.0, 1.0
35,2020-02-24 05:23:35am, DYNAMIC, random_0, true, RIGHT, 3620, 1.0, 1.0, 1.0, 1.0
36,2020-02-24 05:23:38am, DYNAMIC, random_0, true, RIGHT, 2889, 1.0, 1.0, 1.0, 1.0
37,2020-02-24 05:23:41am, DYNAMIC, random_0, true, RIGHT, 2797, 1.0, 1.0, 1.0, 1.0
38,2020-02-24 05:23:44am, DYNAMIC, random_0, true, RIGHT, 3172, 0.0, 1.0, 0.0, 1.0
39,2020-02-24 05:23:47am, DYNAMIC, random_0, true, RIGHT, 3017, 0.0, 1.0, 0.0, 1.0
40,2020-02-24 05:23:50am, DYNAMIC, random_0, false, LEFT, 2999, 1.0, 0.0, 0.0, 1.0
41,2020-02-24 05:23:53am, DYNAMIC, random_0, false, LEFT, 3172, 0.0, 0.0, 0.0, 0.0
42,2020-02-24 05:23:56am, DYNAMIC, random_0, true, RIGHT, 2940, 0.0, 0.0, 0.0, 0.0
43,2020-02-24 05:23:59am, DYNAMIC, random_0, true, RIGHT, 3045, 1.0, 0.0, 1.0, 0.0
