trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:28:50am, DYNAMIC, random_0, true, LEFT, 3078, 1.0, 0.0, 1.0, 0.0
1,2020-02-24 05:28:53am, DYNAMIC, random_0, true, LEFT, 3342, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:28:55am, DYNAMIC, random_0, true, LEFT, 2440, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:28:57am, DYNAMIC, random_0, true, LEFT, 2344, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:29:00am, DYNAMIC, random_0, true, LEFT, 2180, 1.0, 1.0, 1.0, 1.0
5,2020-02-24 05:29:02am, DYNAMIC, random_0, true, LEFT, 2376, 1.0, 1.0, 1.0, 1.0
6,2020-02-24 05:29:04am, DYNAMIC, random_0, true, LEFT, 2246, 1.0, 1.0, 1.0, 1.0
7,2020-02-24 05:29:06am, DYNAMIC, random_0, true, LEFT, 2304, 1.0, 1.0, 1.0, 1.0
8,2020-02-24 05:29:09am, DYNAMIC, random_0, true, LEFT, 2278, 1.0, 1.0, 1.0, 1.0
9,2020-02-24 05:29:11am, DYNAMIC, random_0, true, LEFT, 2218, 0.0, 1.0, 0.0, 1.0
10,2020-02-24 05:29:14am, DYNAMIC, random_0, true, LEFT, 2478, 0.0, 1.0, 0.0, 1.0
11,2020-02-24 05:29:16am, DYNAMIC, random_0, true, LEFT, 2524, 1.0, 1.0, 1.0, 1.0
12,2020-02-24 05:29:18am, DYNAMIC, random_0, true, LEFT, 2374, 0.0, 1.0, 0.0, 1.0
13,2020-02-24 05:29:20am, DYNAMIC, random_0, true, LEFT, 2132, 1.0, 1.0, 1.0, 1.0
14,2020-02-24 05:29:23am, DYNAMIC, random_0, true, LEFT, 2638, 0.0, 1.0, 0.0, 1.0
15,2020-02-24 05:29:25am, DYNAMIC, random_0, true, LEFT, 2214, 0.0, 1.0, 0.0, 1.0
16,2020-02-24 05:29:28am, DYNAMIC, random_0, true, LEFT, 2476, 0.0, 1.0, 0.0, 1.0
