trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:20:31am, DYNAMIC, random_0, false, LEFT, 58028, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:20:35am, DYNAMIC, random_0, true, RIGHT, 4397, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:20:39am, DYNAMIC, random_0, false, LEFT, 4088, 0.0, 1.0, 1.0, 0.0
3,2020-02-24 05:20:43am, DYNAMIC, random_0, true, RIGHT, 3791, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:20:47am, DYNAMIC, random_0, true, RIGHT, 3881, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:20:52am, DYNAMIC, random_0, true, RIGHT, 4624, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:20:57am, DYNAMIC, random_0, true, RIGHT, 5615, 1.0, 0.0, 1.0, 0.0
7,2020-02-24 05:21:01am, DYNAMIC, random_0, true, RIGHT, 3881, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:21:05am, DYNAMIC, random_0, true, RIGHT, 4080, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:21:12am, DYNAMIC, random_0, true, RIGHT, 7199, 0.0, 0.0, 0.0, 0.0
10,2020-02-24 05:21:20am, DYNAMIC, random_0, true, RIGHT, 7265, 1.0, 0.0, 1.0, 0.0
11,2020-02-24 05:21:24am, DYNAMIC, random_0, true, RIGHT, 4079, 1.0, 0.0, 1.0, 0.0
12,2020-02-24 05:21:28am, DYNAMIC, random_0, true, RIGHT, 3889, 1.0, 0.0, 1.0, 0.0
13,2020-02-24 05:21:32am, DYNAMIC, random_0, true, RIGHT, 4104, 1.0, 0.0, 1.0, 0.0
14,2020-02-24 05:21:35am, DYNAMIC, random_0, true, RIGHT, 3401, 1.0, 1.0, 1.0, 1.0
15,2020-02-24 05:21:39am, DYNAMIC, random_0, true, RIGHT, 4199, 1.0, 1.0, 1.0, 1.0
16,2020-02-24 05:21:43am, DYNAMIC, random_0, true, RIGHT, 4112, 1.0, 1.0, 1.0, 1.0
17,2020-02-24 05:21:47am, DYNAMIC, random_0, true, RIGHT, 3719, 1.0, 1.0, 1.0, 1.0
18,2020-02-24 05:21:51am, DYNAMIC, random_0, true, RIGHT, 3841, 0.0, 1.0, 0.0, 1.0
19,2020-02-24 05:21:56am, DYNAMIC, random_0, true, RIGHT, 4864, 1.0, 1.0, 1.0, 1.0
20,2020-02-24 05:21:59am, DYNAMIC, random_0, true, RIGHT, 3648, 0.0, 1.0, 0.0, 1.0
21,2020-02-24 05:22:03am, DYNAMIC, random_0, true, RIGHT, 3919, 0.0, 1.0, 0.0, 1.0
22,2020-02-24 05:22:07am, DYNAMIC, random_0, true, RIGHT, 3960, 1.0, 1.0, 1.0, 1.0
