trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:19:21am, DYNAMIC, random_0, false, LEFT, 4900, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:19:28am, DYNAMIC, random_0, true, RIGHT, 7922, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:20:06am, DYNAMIC, random_0, true, RIGHT, 37903, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:20:17am, DYNAMIC, random_0, false, LEFT, 10280, 0.0, 1.0, 1.0, 0.0
4,2020-02-24 05:20:21am, DYNAMIC, random_0, false, LEFT, 4639, 0.0, 0.0, 0.0, 0.0
5,2020-02-24 05:20:31am, DYNAMIC, random_0, true, RIGHT, 9542, 0.0, 0.0, 0.0, 0.0
6,2020-02-24 05:20:36am, DYNAMIC, random_0, false, LEFT, 4841, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 05:20:40am, DYNAMIC, random_0, true, RIGHT, 4712, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:20:45am, DYNAMIC, random_0, true, RIGHT, 4228, 1.0, 0.0, 1.0, 0.0
9,2020-02-24 05:20:50am, DYNAMIC, random_0, true, RIGHT, 5427, 1.0, 0.0, 1.0, 0.0
10,2020-02-24 05:20:57am, DYNAMIC, random_0, false, LEFT, 7272, 0.0, 1.0, 1.0, 0.0
11,2020-02-24 05:21:02am, DYNAMIC, random_0, false, LEFT, 4681, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 05:21:06am, DYNAMIC, random_0, true, RIGHT, 4040, 0.0, 0.0, 0.0, 0.0
13,2020-02-24 05:21:10am, DYNAMIC, random_0, true, RIGHT, 3935, 0.0, 0.0, 0.0, 0.0
14,2020-02-24 05:21:15am, DYNAMIC, random_0, true, RIGHT, 4855, 0.0, 0.0, 0.0, 0.0
15,2020-02-24 05:21:19am, DYNAMIC, random_0, false, LEFT, 4329, 0.0, 0.0, 0.0, 0.0
16,2020-02-24 05:21:24am, DYNAMIC, random_0, false, LEFT, 5250, 0.0, 0.0, 0.0, 0.0
17,2020-02-24 05:21:28am, DYNAMIC, random_0, true, RIGHT, 4095, 0.0, 0.0, 0.0, 0.0
18,2020-02-24 05:21:33am, DYNAMIC, random_0, true, RIGHT, 4481, 0.0, 0.0, 0.0, 0.0
19,2020-02-24 05:21:37am, DYNAMIC, random_0, true, RIGHT, 3779, 0.0, 0.0, 0.0, 0.0
20,2020-02-24 05:21:41am, DYNAMIC, random_0, true, RIGHT, 4126, 1.0, 0.0, 1.0, 0.0
21,2020-02-24 05:21:45am, DYNAMIC, random_0, true, RIGHT, 3808, 1.0, 0.0, 1.0, 0.0
22,2020-02-24 05:21:49am, DYNAMIC, random_0, true, RIGHT, 4066, 1.0, 0.0, 1.0, 0.0
23,2020-02-24 05:21:53am, DYNAMIC, random_0, true, RIGHT, 3883, 1.0, 0.0, 1.0, 0.0
24,2020-02-24 05:21:57am, DYNAMIC, random_0, true, RIGHT, 4121, 1.0, 0.0, 1.0, 0.0
25,2020-02-24 05:22:01am, DYNAMIC, random_0, true, RIGHT, 4403, 1.0, 0.0, 1.0, 0.0
26,2020-02-24 05:22:05am, DYNAMIC, random_0, true, RIGHT, 4284, 1.0, 0.0, 1.0, 0.0
27,2020-02-24 05:22:10am, DYNAMIC, random_0, true, RIGHT, 4268, 1.0, 1.0, 1.0, 1.0
28,2020-02-24 05:22:14am, DYNAMIC, random_0, true, RIGHT, 4213, 1.0, 1.0, 1.0, 1.0
29,2020-02-24 05:22:17am, DYNAMIC, random_0, true, RIGHT, 3552, 1.0, 1.0, 1.0, 1.0
30,2020-02-24 05:22:21am, DYNAMIC, random_0, true, RIGHT, 3306, 1.0, 1.0, 1.0, 1.0
31,2020-02-24 05:22:27am, DYNAMIC, random_0, true, RIGHT, 5791, 1.0, 1.0, 1.0, 1.0
32,2020-02-24 05:22:31am, DYNAMIC, random_0, true, RIGHT, 4675, 1.0, 1.0, 1.0, 1.0
33,2020-02-24 05:22:35am, DYNAMIC, random_0, true, RIGHT, 3613, 0.0, 1.0, 0.0, 1.0
34,2020-02-24 05:22:39am, DYNAMIC, random_0, false, LEFT, 3857, 1.0, 0.0, 0.0, 1.0
35,2020-02-24 05:22:43am, DYNAMIC, random_0, false, LEFT, 4828, 0.0, 0.0, 0.0, 0.0
36,2020-02-24 05:22:48am, DYNAMIC, random_0, true, RIGHT, 4067, 0.0, 0.0, 0.0, 0.0
37,2020-02-24 05:22:51am, DYNAMIC, random_0, false, LEFT, 3787, 0.0, 1.0, 1.0, 0.0
38,2020-02-24 05:22:55am, DYNAMIC, random_0, true, RIGHT, 4042, 0.0, 0.0, 0.0, 0.0
39,2020-02-24 05:23:00am, DYNAMIC, random_0, true, RIGHT, 4320, 1.0, 0.0, 1.0, 0.0
40,2020-02-24 05:23:06am, DYNAMIC, random_0, true, RIGHT, 5868, 1.0, 0.0, 1.0, 0.0
41,2020-02-24 05:23:10am, DYNAMIC, random_0, true, RIGHT, 4636, 1.0, 1.0, 1.0, 1.0
42,2020-02-24 05:23:15am, DYNAMIC, random_0, true, RIGHT, 4505, 1.0, 1.0, 1.0, 1.0
43,2020-02-24 05:23:20am, DYNAMIC, random_0, true, RIGHT, 5087, 0.0, 1.0, 0.0, 1.0
44,2020-02-24 05:23:24am, DYNAMIC, random_0, true, RIGHT, 4367, 0.0, 0.0, 0.0, 0.0
45,2020-02-24 05:23:28am, DYNAMIC, random_0, false, LEFT, 3667, 0.0, 0.0, 0.0, 0.0
46,2020-02-24 05:23:32am, DYNAMIC, random_0, true, RIGHT, 3985, 0.0, 0.0, 0.0, 0.0
47,2020-02-24 05:23:36am, DYNAMIC, random_0, true, RIGHT, 4115, 0.0, 0.0, 0.0, 0.0
48,2020-02-24 05:23:40am, DYNAMIC, random_0, true, RIGHT, 3641, 0.0, 0.0, 0.0, 0.0
49,2020-02-24 05:23:44am, DYNAMIC, random_0, false, LEFT, 4055, 0.0, 0.0, 0.0, 0.0
50,2020-02-24 05:23:48am, DYNAMIC, random_0, false, LEFT, 3850, 0.0, 0.0, 0.0, 0.0
51,2020-02-24 05:23:52am, DYNAMIC, random_0, false, LEFT, 4289, 0.0, 0.0, 0.0, 0.0
52,2020-02-24 05:23:56am, DYNAMIC, random_0, true, RIGHT, 3915, 0.0, 0.0, 0.0, 0.0
53,2020-02-24 05:23:59am, DYNAMIC, random_0, true, RIGHT, 3693, 0.0, 0.0, 0.0, 0.0
54,2020-02-24 05:24:03am, DYNAMIC, random_0, true, RIGHT, 3767, 0.0, 0.0, 0.0, 0.0
55,2020-02-24 05:24:07am, DYNAMIC, random_0, true, RIGHT, 3648, 0.0, 0.0, 0.0, 0.0
56,2020-02-24 05:24:11am, DYNAMIC, random_0, true, RIGHT, 4153, 0.0, 0.0, 0.0, 0.0
57,2020-02-24 05:24:18am, DYNAMIC, random_0, true, RIGHT, 6766, 0.0, 0.0, 0.0, 0.0
58,2020-02-24 05:24:23am, DYNAMIC, random_0, true, RIGHT, 5705, 0.0, 0.0, 0.0, 0.0
59,2020-02-24 05:24:27am, DYNAMIC, random_0, true, RIGHT, 4047, 0.0, 0.0, 0.0, 0.0
60,2020-02-24 05:24:32am, DYNAMIC, random_0, false, LEFT, 4015, 0.0, 0.0, 0.0, 0.0
61,2020-02-24 05:24:37am, DYNAMIC, random_0, true, RIGHT, 5014, 0.0, 0.0, 0.0, 0.0
62,2020-02-24 05:24:41am, DYNAMIC, random_0, true, RIGHT, 3966, 0.0, 0.0, 0.0, 0.0
63,2020-02-24 05:24:44am, DYNAMIC, random_0, false, LEFT, 3819, 0.0, 0.0, 0.0, 0.0
64,2020-02-24 05:24:48am, DYNAMIC, random_0, true, RIGHT, 3898, 0.0, 0.0, 0.0, 0.0
65,2020-02-24 05:24:53am, DYNAMIC, random_0, false, LEFT, 4327, 0.0, 0.0, 0.0, 0.0
66,2020-02-24 05:24:57am, DYNAMIC, random_0, false, LEFT, 4145, 0.0, 0.0, 0.0, 0.0
67,2020-02-24 05:25:02am, DYNAMIC, random_0, false, LEFT, 5007, 0.0, 0.0, 0.0, 0.0
68,2020-02-24 05:25:07am, DYNAMIC, random_0, true, RIGHT, 5668, 0.0, 0.0, 0.0, 0.0
69,2020-02-24 05:25:11am, DYNAMIC, random_0, true, RIGHT, 4071, 0.0, 0.0, 0.0, 0.0
70,2020-02-24 05:25:15am, DYNAMIC, random_0, true, RIGHT, 3839, 0.0, 0.0, 0.0, 0.0
71,2020-02-24 05:25:20am, DYNAMIC, random_0, true, RIGHT, 4832, 0.0, 0.0, 0.0, 0.0
72,2020-02-24 05:25:24am, DYNAMIC, random_0, true, RIGHT, 4223, 0.0, 0.0, 0.0, 0.0
73,2020-02-24 05:25:29am, DYNAMIC, random_0, true, RIGHT, 4504, 0.0, 0.0, 0.0, 0.0
74,2020-02-24 05:25:33am, DYNAMIC, random_0, true, RIGHT, 4465, 0.0, 0.0, 0.0, 0.0
75,2020-02-24 05:25:37am, DYNAMIC, random_0, true, RIGHT, 4103, 0.0, 0.0, 0.0, 0.0
76,2020-02-24 05:25:42am, DYNAMIC, random_0, true, RIGHT, 4381, 0.0, 0.0, 0.0, 0.0
77,2020-02-24 05:25:47am, DYNAMIC, random_0, true, RIGHT, 5611, 0.0, 0.0, 0.0, 0.0
78,2020-02-24 05:25:51am, DYNAMIC, random_0, true, RIGHT, 3905, 0.0, 0.0, 0.0, 0.0
79,2020-02-24 05:25:55am, DYNAMIC, random_0, true, RIGHT, 3990, 0.0, 0.0, 0.0, 0.0
80,2020-02-24 05:26:01am, DYNAMIC, random_0, true, RIGHT, 6151, 0.0, 0.0, 0.0, 0.0
81,2020-02-24 05:26:06am, DYNAMIC, random_0, true, RIGHT, 4743, 0.0, 0.0, 0.0, 0.0
82,2020-02-24 05:26:12am, DYNAMIC, random_0, true, RIGHT, 6202, 0.0, 0.0, 0.0, 0.0
83,2020-02-24 05:26:17am, DYNAMIC, random_0, true, RIGHT, 4513, 0.0, 0.0, 0.0, 0.0
84,2020-02-24 05:26:22am, DYNAMIC, random_0, true, RIGHT, 5630, 0.0, 0.0, 0.0, 0.0
85,2020-02-24 05:26:27am, DYNAMIC, random_0, true, RIGHT, 4859, 0.0, 0.0, 0.0, 0.0
