trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:19:36am, DYNAMIC, random_0, false, LEFT, 10888, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:19:44am, DYNAMIC, random_0, true, RIGHT, 8063, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:19:49am, DYNAMIC, random_0, true, RIGHT, 4960, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:19:53am, DYNAMIC, random_0, true, RIGHT, 4347, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:19:58am, DYNAMIC, random_0, true, RIGHT, 4325, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:20:02am, DYNAMIC, random_0, true, RIGHT, 4145, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:20:09am, DYNAMIC, random_0, true, RIGHT, 4943, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 05:20:21am, DYNAMIC, random_0, true, RIGHT, 14777, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:20:25am, DYNAMIC, random_0, true, RIGHT, 4023, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:20:30am, DYNAMIC, random_0, true, RIGHT, 4320, 1.0, 0.0, 1.0, 0.0
10,2020-02-24 05:20:36am, DYNAMIC, random_0, true, RIGHT, 6319, 1.0, 0.0, 1.0, 0.0
11,2020-02-24 05:20:40am, DYNAMIC, random_0, true, RIGHT, 4393, 1.0, 1.0, 1.0, 1.0
12,2020-02-24 05:20:45am, DYNAMIC, random_0, true, RIGHT, 4222, 1.0, 1.0, 1.0, 1.0
13,2020-02-24 05:20:49am, DYNAMIC, random_0, true, RIGHT, 4386, 1.0, 1.0, 1.0, 1.0
14,2020-02-24 05:20:53am, DYNAMIC, random_0, true, RIGHT, 4338, 1.0, 1.0, 1.0, 1.0
15,2020-02-24 05:20:58am, DYNAMIC, random_0, true, RIGHT, 4479, 1.0, 1.0, 1.0, 1.0
16,2020-02-24 05:21:02am, DYNAMIC, random_0, true, RIGHT, 4274, 0.0, 1.0, 0.0, 1.0
17,2020-02-24 05:21:07am, DYNAMIC, random_0, true, RIGHT, 5245, 1.0, 1.0, 1.0, 1.0
18,2020-02-24 05:21:11am, DYNAMIC, random_0, true, RIGHT, 3567, 0.0, 1.0, 0.0, 1.0
19,2020-02-24 05:21:15am, DYNAMIC, random_0, true, RIGHT, 3603, 1.0, 1.0, 1.0, 1.0
20,2020-02-24 05:21:18am, DYNAMIC, random_0, true, RIGHT, 3892, 0.0, 1.0, 0.0, 1.0
21,2020-02-24 05:21:23am, DYNAMIC, random_0, false, LEFT, 5049, 1.0, 0.0, 0.0, 1.0
22,2020-02-24 05:21:29am, DYNAMIC, random_0, false, LEFT, 5109, 0.0, 0.0, 0.0, 0.0
23,2020-02-24 05:21:33am, DYNAMIC, random_0, false, LEFT, 4533, 0.0, 0.0, 0.0, 0.0
24,2020-02-24 05:21:38am, DYNAMIC, random_0, false, LEFT, 5307, 0.0, 0.0, 0.0, 0.0
25,2020-02-24 05:21:43am, DYNAMIC, random_0, true, RIGHT, 4129, 0.0, 0.0, 0.0, 0.0
26,2020-02-24 05:21:49am, DYNAMIC, random_0, true, RIGHT, 5966, 1.0, 0.0, 1.0, 0.0
27,2020-02-24 05:21:53am, DYNAMIC, random_0, true, RIGHT, 4472, 1.0, 0.0, 1.0, 0.0
28,2020-02-24 05:21:58am, DYNAMIC, random_0, true, RIGHT, 5373, 1.0, 0.0, 1.0, 0.0
