trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:20:10am, DYNAMIC, random_0, false, LEFT, 17431, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:20:15am, DYNAMIC, random_0, false, LEFT, 5080, 0.0, 1.0, 1.0, 0.0
2,2020-02-24 05:20:24am, DYNAMIC, random_0, false, LEFT, 9016, 0.0, 1.0, 1.0, 0.0
3,2020-02-24 05:20:32am, DYNAMIC, random_0, true, RIGHT, 8146, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:20:42am, DYNAMIC, random_0, true, RIGHT, 9655, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:20:47am, DYNAMIC, random_0, true, RIGHT, 5548, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:20:54am, DYNAMIC, random_0, true, RIGHT, 6595, 1.0, 0.0, 1.0, 0.0
7,2020-02-24 05:20:59am, DYNAMIC, random_0, true, RIGHT, 4681, 1.0, 1.0, 1.0, 1.0
8,2020-02-24 05:21:05am, DYNAMIC, random_0, true, RIGHT, 5684, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:21:09am, DYNAMIC, random_0, false, LEFT, 4556, 0.0, 1.0, 1.0, 0.0
10,2020-02-24 05:21:13am, DYNAMIC, random_0, true, RIGHT, 4161, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 05:21:18am, DYNAMIC, random_0, false, LEFT, 4939, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 05:21:22am, DYNAMIC, random_0, true, RIGHT, 3700, 0.0, 0.0, 0.0, 0.0
13,2020-02-24 05:21:26am, DYNAMIC, random_0, false, LEFT, 4165, 0.0, 0.0, 0.0, 0.0
14,2020-02-24 05:21:30am, DYNAMIC, random_0, true, RIGHT, 4073, 0.0, 0.0, 0.0, 0.0
15,2020-02-24 05:21:35am, DYNAMIC, random_0, true, RIGHT, 5340, 0.0, 0.0, 0.0, 0.0
16,2020-02-24 05:21:45am, DYNAMIC, random_0, true, RIGHT, 9253, 1.0, 0.0, 1.0, 0.0
17,2020-02-24 05:21:49am, DYNAMIC, random_0, true, RIGHT, 4724, 1.0, 0.0, 1.0, 0.0
18,2020-02-24 05:21:54am, DYNAMIC, random_0, true, RIGHT, 4937, 1.0, 0.0, 1.0, 0.0
19,2020-02-24 05:21:58am, DYNAMIC, random_0, true, RIGHT, 4244, 1.0, 0.0, 1.0, 0.0
20,2020-02-24 05:22:02am, DYNAMIC, random_0, true, RIGHT, 3407, 1.0, 1.0, 1.0, 1.0
21,2020-02-24 05:22:06am, DYNAMIC, random_0, true, RIGHT, 4289, 1.0, 1.0, 1.0, 1.0
22,2020-02-24 05:22:11am, DYNAMIC, random_0, true, RIGHT, 4485, 1.0, 1.0, 1.0, 1.0
23,2020-02-24 05:22:15am, DYNAMIC, random_0, false, LEFT, 4223, 1.0, 1.0, 1.0, 1.0
24,2020-02-24 05:22:19am, DYNAMIC, random_0, true, RIGHT, 3775, 0.0, 0.0, 0.0, 0.0
25,2020-02-24 05:22:23am, DYNAMIC, random_0, false, LEFT, 4395, 0.0, 0.0, 0.0, 0.0
26,2020-02-24 05:22:27am, DYNAMIC, random_0, true, RIGHT, 3955, 0.0, 0.0, 0.0, 0.0
27,2020-02-24 05:22:31am, DYNAMIC, random_0, true, RIGHT, 3786, 0.0, 0.0, 0.0, 0.0
28,2020-02-24 05:22:36am, DYNAMIC, random_0, false, LEFT, 4736, 0.0, 0.0, 0.0, 0.0
29,2020-02-24 05:22:39am, DYNAMIC, random_0, true, RIGHT, 4017, 0.0, 0.0, 0.0, 0.0
30,2020-02-24 05:22:44am, DYNAMIC, random_0, true, RIGHT, 4080, 0.0, 0.0, 0.0, 0.0
31,2020-02-24 05:22:49am, DYNAMIC, random_0, true, RIGHT, 5171, 0.0, 0.0, 0.0, 0.0
32,2020-02-24 05:23:08am, DYNAMIC, random_0, true, RIGHT, 18813, 1.0, 0.0, 1.0, 0.0
