trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:23:36am, DYNAMIC, random_0, false, RIGHT, 8461, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:23:42am, DYNAMIC, random_0, false, RIGHT, 6325, 0.0, 1.0, 1.0, 0.0
2,2020-02-24 05:23:46am, DYNAMIC, random_0, false, RIGHT, 4481, 0.0, 1.0, 1.0, 0.0
3,2020-02-24 05:23:50am, DYNAMIC, random_0, true, LEFT, 4122, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:23:55am, DYNAMIC, random_0, true, LEFT, 4355, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:23:59am, DYNAMIC, random_0, true, LEFT, 4011, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:24:03am, DYNAMIC, random_0, true, LEFT, 4814, 1.0, 0.0, 1.0, 0.0
7,2020-02-24 05:24:07am, DYNAMIC, random_0, true, LEFT, 3556, 1.0, 1.0, 1.0, 1.0
8,2020-02-24 05:24:11am, DYNAMIC, random_0, true, LEFT, 3279, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:24:16am, DYNAMIC, random_0, false, RIGHT, 5532, 0.0, 1.0, 1.0, 0.0
10,2020-02-24 05:24:24am, DYNAMIC, random_0, false, RIGHT, 7884, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 05:24:27am, DYNAMIC, random_0, true, LEFT, 3763, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 05:24:33am, DYNAMIC, random_0, true, LEFT, 5247, 0.0, 0.0, 0.0, 0.0
13,2020-02-24 05:24:39am, DYNAMIC, random_0, true, LEFT, 6041, 1.0, 0.0, 1.0, 0.0
14,2020-02-24 05:24:43am, DYNAMIC, random_0, true, LEFT, 4320, 1.0, 0.0, 1.0, 0.0
15,2020-02-24 05:24:47am, DYNAMIC, random_0, true, LEFT, 3837, 1.0, 0.0, 1.0, 0.0
16,2020-02-24 05:24:52am, DYNAMIC, random_0, true, LEFT, 5113, 1.0, 1.0, 1.0, 1.0
17,2020-02-24 05:24:56am, DYNAMIC, random_0, true, LEFT, 3936, 1.0, 1.0, 1.0, 1.0
18,2020-02-24 05:25:01am, DYNAMIC, random_0, true, LEFT, 5569, 1.0, 1.0, 1.0, 1.0
19,2020-02-24 05:25:05am, DYNAMIC, random_0, true, LEFT, 4036, 1.0, 1.0, 1.0, 1.0
20,2020-02-24 05:25:09am, DYNAMIC, random_0, true, LEFT, 3566, 1.0, 1.0, 1.0, 1.0
21,2020-02-24 05:25:13am, DYNAMIC, random_0, true, LEFT, 3639, 1.0, 1.0, 1.0, 1.0
22,2020-02-24 05:25:17am, DYNAMIC, random_0, true, LEFT, 4517, 0.0, 1.0, 0.0, 1.0
23,2020-02-24 05:25:22am, DYNAMIC, random_0, false, RIGHT, 4680, 1.0, 1.0, 1.0, 1.0
24,2020-02-24 05:25:26am, DYNAMIC, random_0, false, RIGHT, 3998, 0.0, 0.0, 0.0, 0.0
25,2020-02-24 05:25:31am, DYNAMIC, random_0, false, RIGHT, 5644, 0.0, 0.0, 0.0, 0.0
26,2020-02-24 05:25:36am, DYNAMIC, random_0, false, RIGHT, 4271, 0.0, 0.0, 0.0, 0.0
