trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 06:00:49am, DYNAMIC, random_0, false, LEFT, 2609, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 06:00:54am, DYNAMIC, random_0, true, RIGHT, 4792, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 06:01:00am, DYNAMIC, random_0, true, RIGHT, 6425, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 06:01:08am, DYNAMIC, random_0, true, RIGHT, 7455, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 06:01:12am, DYNAMIC, random_0, true, RIGHT, 4197, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 06:01:21am, DYNAMIC, random_0, true, RIGHT, 8551, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 06:01:24am, DYNAMIC, random_0, true, RIGHT, 3407, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 06:01:27am, DYNAMIC, random_0, true, RIGHT, 3208, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 06:01:36am, DYNAMIC, random_0, true, RIGHT, 9032, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 06:01:43am, DYNAMIC, random_0, true, RIGHT, 7224, 1.0, 0.0, 1.0, 0.0
10,2020-02-24 06:01:52am, DYNAMIC, random_0, true, RIGHT, 8174, 1.0, 0.0, 1.0, 0.0
11,2020-02-24 06:01:55am, DYNAMIC, random_0, true, RIGHT, 3135, 1.0, 1.0, 1.0, 1.0
12,2020-02-24 06:01:59am, DYNAMIC, random_0, true, RIGHT, 4095, 1.0, 1.0, 1.0, 1.0
13,2020-02-24 06:02:02am, DYNAMIC, random_0, true, RIGHT, 3473, 1.0, 1.0, 1.0, 1.0
14,2020-02-24 06:02:06am, DYNAMIC, random_0, true, RIGHT, 3335, 1.0, 1.0, 1.0, 1.0
15,2020-02-24 06:02:10am, DYNAMIC, random_0, true, RIGHT, 4199, 1.0, 1.0, 1.0, 1.0
16,2020-02-24 06:02:15am, DYNAMIC, random_0, true, RIGHT, 4871, 0.0, 1.0, 0.0, 1.0
17,2020-02-24 06:02:47am, DYNAMIC, random_0, false, LEFT, 32389, 1.0, 1.0, 1.0, 1.0
18,2020-02-24 06:02:51am, DYNAMIC, random_0, true, RIGHT, 3583, 0.0, 0.0, 0.0, 0.0
19,2020-02-24 06:02:56am, DYNAMIC, random_0, false, LEFT, 5591, 0.0, 1.0, 1.0, 0.0
20,2020-02-24 06:02:59am, DYNAMIC, random_0, false, LEFT, 3167, 0.0, 0.0, 0.0, 0.0
21,2020-02-24 06:03:03am, DYNAMIC, random_0, false, LEFT, 3178, 0.0, 0.0, 0.0, 0.0
22,2020-02-24 06:03:06am, DYNAMIC, random_0, false, LEFT, 3677, 0.0, 0.0, 0.0, 0.0
23,2020-02-24 06:03:10am, DYNAMIC, random_0, false, LEFT, 3417, 0.0, 0.0, 0.0, 0.0
24,2020-02-24 06:03:13am, DYNAMIC, random_0, false, LEFT, 3710, 0.0, 0.0, 0.0, 0.0
25,2020-02-24 06:03:16am, DYNAMIC, random_0, false, LEFT, 2976, 0.0, 0.0, 0.0, 0.0
26,2020-02-24 06:03:20am, DYNAMIC, random_0, true, RIGHT, 3360, 0.0, 0.0, 0.0, 0.0
27,2020-02-24 06:03:38am, DYNAMIC, random_0, true, RIGHT, 18517, 0.0, 0.0, 0.0, 0.0
28,2020-02-24 06:03:42am, DYNAMIC, random_0, false, LEFT, 3328, 0.0, 1.0, 1.0, 0.0
29,2020-02-24 06:03:45am, DYNAMIC, random_0, false, LEFT, 3084, 0.0, 0.0, 0.0, 0.0
30,2020-02-24 06:03:48am, DYNAMIC, random_0, true, RIGHT, 3660, 0.0, 0.0, 0.0, 0.0
31,2020-02-24 06:03:51am, DYNAMIC, random_0, false, LEFT, 2910, 0.0, 0.0, 0.0, 0.0
32,2020-02-24 06:03:54am, DYNAMIC, random_0, true, RIGHT, 3136, 0.0, 0.0, 0.0, 0.0
33,2020-02-24 06:03:58am, DYNAMIC, random_0, false, LEFT, 3223, 0.0, 1.0, 1.0, 0.0
34,2020-02-24 06:04:01am, DYNAMIC, random_0, false, LEFT, 4089, 0.0, 0.0, 0.0, 0.0
35,2020-02-24 06:04:05am, DYNAMIC, random_0, false, LEFT, 3438, 0.0, 1.0, 1.0, 0.0
36,2020-02-24 06:04:08am, DYNAMIC, random_0, false, LEFT, 3137, 0.0, 1.0, 1.0, 0.0
37,2020-02-24 06:04:12am, DYNAMIC, random_0, true, RIGHT, 3214, 1.0, 0.0, 1.0, 0.0
38,2020-02-24 06:04:15am, DYNAMIC, random_0, true, RIGHT, 3201, 1.0, 0.0, 1.0, 0.0
39,2020-02-24 06:04:18am, DYNAMIC, random_0, true, RIGHT, 3295, 1.0, 1.0, 1.0, 1.0
40,2020-02-24 06:04:21am, DYNAMIC, random_0, true, RIGHT, 3223, 1.0, 1.0, 1.0, 1.0
41,2020-02-24 06:04:24am, DYNAMIC, random_0, true, RIGHT, 3048, 1.0, 1.0, 1.0, 1.0
42,2020-02-24 06:04:27am, DYNAMIC, random_0, true, RIGHT, 2951, 1.0, 1.0, 1.0, 1.0
43,2020-02-24 06:04:31am, DYNAMIC, random_0, true, RIGHT, 3304, 0.0, 1.0, 0.0, 1.0
44,2020-02-24 06:04:34am, DYNAMIC, random_0, true, RIGHT, 3383, 0.0, 0.0, 0.0, 0.0
45,2020-02-24 06:04:37am, DYNAMIC, random_0, false, LEFT, 3120, 0.0, 0.0, 0.0, 0.0
46,2020-02-24 06:04:40am, DYNAMIC, random_0, true, RIGHT, 2801, 0.0, 0.0, 0.0, 0.0
47,2020-02-24 06:04:43am, DYNAMIC, random_0, false, LEFT, 3590, 0.0, 0.0, 0.0, 0.0
48,2020-02-24 06:04:46am, DYNAMIC, random_0, true, RIGHT, 3065, 0.0, 0.0, 0.0, 0.0
49,2020-02-24 06:04:50am, DYNAMIC, random_0, false, LEFT, 3006, 0.0, 0.0, 0.0, 0.0
50,2020-02-24 06:04:53am, DYNAMIC, random_0, true, RIGHT, 3033, 0.0, 0.0, 0.0, 0.0
51,2020-02-24 06:04:56am, DYNAMIC, random_0, false, LEFT, 3206, 0.0, 0.0, 0.0, 0.0
52,2020-02-24 06:04:59am, DYNAMIC, random_0, false, LEFT, 3448, 1.0, 0.0, 0.0, 1.0
53,2020-02-24 06:05:03am, DYNAMIC, random_0, false, LEFT, 3456, 0.0, 0.0, 0.0, 0.0
54,2020-02-24 06:05:06am, DYNAMIC, random_0, false, LEFT, 3119, 0.0, 0.0, 0.0, 0.0
55,2020-02-24 06:05:09am, DYNAMIC, random_0, false, LEFT, 3063, 0.0, 0.0, 0.0, 0.0
56,2020-02-24 06:05:12am, DYNAMIC, random_0, true, RIGHT, 3184, 0.0, 0.0, 0.0, 0.0
57,2020-02-24 06:05:15am, DYNAMIC, random_0, true, RIGHT, 3375, 0.0, 0.0, 0.0, 0.0
58,2020-02-24 06:05:19am, DYNAMIC, random_0, false, LEFT, 3297, 0.0, 0.0, 0.0, 0.0
59,2020-02-24 06:05:22am, DYNAMIC, random_0, true, RIGHT, 3391, 0.0, 0.0, 0.0, 0.0
60,2020-02-24 06:05:25am, DYNAMIC, random_0, false, LEFT, 3327, 0.0, 0.0, 0.0, 0.0
61,2020-02-24 06:05:28am, DYNAMIC, random_0, true, RIGHT, 2999, 0.0, 0.0, 0.0, 0.0
62,2020-02-24 06:05:32am, DYNAMIC, random_0, false, LEFT, 3546, 0.0, 0.0, 0.0, 0.0
63,2020-02-24 06:05:35am, DYNAMIC, random_0, true, RIGHT, 3371, 0.0, 0.0, 0.0, 0.0
64,2020-02-24 06:05:39am, DYNAMIC, random_0, true, RIGHT, 3386, 0.0, 0.0, 0.0, 0.0
65,2020-02-24 06:05:43am, DYNAMIC, random_0, true, RIGHT, 3839, 0.0, 0.0, 0.0, 0.0
66,2020-02-24 06:05:45am, DYNAMIC, random_0, false, LEFT, 2936, 0.0, 0.0, 0.0, 0.0
67,2020-02-24 06:05:49am, DYNAMIC, random_0, false, LEFT, 3394, 0.0, 0.0, 0.0, 0.0
68,2020-02-24 06:05:52am, DYNAMIC, random_0, true, RIGHT, 3455, 0.0, 0.0, 0.0, 0.0
