trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:19:34am, DYNAMIC, random_0, false, RIGHT, 4655, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:19:39am, DYNAMIC, random_0, true, LEFT, 5152, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:19:42am, DYNAMIC, random_0, true, LEFT, 3869, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:19:46am, DYNAMIC, random_0, true, LEFT, 3619, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:19:50am, DYNAMIC, random_0, true, LEFT, 4085, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:19:54am, DYNAMIC, random_0, true, LEFT, 4141, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:19:58am, DYNAMIC, random_0, true, LEFT, 3597, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 05:20:01am, DYNAMIC, random_0, true, LEFT, 3508, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:20:05am, DYNAMIC, random_0, false, RIGHT, 3980, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:20:09am, DYNAMIC, random_0, false, RIGHT, 3383, 0.0, 0.0, 0.0, 0.0
10,2020-02-24 05:20:16am, DYNAMIC, random_0, true, LEFT, 7769, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 05:20:20am, DYNAMIC, random_0, false, RIGHT, 3538, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 05:20:23am, DYNAMIC, random_0, false, RIGHT, 3110, 0.0, 0.0, 0.0, 0.0
13,2020-02-24 05:20:27am, DYNAMIC, random_0, true, LEFT, 3678, 0.0, 0.0, 0.0, 0.0
14,2020-02-24 05:20:30am, DYNAMIC, random_0, false, RIGHT, 3339, 0.0, 0.0, 0.0, 0.0
15,2020-02-24 05:20:33am, DYNAMIC, random_0, true, LEFT, 3265, 0.0, 0.0, 0.0, 0.0
16,2020-02-24 05:20:37am, DYNAMIC, random_0, true, LEFT, 3708, 0.0, 0.0, 0.0, 0.0
17,2020-02-24 05:20:42am, DYNAMIC, random_0, true, LEFT, 4540, 1.0, 0.0, 1.0, 0.0
18,2020-02-24 05:20:46am, DYNAMIC, random_0, true, LEFT, 4143, 1.0, 0.0, 1.0, 0.0
19,2020-02-24 05:20:49am, DYNAMIC, random_0, true, LEFT, 3426, 1.0, 0.0, 1.0, 0.0
20,2020-02-24 05:20:54am, DYNAMIC, random_0, true, LEFT, 4746, 1.0, 0.0, 1.0, 0.0
21,2020-02-24 05:20:57am, DYNAMIC, random_0, true, LEFT, 3023, 1.0, 1.0, 1.0, 1.0
22,2020-02-24 05:21:01am, DYNAMIC, random_0, true, LEFT, 3897, 1.0, 1.0, 1.0, 1.0
23,2020-02-24 05:21:05am, DYNAMIC, random_0, true, LEFT, 3737, 1.0, 1.0, 1.0, 1.0
24,2020-02-24 05:21:08am, DYNAMIC, random_0, true, LEFT, 3264, 1.0, 1.0, 1.0, 1.0
25,2020-02-24 05:21:11am, DYNAMIC, random_0, true, LEFT, 3132, 1.0, 1.0, 1.0, 1.0
26,2020-02-24 05:21:14am, DYNAMIC, random_0, true, LEFT, 3449, 0.0, 1.0, 0.0, 1.0
27,2020-02-24 05:21:18am, DYNAMIC, random_0, true, LEFT, 3406, 1.0, 1.0, 1.0, 1.0
28,2020-02-24 05:21:21am, DYNAMIC, random_0, true, LEFT, 3528, 0.0, 1.0, 0.0, 1.0
29,2020-02-24 05:21:24am, DYNAMIC, random_0, true, LEFT, 2911, 0.0, 1.0, 0.0, 1.0
30,2020-02-24 05:21:27am, DYNAMIC, random_0, true, LEFT, 3133, 1.0, 1.0, 1.0, 1.0
31,2020-02-24 05:21:31am, DYNAMIC, random_0, true, LEFT, 3795, 0.0, 1.0, 0.0, 1.0
32,2020-02-24 05:21:34am, DYNAMIC, random_0, true, LEFT, 3094, 0.0, 1.0, 0.0, 1.0
33,2020-02-24 05:21:38am, DYNAMIC, random_0, true, LEFT, 3928, 0.0, 1.0, 0.0, 1.0
34,2020-02-24 05:21:42am, DYNAMIC, random_0, true, LEFT, 3714, 1.0, 1.0, 1.0, 1.0
35,2020-02-24 05:21:46am, DYNAMIC, random_0, true, LEFT, 3854, 0.0, 1.0, 0.0, 1.0
36,2020-02-24 05:21:49am, DYNAMIC, random_0, true, LEFT, 3470, 0.0, 1.0, 0.0, 1.0
37,2020-02-24 05:21:53am, DYNAMIC, random_0, true, LEFT, 3383, 0.0, 1.0, 0.0, 1.0
38,2020-02-24 05:21:57am, DYNAMIC, random_0, true, LEFT, 3854, 1.0, 1.0, 1.0, 1.0
39,2020-02-24 05:22:00am, DYNAMIC, random_0, true, LEFT, 3604, 0.0, 1.0, 0.0, 1.0
40,2020-02-24 05:22:03am, DYNAMIC, random_0, true, LEFT, 3110, 0.0, 1.0, 0.0, 1.0
41,2020-02-24 05:22:07am, DYNAMIC, random_0, true, LEFT, 3854, 0.0, 1.0, 0.0, 1.0
42,2020-02-24 05:22:10am, DYNAMIC, random_0, true, LEFT, 3353, 1.0, 1.0, 1.0, 1.0
43,2020-02-24 05:22:14am, DYNAMIC, random_0, true, LEFT, 3854, 0.0, 1.0, 0.0, 1.0
44,2020-02-24 05:22:20am, DYNAMIC, random_0, true, LEFT, 5189, 0.0, 1.0, 0.0, 1.0
45,2020-02-24 05:22:24am, DYNAMIC, random_0, false, RIGHT, 4163, 1.0, 0.0, 0.0, 1.0
46,2020-02-24 05:22:28am, DYNAMIC, random_0, false, RIGHT, 4361, 0.0, 0.0, 0.0, 0.0
47,2020-02-24 05:22:31am, DYNAMIC, random_0, false, RIGHT, 3435, 0.0, 0.0, 0.0, 0.0
48,2020-02-24 05:22:35am, DYNAMIC, random_0, false, RIGHT, 3508, 0.0, 0.0, 0.0, 0.0
49,2020-02-24 05:22:38am, DYNAMIC, random_0, false, RIGHT, 3311, 0.0, 0.0, 0.0, 0.0
50,2020-02-24 05:22:43am, DYNAMIC, random_0, true, LEFT, 4406, 0.0, 0.0, 0.0, 0.0
51,2020-02-24 05:22:46am, DYNAMIC, random_0, true, LEFT, 3604, 1.0, 0.0, 1.0, 0.0
52,2020-02-24 05:22:50am, DYNAMIC, random_0, true, LEFT, 3332, 1.0, 0.0, 1.0, 0.0
53,2020-02-24 05:22:53am, DYNAMIC, random_0, true, LEFT, 3352, 1.0, 0.0, 1.0, 0.0
54,2020-02-24 05:22:56am, DYNAMIC, random_0, true, LEFT, 3309, 1.0, 0.0, 1.0, 0.0
55,2020-02-24 05:23:00am, DYNAMIC, random_0, true, LEFT, 3508, 0.0, 0.0, 0.0, 0.0
56,2020-02-24 05:23:03am, DYNAMIC, random_0, true, LEFT, 3389, 0.0, 0.0, 0.0, 0.0
57,2020-02-24 05:23:07am, DYNAMIC, random_0, true, LEFT, 3612, 0.0, 0.0, 0.0, 0.0
58,2020-02-24 05:23:10am, DYNAMIC, random_0, true, LEFT, 3398, 0.0, 0.0, 0.0, 0.0
59,2020-02-24 05:23:15am, DYNAMIC, random_0, true, LEFT, 4369, 0.0, 0.0, 0.0, 0.0
60,2020-02-24 05:23:17am, DYNAMIC, random_0, false, RIGHT, 2860, 0.0, 0.0, 0.0, 0.0
61,2020-02-24 05:23:21am, DYNAMIC, random_0, false, RIGHT, 3146, 0.0, 0.0, 0.0, 0.0
62,2020-02-24 05:23:24am, DYNAMIC, random_0, false, RIGHT, 3611, 0.0, 0.0, 0.0, 0.0
63,2020-02-24 05:23:27am, DYNAMIC, random_0, false, RIGHT, 2919, 0.0, 0.0, 0.0, 0.0
64,2020-02-24 05:23:30am, DYNAMIC, random_0, false, RIGHT, 3367, 0.0, 0.0, 0.0, 0.0
65,2020-02-24 05:23:34am, DYNAMIC, random_0, true, LEFT, 3133, 0.0, 0.0, 0.0, 0.0
66,2020-02-24 05:23:37am, DYNAMIC, random_0, true, LEFT, 3461, 1.0, 0.0, 1.0, 0.0
67,2020-02-24 05:23:41am, DYNAMIC, random_0, true, LEFT, 3958, 0.0, 0.0, 0.0, 0.0
68,2020-02-24 05:23:45am, DYNAMIC, random_0, true, LEFT, 4060, 0.0, 0.0, 0.0, 0.0
69,2020-02-24 05:23:49am, DYNAMIC, random_0, true, LEFT, 4385, 0.0, 0.0, 0.0, 0.0
70,2020-02-24 05:23:53am, DYNAMIC, random_0, true, LEFT, 3261, 0.0, 0.0, 0.0, 0.0
71,2020-02-24 05:23:56am, DYNAMIC, random_0, true, LEFT, 3035, 0.0, 0.0, 0.0, 0.0
72,2020-02-24 05:23:59am, DYNAMIC, random_0, true, LEFT, 3441, 0.0, 0.0, 0.0, 0.0
73,2020-02-24 05:24:03am, DYNAMIC, random_0, true, LEFT, 3434, 0.0, 0.0, 0.0, 0.0
74,2020-02-24 05:24:06am, DYNAMIC, random_0, true, LEFT, 3626, 0.0, 0.0, 0.0, 0.0
75,2020-02-24 05:24:10am, DYNAMIC, random_0, true, LEFT, 3618, 0.0, 0.0, 0.0, 0.0
76,2020-02-24 05:24:14am, DYNAMIC, random_0, true, LEFT, 3634, 0.0, 0.0, 0.0, 0.0
77,2020-02-24 05:24:17am, DYNAMIC, random_0, true, LEFT, 3536, 0.0, 0.0, 0.0, 0.0
78,2020-02-24 05:24:21am, DYNAMIC, random_0, true, LEFT, 3746, 0.0, 0.0, 0.0, 0.0
79,2020-02-24 05:24:25am, DYNAMIC, random_0, true, LEFT, 3755, 0.0, 0.0, 0.0, 0.0
80,2020-02-24 05:24:28am, DYNAMIC, random_0, false, RIGHT, 3088, 0.0, 0.0, 0.0, 0.0
81,2020-02-24 05:24:31am, DYNAMIC, random_0, false, RIGHT, 3183, 0.0, 0.0, 0.0, 0.0
82,2020-02-24 05:24:34am, DYNAMIC, random_0, false, RIGHT, 2918, 0.0, 0.0, 0.0, 0.0
83,2020-02-24 05:24:37am, DYNAMIC, random_0, false, RIGHT, 3517, 0.0, 0.0, 0.0, 0.0
84,2020-02-24 05:24:41am, DYNAMIC, random_0, false, RIGHT, 3241, 0.0, 0.0, 0.0, 0.0
85,2020-02-24 05:24:44am, DYNAMIC, random_0, true, LEFT, 3855, 0.0, 0.0, 0.0, 0.0
86,2020-02-24 05:24:48am, DYNAMIC, random_0, true, LEFT, 3227, 0.0, 0.0, 0.0, 0.0
87,2020-02-24 05:24:52am, DYNAMIC, random_0, true, LEFT, 4683, 0.0, 0.0, 0.0, 0.0
88,2020-02-24 05:24:56am, DYNAMIC, random_0, true, LEFT, 3398, 0.0, 0.0, 0.0, 0.0
89,2020-02-24 05:24:59am, DYNAMIC, random_0, true, LEFT, 3759, 0.0, 0.0, 0.0, 0.0
90,2020-02-24 05:25:03am, DYNAMIC, random_0, true, LEFT, 3203, 0.0, 0.0, 0.0, 0.0
91,2020-02-24 05:25:07am, DYNAMIC, random_0, true, LEFT, 3952, 0.0, 0.0, 0.0, 0.0
92,2020-02-24 05:25:11am, DYNAMIC, random_0, true, LEFT, 3929, 0.0, 0.0, 0.0, 0.0
93,2020-02-24 05:25:15am, DYNAMIC, random_0, true, LEFT, 4095, 0.0, 0.0, 0.0, 0.0
94,2020-02-24 05:25:18am, DYNAMIC, random_0, true, LEFT, 3564, 0.0, 0.0, 0.0, 0.0
95,2020-02-24 05:25:23am, DYNAMIC, random_0, true, LEFT, 4753, 0.0, 0.0, 0.0, 0.0
96,2020-02-24 05:25:27am, DYNAMIC, random_0, false, RIGHT, 3721, 0.0, 0.0, 0.0, 0.0
97,2020-02-24 05:25:30am, DYNAMIC, random_0, false, RIGHT, 3845, 0.0, 0.0, 0.0, 0.0
98,2020-02-24 05:25:34am, DYNAMIC, random_0, true, LEFT, 3324, 0.0, 0.0, 0.0, 0.0
99,2020-02-24 05:25:39am, DYNAMIC, random_0, true, LEFT, 4837, 0.0, 0.0, 0.0, 0.0
