trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:38:03am, DYNAMIC, random_0, true, LEFT, 2747, 1.0, 0.0, 1.0, 0.0
1,2020-02-24 05:38:06am, DYNAMIC, random_0, false, RIGHT, 3830, 0.0, 1.0, 1.0, 0.0
2,2020-02-24 05:38:10am, DYNAMIC, random_0, true, LEFT, 3051, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:38:12am, DYNAMIC, random_0, true, LEFT, 2795, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:38:15am, DYNAMIC, random_0, false, RIGHT, 2743, 0.0, 1.0, 1.0, 0.0
5,2020-02-24 05:38:18am, DYNAMIC, random_0, true, LEFT, 3290, 0.0, 0.0, 0.0, 0.0
6,2020-02-24 05:38:21am, DYNAMIC, random_0, true, LEFT, 2728, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 05:38:24am, DYNAMIC, random_0, true, LEFT, 2653, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:38:27am, DYNAMIC, random_0, false, RIGHT, 2832, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:38:29am, DYNAMIC, random_0, false, RIGHT, 2886, 0.0, 0.0, 0.0, 0.0
10,2020-02-24 05:38:32am, DYNAMIC, random_0, true, LEFT, 2827, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 05:38:36am, DYNAMIC, random_0, true, LEFT, 3429, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 05:38:39am, DYNAMIC, random_0, true, LEFT, 3364, 1.0, 0.0, 1.0, 0.0
13,2020-02-24 05:38:42am, DYNAMIC, random_0, true, LEFT, 2902, 1.0, 0.0, 1.0, 0.0
14,2020-02-24 05:38:45am, DYNAMIC, random_0, true, LEFT, 2859, 1.0, 0.0, 1.0, 0.0
15,2020-02-24 05:38:47am, DYNAMIC, random_0, true, LEFT, 2528, 1.0, 0.0, 1.0, 0.0
16,2020-02-24 05:38:50am, DYNAMIC, random_0, true, LEFT, 2481, 1.0, 0.0, 1.0, 0.0
17,2020-02-24 05:38:53am, DYNAMIC, random_0, true, LEFT, 2655, 1.0, 1.0, 1.0, 1.0
18,2020-02-24 05:38:55am, DYNAMIC, random_0, true, LEFT, 2417, 1.0, 1.0, 1.0, 1.0
