trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:20:23am, DYNAMIC, random_0, true, RIGHT, 6556, 1.0, 0.0, 1.0, 0.0
1,2020-02-24 05:20:27am, DYNAMIC, random_0, false, LEFT, 4024, 0.0, 1.0, 1.0, 0.0
2,2020-02-24 05:20:30am, DYNAMIC, random_0, true, RIGHT, 3160, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:20:34am, DYNAMIC, random_0, true, RIGHT, 3767, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:20:37am, DYNAMIC, random_0, true, RIGHT, 2913, 1.0, 0.0, 1.0, 0.0
5,2020-02-24 05:20:40am, DYNAMIC, random_0, true, RIGHT, 2688, 0.0, 0.0, 0.0, 0.0
6,2020-02-24 05:20:42am, DYNAMIC, random_0, false, LEFT, 2864, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 05:20:45am, DYNAMIC, random_0, true, RIGHT, 2639, 0.0, 0.0, 0.0, 0.0
8,2020-02-24 05:20:48am, DYNAMIC, random_0, true, RIGHT, 2832, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:20:51am, DYNAMIC, random_0, false, LEFT, 3176, 0.0, 0.0, 0.0, 0.0
10,2020-02-24 05:21:00am, DYNAMIC, random_0, true, RIGHT, 8720, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 05:21:03am, DYNAMIC, random_0, false, LEFT, 2712, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 05:21:06am, DYNAMIC, random_0, true, RIGHT, 3945, 0.0, 0.0, 0.0, 0.0
13,2020-02-24 05:21:09am, DYNAMIC, random_0, false, LEFT, 2583, 0.0, 0.0, 0.0, 0.0
14,2020-02-24 05:21:12am, DYNAMIC, random_0, true, RIGHT, 3008, 0.0, 0.0, 0.0, 0.0
15,2020-02-24 05:21:15am, DYNAMIC, random_0, true, RIGHT, 2760, 0.0, 0.0, 0.0, 0.0
16,2020-02-24 05:21:17am, DYNAMIC, random_0, false, LEFT, 2669, 0.0, 1.0, 1.0, 0.0
17,2020-02-24 05:21:20am, DYNAMIC, random_0, true, RIGHT, 2776, 0.0, 0.0, 0.0, 0.0
18,2020-02-24 05:21:23am, DYNAMIC, random_0, false, LEFT, 2752, 0.0, 0.0, 0.0, 0.0
19,2020-02-24 05:21:26am, DYNAMIC, random_0, false, LEFT, 2584, 0.0, 0.0, 0.0, 0.0
20,2020-02-24 05:21:28am, DYNAMIC, random_0, false, LEFT, 2776, 0.0, 0.0, 0.0, 0.0
21,2020-02-24 05:21:31am, DYNAMIC, random_0, true, RIGHT, 2664, 0.0, 0.0, 0.0, 0.0
22,2020-02-24 05:21:34am, DYNAMIC, random_0, true, RIGHT, 2848, 0.0, 0.0, 0.0, 0.0
23,2020-02-24 05:21:36am, DYNAMIC, random_0, false, LEFT, 2568, 0.0, 1.0, 1.0, 0.0
24,2020-02-24 05:21:39am, DYNAMIC, random_0, true, RIGHT, 2712, 1.0, 0.0, 1.0, 0.0
25,2020-02-24 05:21:42am, DYNAMIC, random_0, true, RIGHT, 2608, 1.0, 0.0, 1.0, 0.0
26,2020-02-24 05:21:44am, DYNAMIC, random_0, true, RIGHT, 2592, 1.0, 1.0, 1.0, 1.0
27,2020-02-24 05:21:47am, DYNAMIC, random_0, true, RIGHT, 2912, 1.0, 1.0, 1.0, 1.0
28,2020-02-24 05:21:50am, DYNAMIC, random_0, true, RIGHT, 2664, 1.0, 1.0, 1.0, 1.0
29,2020-02-24 05:21:53am, DYNAMIC, random_0, true, RIGHT, 2896, 1.0, 1.0, 1.0, 1.0
30,2020-02-24 05:21:56am, DYNAMIC, random_0, true, RIGHT, 3312, 1.0, 1.0, 1.0, 1.0
31,2020-02-24 05:22:00am, DYNAMIC, random_0, true, RIGHT, 4120, 1.0, 1.0, 1.0, 1.0
32,2020-02-24 05:22:03am, DYNAMIC, random_0, true, RIGHT, 2544, 1.0, 1.0, 1.0, 1.0
33,2020-02-24 05:22:05am, DYNAMIC, random_0, true, RIGHT, 2672, 1.0, 1.0, 1.0, 1.0
34,2020-02-24 05:22:08am, DYNAMIC, random_0, true, RIGHT, 2728, 1.0, 1.0, 1.0, 1.0
35,2020-02-24 05:22:11am, DYNAMIC, random_0, true, RIGHT, 2592, 1.0, 1.0, 1.0, 1.0
36,2020-02-24 05:22:13am, DYNAMIC, random_0, true, RIGHT, 2616, 1.0, 1.0, 1.0, 1.0
37,2020-02-24 05:22:16am, DYNAMIC, random_0, true, RIGHT, 2648, 1.0, 1.0, 1.0, 1.0
38,2020-02-24 05:22:19am, DYNAMIC, random_0, true, RIGHT, 2550, 1.0, 1.0, 1.0, 1.0
39,2020-02-24 05:22:21am, DYNAMIC, random_0, true, RIGHT, 2744, 1.0, 1.0, 1.0, 1.0
40,2020-02-24 05:22:25am, DYNAMIC, random_0, true, RIGHT, 2728, 1.0, 1.0, 1.0, 1.0
41,2020-02-24 05:22:28am, DYNAMIC, random_0, true, RIGHT, 3824, 1.0, 1.0, 1.0, 1.0
42,2020-02-24 05:22:32am, DYNAMIC, random_0, true, RIGHT, 2608, 0.0, 1.0, 0.0, 1.0
43,2020-02-24 05:22:35am, DYNAMIC, random_0, true, RIGHT, 4192, 0.0, 1.0, 0.0, 1.0
44,2020-02-24 05:22:37am, DYNAMIC, random_0, false, LEFT, 2656, 1.0, 0.0, 0.0, 1.0
45,2020-02-24 05:22:40am, DYNAMIC, random_0, false, LEFT, 2800, 0.0, 0.0, 0.0, 0.0
46,2020-02-24 05:22:43am, DYNAMIC, random_0, true, RIGHT, 2712, 0.0, 0.0, 0.0, 0.0
47,2020-02-24 05:22:46am, DYNAMIC, random_0, false, LEFT, 2833, 0.0, 0.0, 0.0, 0.0
48,2020-02-24 05:22:49am, DYNAMIC, random_0, false, LEFT, 3143, 1.0, 0.0, 0.0, 1.0
49,2020-02-24 05:22:52am, DYNAMIC, random_0, true, RIGHT, 2952, 0.0, 0.0, 0.0, 0.0
50,2020-02-24 05:23:02am, DYNAMIC, random_0, true, RIGHT, 10224, 0.0, 0.0, 0.0, 0.0
51,2020-02-24 05:23:05am, DYNAMIC, random_0, false, LEFT, 2536, 0.0, 0.0, 0.0, 0.0
52,2020-02-24 05:23:07am, DYNAMIC, random_0, false, LEFT, 2872, 0.0, 0.0, 0.0, 0.0
53,2020-02-24 05:23:10am, DYNAMIC, random_0, true, RIGHT, 2624, 0.0, 0.0, 0.0, 0.0
54,2020-02-24 05:23:13am, DYNAMIC, random_0, false, LEFT, 3112, 0.0, 0.0, 0.0, 0.0
55,2020-02-24 05:23:16am, DYNAMIC, random_0, true, RIGHT, 3048, 0.0, 0.0, 0.0, 0.0
56,2020-02-24 05:23:19am, DYNAMIC, random_0, true, RIGHT, 2597, 0.0, 0.0, 0.0, 0.0
57,2020-02-24 05:23:21am, DYNAMIC, random_0, true, RIGHT, 2616, 0.0, 0.0, 0.0, 0.0
58,2020-02-24 05:23:24am, DYNAMIC, random_0, false, LEFT, 2744, 0.0, 0.0, 0.0, 0.0
59,2020-02-24 05:23:27am, DYNAMIC, random_0, true, RIGHT, 3032, 0.0, 0.0, 0.0, 0.0
60,2020-02-24 05:23:30am, DYNAMIC, random_0, false, LEFT, 2592, 0.0, 0.0, 0.0, 0.0
61,2020-02-24 05:23:33am, DYNAMIC, random_0, true, RIGHT, 2904, 0.0, 1.0, 0.0, 1.0
