trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:42:02am, DYNAMIC, random_0, false, LEFT, 10808, 0.0, 1.0, 1.0, 0.0
1,2020-02-24 05:42:06am, DYNAMIC, random_0, false, LEFT, 5177, 0.0, 1.0, 1.0, 0.0
2,2020-02-24 05:42:10am, DYNAMIC, random_0, false, LEFT, 3564, 0.0, 1.0, 1.0, 0.0
3,2020-02-24 05:42:13am, DYNAMIC, random_0, false, LEFT, 3398, 0.0, 1.0, 1.0, 0.0
4,2020-02-24 05:42:17am, DYNAMIC, random_0, true, RIGHT, 3058, 0.0, 0.0, 0.0, 0.0
5,2020-02-24 05:42:20am, DYNAMIC, random_0, true, RIGHT, 3776, 1.0, 0.0, 1.0, 0.0
6,2020-02-24 05:42:24am, DYNAMIC, random_0, true, RIGHT, 3185, 1.0, 0.0, 1.0, 0.0
7,2020-02-24 05:42:27am, DYNAMIC, random_0, true, RIGHT, 3539, 1.0, 0.0, 1.0, 0.0
8,2020-02-24 05:42:30am, DYNAMIC, random_0, true, RIGHT, 3160, 1.0, 0.0, 1.0, 0.0
9,2020-02-24 05:42:34am, DYNAMIC, random_0, true, RIGHT, 3376, 1.0, 0.0, 1.0, 0.0
10,2020-02-24 05:42:37am, DYNAMIC, random_0, true, RIGHT, 3208, 1.0, 1.0, 1.0, 1.0
11,2020-02-24 05:42:40am, DYNAMIC, random_0, true, RIGHT, 3304, 1.0, 1.0, 1.0, 1.0
12,2020-02-24 05:42:44am, DYNAMIC, random_0, true, RIGHT, 3278, 1.0, 1.0, 1.0, 1.0
13,2020-02-24 05:42:47am, DYNAMIC, random_0, true, RIGHT, 3226, 1.0, 1.0, 1.0, 1.0
14,2020-02-24 05:42:50am, DYNAMIC, random_0, true, RIGHT, 3350, 0.0, 1.0, 0.0, 1.0
15,2020-02-24 05:42:53am, DYNAMIC, random_0, true, RIGHT, 3168, 1.0, 1.0, 1.0, 1.0
16,2020-02-24 05:42:56am, DYNAMIC, random_0, true, RIGHT, 2808, 0.0, 1.0, 0.0, 1.0
