trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:20:51am, DYNAMIC, random_0, true, RIGHT, 4487, 1.0, 0.0, 1.0, 0.0
1,2020-02-24 05:20:55am, DYNAMIC, random_0, true, RIGHT, 4539, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:21:01am, DYNAMIC, random_0, true, RIGHT, 5971, 1.0, 0.0, 1.0, 0.0
3,2020-02-24 05:21:07am, DYNAMIC, random_0, true, RIGHT, 5300, 1.0, 0.0, 1.0, 0.0
4,2020-02-24 05:21:10am, DYNAMIC, random_0, true, RIGHT, 3711, 1.0, 1.0, 1.0, 1.0
5,2020-02-24 05:21:14am, DYNAMIC, random_0, true, RIGHT, 3580, 1.0, 1.0, 1.0, 1.0
6,2020-02-24 05:21:21am, DYNAMIC, random_0, true, RIGHT, 7480, 1.0, 1.0, 1.0, 1.0
7,2020-02-24 05:21:25am, DYNAMIC, random_0, true, RIGHT, 3840, 1.0, 1.0, 1.0, 1.0
8,2020-02-24 05:21:29am, DYNAMIC, random_0, true, RIGHT, 4005, 1.0, 1.0, 1.0, 1.0
9,2020-02-24 05:21:33am, DYNAMIC, random_0, true, RIGHT, 3570, 0.0, 1.0, 0.0, 1.0
10,2020-02-24 05:21:36am, DYNAMIC, random_0, true, RIGHT, 3610, 0.0, 1.0, 0.0, 1.0
11,2020-02-24 05:21:40am, DYNAMIC, random_0, true, RIGHT, 3648, 1.0, 1.0, 1.0, 1.0
12,2020-02-24 05:21:44am, DYNAMIC, random_0, true, RIGHT, 3695, 0.0, 1.0, 0.0, 1.0
13,2020-02-24 05:21:48am, DYNAMIC, random_0, true, RIGHT, 3965, 1.0, 1.0, 1.0, 1.0
14,2020-02-24 05:21:52am, DYNAMIC, random_0, true, RIGHT, 3358, 0.0, 1.0, 0.0, 1.0
15,2020-02-24 05:21:55am, DYNAMIC, random_0, true, RIGHT, 4233, 0.0, 1.0, 0.0, 1.0
16,2020-02-24 05:22:10am, DYNAMIC, random_0, false, LEFT, 15192, 1.0, 0.0, 0.0, 1.0
17,2020-02-24 05:22:16am, DYNAMIC, random_0, false, LEFT, 5336, 0.0, 0.0, 0.0, 0.0
18,2020-02-24 05:22:20am, DYNAMIC, random_0, false, LEFT, 3762, 0.0, 0.0, 0.0, 0.0
19,2020-02-24 05:22:23am, DYNAMIC, random_0, true, RIGHT, 3503, 0.0, 0.0, 0.0, 0.0
20,2020-02-24 05:22:28am, DYNAMIC, random_0, false, LEFT, 5145, 0.0, 1.0, 1.0, 0.0
21,2020-02-24 05:22:32am, DYNAMIC, random_0, true, RIGHT, 3521, 0.0, 0.0, 0.0, 0.0
22,2020-02-24 05:22:39am, DYNAMIC, random_0, true, RIGHT, 6959, 1.0, 0.0, 1.0, 0.0
23,2020-02-24 05:22:43am, DYNAMIC, random_0, false, LEFT, 4166, 0.0, 1.0, 1.0, 0.0
24,2020-02-24 05:22:47am, DYNAMIC, random_0, false, LEFT, 3953, 0.0, 0.0, 0.0, 0.0
25,2020-02-24 05:22:51am, DYNAMIC, random_0, false, LEFT, 4118, 0.0, 0.0, 0.0, 0.0
26,2020-02-24 05:22:54am, DYNAMIC, random_0, false, LEFT, 3418, 0.0, 0.0, 0.0, 0.0
27,2020-02-24 05:22:58am, DYNAMIC, random_0, true, RIGHT, 3231, 0.0, 0.0, 0.0, 0.0
28,2020-02-24 05:23:01am, DYNAMIC, random_0, true, RIGHT, 3023, 0.0, 0.0, 0.0, 0.0
29,2020-02-24 05:23:04am, DYNAMIC, random_0, true, RIGHT, 3465, 1.0, 0.0, 1.0, 0.0
30,2020-02-24 05:23:08am, DYNAMIC, random_0, true, RIGHT, 3904, 1.0, 0.0, 1.0, 0.0
31,2020-02-24 05:23:12am, DYNAMIC, random_0, true, RIGHT, 3790, 1.0, 0.0, 1.0, 0.0
32,2020-02-24 05:23:15am, DYNAMIC, random_0, true, RIGHT, 3204, 1.0, 0.0, 1.0, 0.0
33,2020-02-24 05:23:18am, DYNAMIC, random_0, true, RIGHT, 3032, 1.0, 0.0, 1.0, 0.0
34,2020-02-24 05:23:22am, DYNAMIC, random_0, true, RIGHT, 4337, 1.0, 1.0, 1.0, 1.0
35,2020-02-24 05:23:25am, DYNAMIC, random_0, true, RIGHT, 3117, 1.0, 1.0, 1.0, 1.0
36,2020-02-24 05:23:29am, DYNAMIC, random_0, true, RIGHT, 3109, 1.0, 1.0, 1.0, 1.0
37,2020-02-24 05:23:32am, DYNAMIC, random_0, true, RIGHT, 3655, 1.0, 1.0, 1.0, 1.0
38,2020-02-24 05:23:35am, DYNAMIC, random_0, true, RIGHT, 2850, 0.0, 1.0, 0.0, 1.0
39,2020-02-24 05:23:38am, DYNAMIC, random_0, false, LEFT, 3184, 1.0, 0.0, 0.0, 1.0
40,2020-02-24 05:23:41am, DYNAMIC, random_0, true, RIGHT, 2821, 0.0, 0.0, 0.0, 0.0
41,2020-02-24 05:23:44am, DYNAMIC, random_0, false, LEFT, 2839, 0.0, 0.0, 0.0, 0.0
42,2020-02-24 05:23:47am, DYNAMIC, random_0, false, LEFT, 2877, 0.0, 0.0, 0.0, 0.0
43,2020-02-24 05:23:50am, DYNAMIC, random_0, false, LEFT, 3175, 0.0, 0.0, 0.0, 0.0
44,2020-02-24 05:23:53am, DYNAMIC, random_0, true, RIGHT, 3078, 0.0, 0.0, 0.0, 0.0
45,2020-02-24 05:23:56am, DYNAMIC, random_0, true, RIGHT, 3214, 1.0, 0.0, 1.0, 0.0
46,2020-02-24 05:23:59am, DYNAMIC, random_0, true, RIGHT, 3097, 1.0, 0.0, 1.0, 0.0
47,2020-02-24 05:24:02am, DYNAMIC, random_0, false, LEFT, 3098, 0.0, 0.0, 0.0, 0.0
48,2020-02-24 05:24:05am, DYNAMIC, random_0, true, RIGHT, 2920, 0.0, 0.0, 0.0, 0.0
49,2020-02-24 05:24:10am, DYNAMIC, random_0, true, RIGHT, 4428, 0.0, 0.0, 0.0, 0.0
50,2020-02-24 05:24:14am, DYNAMIC, random_0, true, RIGHT, 4097, 0.0, 0.0, 0.0, 0.0
51,2020-02-24 05:24:17am, DYNAMIC, random_0, false, LEFT, 3096, 0.0, 0.0, 0.0, 0.0
52,2020-02-24 05:24:21am, DYNAMIC, random_0, false, LEFT, 3740, 0.0, 0.0, 0.0, 0.0
53,2020-02-24 05:24:25am, DYNAMIC, random_0, false, LEFT, 3875, 0.0, 0.0, 0.0, 0.0
54,2020-02-24 05:24:29am, DYNAMIC, random_0, true, RIGHT, 4153, 0.0, 0.0, 0.0, 0.0
55,2020-02-24 05:24:32am, DYNAMIC, random_0, false, LEFT, 3365, 0.0, 0.0, 0.0, 0.0
56,2020-02-24 05:24:36am, DYNAMIC, random_0, true, RIGHT, 3710, 0.0, 0.0, 0.0, 0.0
57,2020-02-24 05:24:41am, DYNAMIC, random_0, false, LEFT, 5016, 0.0, 0.0, 0.0, 0.0
58,2020-02-24 05:24:44am, DYNAMIC, random_0, true, RIGHT, 3232, 0.0, 0.0, 0.0, 0.0
59,2020-02-24 05:24:48am, DYNAMIC, random_0, true, RIGHT, 4200, 0.0, 0.0, 0.0, 0.0
60,2020-02-24 05:24:51am, DYNAMIC, random_0, true, RIGHT, 3174, 0.0, 0.0, 0.0, 0.0
61,2020-02-24 05:24:55am, DYNAMIC, random_0, true, RIGHT, 3087, 0.0, 0.0, 0.0, 0.0
62,2020-02-24 05:24:58am, DYNAMIC, random_0, false, LEFT, 3243, 0.0, 0.0, 0.0, 0.0
63,2020-02-24 05:25:01am, DYNAMIC, random_0, false, LEFT, 3173, 0.0, 0.0, 0.0, 0.0
64,2020-02-24 05:25:04am, DYNAMIC, random_0, true, RIGHT, 3279, 0.0, 0.0, 0.0, 0.0
65,2020-02-24 05:25:08am, DYNAMIC, random_0, true, RIGHT, 4056, 0.0, 0.0, 0.0, 0.0
66,2020-02-24 05:25:12am, DYNAMIC, random_0, true, RIGHT, 3625, 0.0, 0.0, 0.0, 0.0
67,2020-02-24 05:25:15am, DYNAMIC, random_0, false, LEFT, 3138, 0.0, 0.0, 0.0, 0.0
