trial_number, time, schedule_type, schedule_name, is_biased_choice, side_choice, RT, observed_reward, unobserved_reward, biased_reward, unbiased_reward
0,2020-02-24 05:20:09am, DYNAMIC, random_0, true, LEFT, 8657, 1.0, 0.0, 1.0, 0.0
1,2020-02-24 05:20:14am, DYNAMIC, random_0, true, LEFT, 4936, 1.0, 0.0, 1.0, 0.0
2,2020-02-24 05:20:17am, DYNAMIC, random_0, false, RIGHT, 3926, 0.0, 1.0, 1.0, 0.0
3,2020-02-24 05:20:21am, DYNAMIC, random_0, true, LEFT, 3787, 0.0, 0.0, 0.0, 0.0
4,2020-02-24 05:20:25am, DYNAMIC, random_0, false, RIGHT, 3671, 0.0, 0.0, 0.0, 0.0
5,2020-02-24 05:20:28am, DYNAMIC, random_0, true, LEFT, 3497, 0.0, 0.0, 0.0, 0.0
6,2020-02-24 05:20:32am, DYNAMIC, random_0, true, LEFT, 3615, 0.0, 0.0, 0.0, 0.0
7,2020-02-24 05:20:36am, DYNAMIC, random_0, false, RIGHT, 3625, 0.0, 1.0, 1.0, 0.0
8,2020-02-24 05:20:40am, DYNAMIC, random_0, true, LEFT, 4032, 0.0, 0.0, 0.0, 0.0
9,2020-02-24 05:20:45am, DYNAMIC, random_0, false, RIGHT, 4951, 0.0, 0.0, 0.0, 0.0
10,2020-02-24 05:20:50am, DYNAMIC, random_0, true, LEFT, 5079, 0.0, 0.0, 0.0, 0.0
11,2020-02-24 05:20:55am, DYNAMIC, random_0, false, RIGHT, 5001, 0.0, 0.0, 0.0, 0.0
12,2020-02-24 05:20:59am, DYNAMIC, random_0, true, LEFT, 3888, 0.0, 0.0, 0.0, 0.0
13,2020-02-24 05:21:04am, DYNAMIC, random_0, false, RIGHT, 5504, 0.0, 1.0, 1.0, 0.0
14,2020-02-24 05:21:08am, DYNAMIC, random_0, true, LEFT, 3608, 0.0, 0.0, 0.0, 0.0
15,2020-02-24 05:21:12am, DYNAMIC, random_0, true, LEFT, 4175, 1.0, 0.0, 1.0, 0.0
16,2020-02-24 05:21:16am, DYNAMIC, random_0, true, LEFT, 3665, 1.0, 0.0, 1.0, 0.0
17,2020-02-24 05:21:19am, DYNAMIC, random_0, true, LEFT, 3624, 1.0, 0.0, 1.0, 0.0
18,2020-02-24 05:21:23am, DYNAMIC, random_0, true, LEFT, 3529, 1.0, 0.0, 1.0, 0.0
19,2020-02-24 05:21:26am, DYNAMIC, random_0, true, LEFT, 3567, 1.0, 0.0, 1.0, 0.0
20,2020-02-24 05:21:30am, DYNAMIC, random_0, true, LEFT, 4153, 1.0, 0.0, 1.0, 0.0
