,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[36.],[[[0 0 1 0 0]]],[[12.]],[4],[0.],[[0 0 0 0 0]],"[[-1.71398059e-01  8.72794509e-01 -9.75622237e-01  1.23497320e-03
   5.82788880e-06  1.42179266e-01  5.90049401e-02  7.97575057e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  2.00000000e-01]]"
1,[14.],[[[0 0 0 0 1]]],[[19.]],[1],[42.],[[0 0 0 0 0]],"[[-0.18740007  0.99596858 -0.00584131  0.51223493  0.00149713  0.32834777
   0.05438138  0.1035388   0.          0.          0.          1.
   0.          0.3       ]]"
2,[31.],[[[0 0 0 1 0]]],[[14.]],[3],[10.],[[0 0 0 0 0]],"[[-2.84775317e-01  9.18774307e-01 -3.02420378e-01  7.75201023e-02
   4.27228835e-04  6.30764782e-01  7.09193796e-02  2.20368549e-01
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[16.],[[[0 0 1 0 0]]],[[11.]],[2],[16.],[[0 0 0 0 0]],"[[-5.58207154e-01  4.86967772e-01 -1.60544530e-01  3.31652979e-03
   3.66411550e-04  9.86065865e-01  5.25351614e-03  4.99780802e-03
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-5.87133348e-01  7.36761749e-01 -8.43846917e-01  3.23044427e-04
   9.90048920e-06  8.36961150e-01  2.10428052e-02  1.41663074e-01
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[33.],[[[0 0 1 0 0]]],[[11.]],[4],[0.],[[0 0 0 0 0]],"[[-6.39647007e-01  8.36943209e-01 -9.56750035e-01  1.94191933e-04
   4.06105983e-06  7.45049834e-01  2.28988007e-02  2.31853127e-01
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-8.76283348e-01 -2.42118403e-01  8.19366336e-01  7.59156479e-04
   9.66340024e-03  9.89551485e-01  2.52031714e-05  6.55759152e-07
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-8.78194869e-01  1.59239948e-01  9.74335372e-01  1.29132504e-02
   2.13308036e-02  9.65677619e-01  7.55034125e-05  2.80970153e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-8.82558048e-01  6.40996099e-01  9.88987327e-01  1.48499802e-01
   2.08580643e-02  8.30308974e-01  3.07410548e-04  2.57712436e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-6.18278623e-01  7.14608192e-01  9.92002487e-01  6.27911031e-01
   2.89694648e-02  3.42405528e-01  6.46038097e-04  6.79134973e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
