,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[36.],[[[0 0 1 0 0]]],[[12.]],[4],[0.],[[0 0 0 0 0]],"[[-1.71398059e-01  8.72794509e-01 -9.75622237e-01  1.23497320e-03
   5.82788880e-06  1.42179266e-01  5.90049401e-02  7.97575057e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  2.00000000e-01]]"
1,[13.],[[[0 0 0 0 1]]],[[18.]],[1],[40.],[[0 0 0 0 0]],"[[-0.18837811  0.99589175  0.00678244  0.5286451   0.00155213  0.32135591
   0.05208765  0.09635929  0.          0.          1.          0.
   0.          0.3       ]]"
2,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],"[[-5.58439434e-01  4.80105460e-01 -3.11739538e-02  5.93927456e-03
   6.90258516e-04  9.85968232e-01  4.34508966e-03  3.05715250e-03
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],"[[-5.82550168e-01  7.92117119e-01 -8.98202837e-01  3.14253703e-04
   7.10845916e-06  7.62149811e-01  2.52828989e-02  2.12246016e-01
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-8.26938272e-01 -1.29603043e-01  8.40136647e-01  2.16940884e-03
   1.35260019e-02  9.84257221e-01  4.59308503e-05  1.41740452e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[36.],[[[0 0 1 0 0]]],[[12.]],[4],[0.],[[0 0 0 0 0]],"[[-8.27689707e-01  8.72793853e-01 -8.87438774e-01  1.00550838e-04
   2.97312590e-06  8.98419261e-01  1.05953235e-02  9.08819288e-02
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-9.59204078e-01 -3.97986293e-01  7.41711080e-01  1.25909326e-04
   4.46105842e-03  9.95401978e-01  1.08065879e-05  2.46237562e-07
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-9.59554553e-01  1.43849269e-01  9.71198797e-01  6.57311967e-03
   1.47311715e-02  9.78646457e-01  4.76134264e-05  1.68213990e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-9.53032613e-01  5.49806416e-01  9.86419797e-01  6.02156669e-02
   1.64435524e-02  9.23153460e-01  1.75037931e-04  1.22302554e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[12.],[[0 0 0 0 0]],"[[9.87713456e-01 2.64471561e-01 9.86438870e-01 9.94499207e-01
  5.33988094e-03 5.10568389e-05 1.00697747e-04 9.12370888e-06
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
