,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-1.72488019e-01  7.36818492e-01 -8.59539092e-01  2.36453698e-03
   2.28275712e-05  3.23293805e-01  7.32536763e-02  6.01065218e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  2.00000000e-01]]"
1,[14.],[[[0 0 0 0 1]]],[[19.]],[1],[42.],[[0 0 0 0 0]],"[[-0.18120782  0.99589115  0.08741936  0.64669049  0.00187836  0.25339746
   0.03846191  0.0595718   0.          0.          1.          0.
   0.          0.3       ]]"
2,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],"[[-5.54820359e-01  4.71794069e-01 -1.67580768e-02  6.25247322e-03
   7.52040069e-04  9.85923052e-01  4.22910834e-03  2.84334389e-03
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],"[[-5.78160048e-01  7.92117000e-01 -8.97884548e-01  3.23115935e-04
   7.22050027e-06  7.57850707e-01  2.57163253e-02  2.16102615e-01
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-8.24306726e-01 -1.22990265e-01  8.40987563e-01  2.29880051e-03
   1.37536395e-02  9.83898580e-01  4.75330053e-05  1.48269828e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],"[[-8.25437188e-01  7.92110205e-01 -8.09354842e-01  1.01766949e-04
   4.56921089e-06  9.43331897e-01  7.79548706e-03  4.87661697e-02
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-9.45963979e-01 -3.70996237e-01  7.67888367e-01  1.81207535e-04
   5.40195685e-03  9.94404316e-01  1.22388656e-05  2.77218419e-07
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-9.46480215e-01  1.45547554e-01  9.72455382e-01  7.32568512e-03
   1.56960823e-02  9.76925254e-01  5.11139224e-05  1.81540975e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-9.41800117e-01  5.65154731e-01  9.87201691e-01  7.03128204e-02
   1.71988681e-02  9.12281513e-01  1.92873224e-04  1.38817331e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-7.40329981e-01  6.46285176e-01  9.90800202e-01  3.32376450e-01
   3.05968560e-02  6.36476576e-01  5.05080970e-04  4.50074767e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
