,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],"[[-1.72056332e-01  7.92128980e-01 -9.21293855e-01  1.67426514e-03
   1.20611185e-05  2.28893697e-01  6.75827190e-02  7.01837242e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  2.00000000e-01]]"
1,[15.],[[[0 0 0 0 1]]],[[20.]],[1],[45.],[[0 0 0 0 0]],"[[-0.18254592  0.99610525  0.03447303  0.57534152  0.00166546  0.2931675
   0.0473224   0.08250304  1.          0.          0.          0.
   0.          0.3       ]]"
2,[3.],[[[1 0 0 0 0]]],[[1.]],[4],[0.],[[0 0 0 0 0]],"[[-0.02317281  0.5518263   0.03884227  0.34155551  0.00624431  0.56388146
   0.04795247  0.0403663   0.          0.          0.          1.
   0.          0.4       ]]"
3,[24.],[[[0 0 0 1 0]]],[[16.]],[2],[24.],[[0 0 0 0 0]],"[[-0.04187915  0.85353225 -0.07868107  0.46709818  0.00187979  0.31356117
   0.07637621  0.1410846   0.          0.          0.          1.
   0.          0.5       ]]"
4,[21.],[[[0 0 0 1 0]]],[[14.]],[2],[21.],[[0 0 0 0 0]],"[[-0.1272807   0.81304491  0.06526119  0.5060088   0.00323268  0.39279255
   0.04441864  0.05354739  1.          0.          0.          0.
   0.          0.6       ]]"
5,[6.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],"[[-8.74848545e-01  2.05494642e-01  4.07079495e-02  1.98198206e-04
   2.29952959e-04  9.99165058e-01  3.06614878e-04  1.00124918e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-8.87356699e-01  2.19425425e-01  8.33621442e-01  8.59342422e-03
   1.05144801e-02  9.80779171e-01  1.06843778e-04  6.03361423e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[6.],[[[0 0 1 0 0]]],[[9.]],[1],[20.],[[0 0 0 0 0]],"[[-9.02659416e-01  2.04202071e-01  9.41957235e-01  1.18155219e-02
   1.65163018e-02  9.71583784e-01  8.08236655e-05  3.46616366e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-9.04553473e-01  6.20717466e-01  9.73603368e-01  1.10685579e-01
   1.83128007e-02  8.70705009e-01  2.73866724e-04  2.27343262e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-6.79012239e-01  6.89803600e-01  9.81012762e-01  4.79992628e-01
   2.97513958e-02  4.89565611e-01  6.27155649e-04  6.31646981e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
