,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[13.],[[[0 0 1 0 0]]],[[9.]],[2],[13.],[[0 0 0 0 0]],"[[-0.23607738  0.99841374 -0.12914509  0.03007873  0.16214551  0.80414575
   0.00201795  0.00161207  0.          1.          0.          0.
   0.          0.02      ]]"
1,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-8.41199636e-01  9.99999404e-01 -6.54993892e-01  1.90271268e-04
   3.05087548e-02  9.68981564e-01  1.67256294e-04  1.52102366e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-02]]"
2,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-0.60842383  0.34626293 -0.03796464  0.00749277  0.25872242  0.72600889
   0.0036211   0.00415475  0.          0.          1.          0.
   0.          0.04      ]]"
3,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],"[[-7.50101089e-01  9.99999523e-01 -8.20896626e-01  1.36823219e-04
   1.34260030e-02  9.86147583e-01  1.47593935e-04  1.42032863e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-02]]"
4,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-0.54941696  0.26121649 -0.1099118   0.00772533  0.18861808  0.79314017
   0.00469088  0.00582551  0.          0.          1.          0.
   0.          0.06      ]]"
5,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-7.23960876e-01  9.99997318e-01 -8.12515855e-01  1.60559866e-04
   1.36233112e-02  9.85901475e-01  1.60423966e-04  1.54197318e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-02]]"
6,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-0.51572061  0.278853   -0.07442892  0.01031764  0.20956022  0.76870644
   0.00514936  0.00626634  0.          1.          0.          0.
   0.          0.08      ]]"
7,[18.],[[[0 1 0 0 0]]],[[6.]],[4],[0.],[[0 0 0 0 0]],"[[-9.05872524e-01  9.99979734e-01 -5.07674098e-01  2.70359626e-04
   6.12864830e-02  9.38086092e-01  1.91353829e-04  1.65639576e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-02]]"
8,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-0.63946462  0.42935693  0.04365534  0.00831338  0.34726617  0.63833737
   0.00295325  0.00312981  0.          1.          0.          0.
   0.          0.1       ]]"
9,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-9.20512319e-01  9.99998927e-01 -6.12454593e-01  1.58960698e-04
   3.94055061e-02  9.60152209e-01  1.49589890e-04  1.33669411e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e-01]]"
