,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[13.],[[[0 0 1 0 0]]],[[9.]],[2],[13.],[[0 0 0 0 0]],"[[-0.23607738  0.99841374 -0.12914509  0.03007873  0.16214551  0.80414575
   0.00201795  0.00161207  0.          0.          1.          0.
   0.          0.02      ]]"
1,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],"[[-6.08638585e-01  9.99940217e-01 -4.20238853e-01  1.59500132e-03
   6.92609772e-02  9.28250372e-01  4.81438357e-04  4.12194640e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-02]]"
2,[24.],[[[0 0 1 0 0]]],[[11.]],[3],[8.],[[0 0 0 0 0]],"[[-6.94910467e-01  9.99986947e-01 -6.89926505e-01  3.21414584e-04
   2.29932815e-02  9.76253211e-01  2.24273172e-04  2.07833393e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-02]]"
3,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-0.4416925   0.38432887  0.06897062  0.02353294  0.3237907   0.64084536
   0.00565147  0.00617953  0.          1.          0.          0.
   0.          0.05      ]]"
4,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-9.07417953e-01  9.99999166e-01 -6.44406438e-01  1.46480292e-04
   3.38589437e-02  9.65719104e-01  1.44770573e-04  1.30748274e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-02]]"
5,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-0.68436933  0.32527262 -0.08800703  0.00437242  0.22934991  0.75988472
   0.00293796  0.00345504  0.          0.          1.          0.
   0.          0.07      ]]"
6,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-7.93028474e-01  9.99996960e-01 -7.63651848e-01  1.45546626e-04
   1.80306211e-02  9.81532454e-01  1.49968982e-04  1.41440571e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-02]]"
7,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-0.58375281  0.28528067 -0.0971508   0.00686823  0.20406955  0.7798956
   0.00413643  0.00503022  0.          0.          1.          0.
   0.          0.09      ]]"
8,[33.],[[[0 0 1 0 0]]],[[11.]],[4],[0.],[[0 0 0 0 0]],"[[-7.19658315e-01  1.00000000e+00 -8.75502884e-01  1.22703117e-04
   1.02175409e-02  9.89379704e-01  1.41447701e-04  1.38679854e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e-01]]"
9,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-0.52895343  0.23407049 -0.13199735  0.00784264  0.16987699  0.81070131
   0.00509325  0.00648585  0.          0.          1.          0.
   0.          0.11      ]]"
