,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[13.],[[[0 0 1 0 0]]],[[9.]],[2],[13.],[[0 0 0 0 0]],"[[-0.23607738  0.99841374 -0.12914509  0.03007873  0.16214551  0.80414575
   0.00201795  0.00161207  0.          0.          1.          0.
   0.          0.02      ]]"
1,[13.],[[[0 0 1 0 0]]],[[9.]],[2],[13.],[[0 0 0 0 0]],"[[-5.99868000e-01  9.99459863e-01 -6.43858984e-02  6.73285546e-03
   2.70648867e-01  7.21126199e-01  8.44395079e-04  6.47702080e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-02]]"
2,[15.],[[[0 1 0 0 0]]],[[5.]],[4],[0.],[[0 0 0 0 0]],"[[-8.83044720e-01  9.99950767e-01 -1.91903301e-02  1.93540752e-03
   3.71813029e-01  6.25553131e-01  4.00296849e-04  2.98036786e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-02]]"
3,[21.],[[[0 1 0 0 0]]],[[7.]],[4],[0.],[[0 0 0 0 0]],"[[-9.56445396e-01  9.99995351e-01 -3.03752065e-01  5.00099268e-04
   1.47566020e-01  8.51497471e-01  2.41082424e-04  1.95319051e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-02]]"
4,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-9.62802410e-01  9.99995887e-01 -6.40613556e-01  1.15027411e-04
   3.61182280e-02  9.63525712e-01  1.26936618e-04  1.14161645e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-02]]"
5,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-0.74875116  0.30405992 -0.13281608  0.00273209  0.20410016  0.78774643
   0.00245939  0.00296186  0.          0.          1.          0.
   0.          0.07      ]]"
6,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-8.26193929e-01  9.99996364e-01 -7.59473979e-01  1.27116073e-04
   1.89149249e-02  9.80687737e-01  1.39274183e-04  1.30946471e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-02]]"
7,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-0.62196946  0.27398026 -0.12585536  0.00515081  0.18889062  0.79769844
   0.00369881  0.00456128  0.          1.          0.          0.
   0.          0.09      ]]"
8,[18.],[[[0 1 0 0 0]]],[[6.]],[4],[0.],[[0 0 0 0 0]],"[[-9.10905182e-01  9.99973834e-01 -5.43686152e-01  2.25516706e-04
   5.27172983e-02  9.46727097e-01  1.76038229e-04  1.54056921e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e-01]]"
9,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-0.65720683  0.40008038  0.00588945  0.00680318  0.31169352  0.67537922
   0.00292852  0.00319562  0.          1.          0.          0.
   0.          0.11      ]]"
