,adv action,condition,git,investment,repay
0,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",4,[0.]
1,[4],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",2,[6.]
2,[2],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",5,[7.5]
3,[1],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",9,[6.75]
4,[2],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",6,[9.]
5,[2],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",8,[12.]
6,[1],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",10,[7.5]
7,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",7,[0.]
8,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",0,[0.]
9,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",1,[0.]
