,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[0.],[[[1 0 0 0 0]]],[[0.001]],[1],[0.],[[0 0 0 0 0]],"[[ 0.30061293  0.73243707 -0.41227552  0.10418643  0.02716633  0.85279506
   0.00768738  0.0081648   0.          0.          1.          0.
   0.          0.02      ]]"
1,[13.],[[[0 0 1 0 0]]],[[9.]],[2],[13.],[[0 0 0 0 0]],"[[-4.55916584e-01  9.99400496e-01 -9.27634165e-02  1.21987937e-02
   2.21510559e-01  7.64152050e-01  1.20147609e-03  9.37133562e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-02]]"
2,[6.],[[[0 0 1 0 0]]],[[9.]],[1],[20.],[[0 0 0 0 0]],"[[-4.68558431e-01  9.85345781e-01  3.91997308e-01  3.74459997e-02
   6.98527575e-01  2.61998802e-01  1.20961200e-03  8.18074215e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-02]]"
3,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],"[[-8.58340681e-01  9.99946237e-01  5.66986859e-01  5.55815175e-03
   8.88604045e-01  1.05409473e-01  2.64174771e-04  1.64127166e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-02]]"
4,[6.],[[[0 0 1 0 0]]],[[9.]],[1],[20.],[[0 0 0 0 0]],"[[-7.45762110e-01  9.94380891e-01  6.70392811e-01  1.07666124e-02
   9.13808942e-01  7.49159604e-02  3.16369871e-04  1.92177366e-04
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-02]]"
5,[0.],[[[1 0 0 0 0]]],[[1.]],[1],[2.],[[0 0 0 0 0]],"[[-4.92206156e-01  9.71200109e-01  8.97051096e-01  4.52511981e-02
   9.20138180e-01  3.38708833e-02  4.67513775e-04  2.72285455e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-02]]"
6,[7.],[[[0 1 0 0 0]]],[[5.]],[2],[7.],[[0 0 0 0 0]],"[[-7.20514297e-01  9.99843895e-01  9.67862368e-01  1.33758243e-02
   9.65535462e-01  2.08104551e-02  1.79212730e-04  9.90365734e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-02]]"
7,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],"[[-9.22547817e-01  9.99980211e-01  9.80149925e-01  4.43496369e-03
   9.78781164e-01  1.66461188e-02  8.91458112e-05  4.85342935e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-02]]"
8,[3.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],"[[-7.02131510e-01  9.98622835e-01  9.91618037e-01  1.48476576e-02
   9.65875983e-01  1.89958774e-02  1.81000374e-04  9.94639922e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e-01]]"
9,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],"[[-9.21738982e-01  9.99981761e-01  9.83073592e-01  4.45675058e-03
   9.78965580e-01  1.64405555e-02  8.87973802e-05  4.83027034e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e-01]]"
