,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[16.],[[[0 0 1 0 0]]],[[11.]],[2],[16.],[[0 0 0 0 0]],"[[-0.23132396  0.99957734 -0.36148545  0.01198117  0.06411285  0.92131954
   0.00139184  0.00119466  0.          0.          1.          0.
   0.          0.02      ]]"
1,[16.],[[[0 0 1 0 0]]],[[11.]],[2],[16.],[[0 0 0 0 0]],"[[-5.41424036e-01  9.99757946e-01 -3.26221973e-01  3.26335221e-03
   9.69377533e-02  8.98552835e-01  6.79121760e-04  5.66825795e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-02]]"
2,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-6.15079999e-01  9.88528073e-01  1.75783098e-01  1.22597041e-02
   5.24178326e-01  4.62000281e-01  9.09944996e-04  6.51675102e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-02]]"
3,[7.],[[[0 0 1 0 0]]],[[10.]],[1],[22.],[[0 0 0 0 0]],"[[-6.43413365e-01  9.93570507e-01  4.18852746e-01  1.55983027e-02
   7.66321123e-01  2.16956958e-01  6.76445954e-04  4.47058061e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-02]]"
4,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],"[[-8.87462318e-01  9.99935329e-01  6.39234602e-01  4.91758902e-03
   9.18407381e-01  7.63392076e-02  2.08992147e-04  1.26757252e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-02]]"
5,[6.],[[[0 0 1 0 0]]],[[9.]],[1],[20.],[[0 0 0 0 0]],"[[-7.62827873e-01  9.95055497e-01  7.21728504e-01  1.00101698e-02
   9.30151463e-01  5.94086349e-02  2.69158249e-04  1.60691066e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-02]]"
6,[10.],[[[0 1 0 0 0]]],[[7.]],[2],[10.],[[0 0 0 0 0]],"[[-8.80988181e-01  9.99908686e-01  9.20000911e-01  5.51560894e-03
   9.71733272e-01  2.25687195e-02  1.17249845e-04  6.51911323e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-02]]"
7,[5.],[[[0 1 0 0 0]]],[[7.]],[1],[15.],[[0 0 0 0 0]],"[[-7.67443180e-01  9.99380291e-01  9.82888341e-01  1.03840344e-02
   9.70652163e-01  1.87336355e-02  1.48597668e-04  8.15501480e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-02]]"
8,[7.],[[[0 1 0 0 0]]],[[5.]],[2],[7.],[[0 0 0 0 0]],"[[-8.17299187e-01  9.99813020e-01  9.87705827e-01  7.91111402e-03
   9.74305749e-01  1.75905507e-02  1.24483267e-04  6.80102312e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e-01]]"
9,[6.],[[[0 1 0 0 0]]],[[8.]],[1],[18.],[[0 0 0 0 0]],"[[-7.96561241e-01  9.99690533e-01  9.89690661e-01  8.86515528e-03
   9.73190606e-01  1.77388098e-02  1.32791232e-04  7.25920399e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e-01]]"
