,0,1
0,0.9527695,0.047230482
1,0.63154286,0.36845717
2,0.9668082,0.03319183
3,0.95261663,0.047383323
4,0.53986096,0.46013907
5,0.82565963,0.17434037
6,0.8703879,0.12961206
7,0.9099025,0.090097494
8,0.8825103,0.11748969
9,0.46559992,0.53440005
10,0.5958251,0.4041749
11,0.9350292,0.06497074
12,0.8316038,0.1683962
13,0.7239385,0.27606148
14,0.8828765,0.117123455
15,0.5617119,0.43828803
16,0.8211969,0.17880309
17,0.9200727,0.079927385
18,0.96266246,0.037337538
19,0.9656127,0.034387313
20,0.90372884,0.096271224
21,0.9348656,0.065134436
22,0.9292638,0.07073628
23,0.93402463,0.06597537
24,0.9346092,0.06539081
25,0.93643653,0.06356346
26,0.93770033,0.062299695
27,0.9391172,0.06088277
28,0.94045275,0.059547294
29,0.941793,0.05820702
30,0.9745292,0.02547083
31,0.9740772,0.025922718
32,0.9238078,0.07619225
33,0.7926514,0.2073486
34,0.8058471,0.19415288
35,0.8766159,0.12338412
36,0.96794087,0.032059144
37,0.97327536,0.026724596
38,0.93644553,0.063554466
39,0.976841,0.023159008
40,0.95724416,0.04275586
41,0.9620813,0.037918773
42,0.95813686,0.041863088
43,0.9161824,0.083817616
44,0.7674628,0.23253722
45,0.59142536,0.4085746
46,0.53748673,0.46251327
47,0.5288246,0.47117528
48,0.52271897,0.47728097
49,0.6167978,0.38320217
50,0.16891883,0.8310812
51,0.16933283,0.8306672
52,0.25620115,0.74379885
53,0.3599039,0.6400961
54,0.43812153,0.5618785
55,0.7798931,0.2201069
56,0.8867136,0.11328635
57,0.591216,0.40878394
58,0.5185516,0.48144844
59,0.52485186,0.4751481
60,0.55332345,0.4466766
61,0.65985525,0.3401447
62,0.5750866,0.42491344
63,0.68790334,0.3120966
64,0.7821174,0.21788259
65,0.5645253,0.43547466
66,0.6694675,0.33053252
67,0.5260081,0.47399184
68,0.63757867,0.3624213
69,0.73889256,0.26110744
70,0.79473954,0.20526044
71,0.5141149,0.48588508
72,0.461465,0.538535
73,0.48310545,0.5168946
74,0.586531,0.41346902
75,0.6957056,0.30429444
76,0.5130242,0.48697576
77,0.6143077,0.38569233
78,0.7066207,0.2933793
79,0.49771166,0.50228834
80,0.46772823,0.53227174
81,0.5655338,0.43446627
82,0.66773057,0.33226943
83,0.4936426,0.5063574
84,0.4765709,0.52342904
85,0.51338315,0.4866168
86,0.6119362,0.38806382
87,0.7092532,0.29074678
88,0.51670396,0.48329604
89,0.49861398,0.501386
90,0.5955711,0.40442893
91,0.69427335,0.30572662
92,0.50263345,0.49736646
93,0.48501837,0.5149816
94,0.5800381,0.4199619
95,0.6790326,0.3209674
96,0.74225867,0.2577413
97,0.48885813,0.51114184
98,0.44031996,0.55968004
99,0.47057912,0.52942085
