,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],"[[-0.23604636  0.9993431  -0.28683484  0.01607163  0.08774742  0.89328432
   0.00157544  0.00132107  0.          0.          1.          0.
   0.          0.2       ]]"
1,[6.],[[[0 0 1 0 0]]],[[9.]],[1],[20.],[[0 0 0 0 0]],"[[-0.28585127  0.98321635  0.38504547  0.09161212  0.62144661  0.2835049
   0.0020388   0.00139755  0.          1.          0.          0.
   0.          0.3       ]]"
2,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],"[[-8.22475016e-01  9.99958098e-01  5.09985209e-01  6.50679786e-03
   8.56830776e-01  1.36125714e-01  3.28538561e-04  2.08171637e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[15.],[[[0 1 0 0 0]]],[[7.]],[3],[5.],[[0 0 0 0 0]],"[[-9.47944760e-01  9.99982178e-01  7.18514204e-01  3.64060560e-03
   9.44337308e-01  5.17907366e-02  1.45511483e-04  8.58196072e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[13.],[[0 0 0 0 0]],"[[-7.14534402e-01  9.98296440e-01  9.43119705e-01  1.37628131e-02
   9.62574840e-01  2.33603232e-02  1.93897315e-04  1.08119857e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[9.],[[[0 1 0 0 0]]],[[6.]],[2],[9.],[[0 0 0 0 0]],"[[-8.61432910e-01  9.99921441e-01  9.79670346e-01  6.20313641e-03
   9.76056039e-01  1.75716709e-02  1.09433444e-04  5.97895050e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[6.],[[[0 1 0 0 0]]],[[8.]],[1],[18.],[[0 0 0 0 0]],"[[-8.08840334e-01  9.99663472e-01  9.89500344e-01  8.28885939e-03
   9.73940194e-01  1.75738428e-02  1.27555992e-04  6.96888455e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[5.],[[[0 1 0 0 0]]],[[7.]],[1],[15.],[[0 0 0 0 0]],"[[-7.52963185e-01  9.99526560e-01  9.90258038e-01  1.12512903e-02
   9.70170796e-01  1.83406845e-02  1.53255009e-04  8.39720087e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[18.],[[0 0 0 0 0]],"[[-3.96353930e-01  9.96976018e-01  9.91661310e-01  7.52861723e-02
   9.00676072e-01  2.32951101e-02  4.76296293e-04  2.66407063e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[24.],[[0 0 0 0 0]],"[[-8.53050277e-02  9.97515559e-01  9.85198677e-01  3.10580760e-01
   6.64441943e-01  2.33769696e-02  1.01940183e-03  5.80899941e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
