,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],"[[-0.23604636  0.9993431  -0.28683484  0.01607163  0.08774742  0.89328432
   0.00157544  0.00132107  0.          0.          1.          0.
   0.          0.2       ]]"
1,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-0.42392141  0.99301583  0.26550046  0.03838391  0.56624997  0.39280626
   0.00150421  0.0010556   1.          0.          0.          0.
   0.          0.3       ]]"
2,[4.],[[[1 0 0 0 0]]],[[2.]],[3],[1.],[[0 0 0 0 0]],"[[-0.27590546  0.99019694  0.34295434  0.09018084  0.58214456  0.32404953
   0.00214263  0.00148236  0.          0.          1.          0.
   0.          0.4       ]]"
3,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-5.11408806e-01  9.98287320e-01  4.27254260e-01  3.12726535e-02
   7.40357161e-01  2.26725385e-01  9.89719061e-04  6.55152020e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[9.],[[[0 1 0 0 0]]],[[6.]],[2],[9.],[[0 0 0 0 0]],"[[-7.61236191e-01  9.99803782e-01  7.00120449e-01  1.00044487e-02
   9.24384058e-01  6.51642904e-02  2.79612432e-04  1.67570863e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[13.],[[0 0 0 0 0]],"[[-6.15228236e-01  9.98646498e-01  9.34576511e-01  2.35156640e-02
   9.49865043e-01  2.61931699e-02  2.72818725e-04  1.53326371e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[5.],[[[0 1 0 0 0]]],[[7.]],[1],[15.],[[0 0 0 0 0]],"[[-6.56759739e-01  9.99594510e-01  9.79595780e-01  1.89465825e-02
   9.59954560e-01  2.07647290e-02  2.15173146e-04  1.18906755e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[18.],[[0 0 0 0 0]],"[[-3.12707961e-01  9.97261643e-01  9.89233375e-01  1.14263393e-01
   8.60536397e-01  2.42522750e-02  6.06771035e-04  3.41132167e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[24.],[[0 0 0 0 0]],"[[-3.16079799e-03  9.97789502e-01  9.82771218e-01  4.14191753e-01
   5.62473118e-01  2.15345994e-02  1.14483980e-03  6.55688636e-04
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[3.],[[0 0 0 0 0]],"[[4.54161644e-01 9.94757295e-01 9.80062127e-01 8.96163940e-01
  9.67001095e-02 5.64858876e-03 9.36125056e-04 5.51196455e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
