,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[16.],[[[0 0 1 0 0]]],[[11.]],[2],[16.],[[0 0 0 0 0]],"[[-0.23132396  0.99957734 -0.36148545  0.01198117  0.06411285  0.92131954
   0.00139184  0.00119466  0.          0.          1.          0.
   0.          0.2       ]]"
1,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-0.41380268  0.99180287  0.24826658  0.03905009  0.54524565  0.41303355
   0.00156504  0.00110565  0.          1.          0.          0.
   0.          0.3       ]]"
2,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],"[[-8.37934077e-01  9.99930859e-01  4.01014626e-01  5.46173844e-03
   7.90336668e-01  2.03587458e-01  3.71088216e-04  2.43037881e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[7.],[[[0 1 0 0 0]]],[[5.]],[2],[7.],[[0 0 0 0 0]],"[[-7.84265578e-01  9.99189317e-01  7.67871320e-01  9.03292093e-03
   9.42804873e-01  4.78046052e-02  2.25519674e-04  1.32219982e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[10.],[[[0 1 0 0 0]]],[[7.]],[2],[10.],[[0 0 0 0 0]],"[[-8.86742294e-01  9.99915659e-01  9.38650310e-01  5.36203198e-03
   9.73801315e-01  2.06653904e-02  1.10318251e-04  6.09629278e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[3.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],"[[-6.75446153e-01  9.98559535e-01  9.86471474e-01  1.71479825e-02
   9.62690115e-01  1.98518299e-02  1.99851987e-04  1.10163783e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[13.],[[0 0 0 0 0]],"[[-6.40016735e-01  9.99389052e-01  9.88141596e-01  2.07736660e-02
   9.58634615e-01  2.02455372e-02  2.23001887e-04  1.23033940e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[13.],[[0 0 0 0 0]],"[[-6.20822012e-01  9.99423623e-01  9.87571716e-01  2.30379757e-02
   9.56000149e-01  2.05929931e-02  2.37591608e-04  1.31241075e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[18.],[[0 0 0 0 0]],"[[-2.86012590e-01  9.97382998e-01  9.89377737e-01  1.30007640e-01
   8.44612122e-01  2.43621469e-02  6.51364448e-04  3.66691733e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[18.],[[0 0 0 0 0]],"[[2.27418263e-02 9.97881055e-01 9.82035041e-01 4.49021846e-01
  5.28356373e-01 2.07719319e-02 1.17555424e-03 6.74346869e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
