,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[16.],[[[0 0 1 0 0]]],[[11.]],[2],[16.],[[0 0 0 0 0]],"[[-0.23132396  0.99957734 -0.36148545  0.01198117  0.06411285  0.92131954
   0.00139184  0.00119466  0.          0.          1.          0.
   0.          0.2       ]]"
1,[6.],[[[0 0 1 0 0]]],[[9.]],[1],[20.],[[0 0 0 0 0]],"[[-0.28363493  0.9803158   0.36651343  0.09023586  0.60501337  0.30119473
   0.00210317  0.00145283  0.          1.          0.          0.
   0.          0.3       ]]"
2,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],"[[-8.21486056e-01  9.99956191e-01  4.91026133e-01  6.45206496e-03
   8.46267104e-01  1.46723598e-01  3.40331142e-04  2.16930901e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[7.],[[[0 1 0 0 0]]],[[5.]],[2],[7.],[[0 0 0 0 0]],"[[-7.83830523e-01  9.99358356e-01  8.23714197e-01  9.19336732e-03
   9.53022957e-01  3.74680199e-02  2.00275768e-04  1.15388262e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[18.],[[[0 1 0 0 0]]],[[6.]],[4],[0.],[[0 0 0 0 0]],"[[-9.66712534e-01  9.99997854e-01  9.29557085e-01  3.45020788e-03
   9.76311862e-01  2.01041661e-02  8.62030211e-05  4.75613560e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[3.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],"[[-7.10779727e-01  9.98346150e-01  9.85906124e-01  1.41532039e-02
   9.66215014e-01  1.93553176e-02  1.78331931e-04  9.81426783e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[5.],[[[0 1 0 0 0]]],[[7.]],[1],[15.],[[0 0 0 0 0]],"[[-7.13383973e-01  9.99586046e-01  9.88198221e-01  1.39544047e-02
   9.66662109e-01  1.91117022e-02  1.75375069e-04  9.63577695e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],"[[-3.63782763e-01  9.97119427e-01  9.90911305e-01  8.87576267e-02
   8.86731505e-01  2.36927960e-02  5.24229661e-04  2.93780526e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],"[[-5.35340346e-02  9.97632623e-01  9.84305978e-01  3.49097103e-01
   6.26450956e-01  2.27678176e-02  1.07199955e-03  6.12055650e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[18.],[[0 0 0 0 0]],"[[2.47648790e-01 9.98413324e-01 9.73701358e-01 7.36061275e-01
  2.49563321e-01 1.24621531e-02 1.20930537e-03 7.03849480e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
