,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[13.],[[[0 0 1 0 0]]],[[9.]],[2],[13.],[[0 0 0 0 0]],"[[-0.23607738  0.99841374 -0.12914509  0.03007872  0.1621455   0.80414569
   0.00201795  0.00161207  0.          1.          0.          0.
   0.          0.2       ]]"
1,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],"[[-7.68646479e-01  9.99871433e-01  1.44068405e-01  5.23795141e-03
   5.27200997e-01  4.66584265e-01  5.70541597e-04  4.06303501e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[7.],[[[0 1 0 0 0]]],[[5.]],[2],[7.],[[0 0 0 0 0]],"[[-7.44716287e-01  9.98669803e-01  5.98393738e-01  1.04480488e-02
   8.87896597e-01  1.01070300e-01  3.61242477e-04  2.23812094e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[13.],[[[0 1 0 0 0]]],[[6.]],[3],[4.],[[0 0 0 0 0]],"[[-9.23782885e-01  9.99968588e-01  8.19798529e-01  4.27216012e-03
   9.61579084e-01  3.39493975e-02  1.26883053e-04  7.26082944e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[15.],[[[0 1 0 0 0]]],[[5.]],[4],[0.],[[0 0 0 0 0]],"[[-9.65507150e-01  9.99989986e-01  9.47935581e-01  3.48391430e-03
   9.77850974e-01  1.85364652e-02  8.30470817e-05  4.55621484e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[3.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],"[[-7.14187145e-01  9.98418570e-01  9.88261700e-01  1.38984360e-02
   9.66729760e-01  1.90999229e-02  1.75384324e-04  9.64274805e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[3.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],"[[-5.97993135e-01  9.98996556e-01  9.89578664e-01  2.60612350e-02
   9.52784181e-01  2.07588747e-02  2.54854735e-04  1.40901946e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[3.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],"[[-5.25739670e-01  9.99159276e-01  9.87451434e-01  3.83141488e-02
   9.39144313e-01  2.20404025e-02  3.22165433e-04  1.78919028e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],"[[-2.01627254e-01  9.97608602e-01  9.87585664e-01  1.92047045e-01
   7.82163262e-01  2.45288443e-02  8.05218995e-04  4.55584581e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[1.05656862e-01 9.98115301e-01 9.79277670e-01 5.62076271e-01
  4.18047428e-01 1.79240983e-02 1.23823818e-03 7.14028836e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
