,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],"[[-2.16700241e-01  9.99824941e-01 -4.98062700e-01  7.05532404e-03
   3.52032557e-02  9.55647409e-01  1.10432901e-03  9.89648863e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[9.],[[[0 0 1 0 0]]],[[12.]],[1],[27.],[[0 0 0 0 0]],"[[-0.42921987  0.99301791  0.15118939  0.02919555  0.4475989   0.5205707
   0.0015257   0.00110912  0.          1.          0.          0.
   0.          0.3       ]]"
2,[10.],[[[0 1 0 0 0]]],[[7.]],[2],[10.],[[0 0 0 0 0]],"[[-7.63772726e-01  9.99785423e-01  4.36423570e-01  8.38887226e-03
   8.02834153e-01  1.88040838e-01  4.46021499e-04  2.90111202e-04
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[9.],[[[1 0 0 0 0]]],[[4.]],[3],[3.],[[0 0 0 0 0]],"[[-6.61646843e-01  9.98819530e-01  5.61467409e-01  1.59551948e-02
   8.58629644e-01  1.24593809e-01  5.04095282e-04  3.17329745e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[10.],[[[0 1 0 0 0]]],[[7.]],[2],[10.],[[0 0 0 0 0]],"[[-8.50637257e-01  9.99885440e-01  8.13450336e-01  6.36648154e-03
   9.56269145e-01  3.71059924e-02  1.64022102e-04  9.44271378e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[3.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],"[[-6.25791967e-01  9.98167634e-01  9.66409206e-01  2.23530196e-02
   9.54707503e-01  2.25568749e-02  2.45902804e-04  1.36800125e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[3.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],"[[-5.36557257e-01  9.99071240e-01  9.85567391e-01  3.61645818e-02
   9.41281855e-01  2.20671277e-02  3.12746939e-04  1.73697437e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[13.],[[0 0 0 0 0]],"[[-5.59108555e-01  9.99501765e-01  9.84898150e-01  3.20636481e-02
   9.45692122e-01  2.17914041e-02  2.91302538e-04  1.61578282e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[18.],[[0 0 0 0 0]],"[[-2.30136454e-01  9.97577667e-01  9.87993240e-01  1.68879673e-01
   8.05368364e-01  2.45747883e-02  7.52283260e-04  4.24927595e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[18.],[[0 0 0 0 0]],"[[7.78634921e-02 9.98046398e-01 9.80217457e-01 5.24332464e-01
  4.54799473e-01 1.89398061e-02 1.22382550e-03 7.04474107e-04
  0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
