,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[16.],[[[0 0 1 0 0]]],[[11.]],[2],[16.],[[0 0 0 0 0]],"[[-0.23132396  0.99957734 -0.36148545  0.01198117  0.06411285  0.92131954
   0.00139184  0.00119466  0.          1.          0.          0.
   0.          0.2       ]]"
1,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-7.86594272e-01  9.99998927e-01 -7.12395847e-01  1.89350991e-04
   2.25436706e-02  9.76939142e-01  1.69987936e-04  1.57840492e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-0.56050754  0.3267695  -0.04103687  0.00934806  0.2461818   0.73520303
   0.00427905  0.00498806  0.          0.          1.          0.
   0.          0.4       ]]"
3,[24.],[[[0 0 1 0 0]]],[[11.]],[3],[8.],[[0 0 0 0 0]],"[[-7.50022233e-01  9.99991179e-01 -7.04530895e-01  2.32688471e-04
   2.26113144e-02  9.76790667e-01  1.89420272e-04  1.75805370e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-0.51379776  0.34887394  0.00205457  0.01350802  0.2755633   0.70065862
   0.00480546  0.00546461  0.          1.          0.          0.
   0.          0.6       ]]"
5,[15.],[[[0 1 0 0 0]]],[[5.]],[4],[0.],[[0 0 0 0 0]],"[[-9.07969952e-01  9.99939322e-01 -1.45925507e-01  1.13922055e-03
   2.53800869e-01  7.44460881e-01  3.37791222e-04  2.61257926e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-0.51995593  0.67335147  0.34420183  0.02874138  0.65103668  0.31606749
   0.00226631  0.00188814  0.          0.          1.          0.
   0.          0.8       ]]"
7,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-0.20163022  0.88703448  0.75958145  0.18539648  0.74374199  0.068041
   0.00170821  0.00111234  0.          0.          1.          0.
   0.          0.9       ]]"
8,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[0.20517725 0.97553706 0.86487752 0.68128681 0.29274899 0.02326733
  0.00167573 0.00102117 1.         0.         0.         0.
  0.         1.        ]]"
9,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[0.],[[0 0 0 0 0]],"[[5.91265976e-01 9.92637277e-01 9.47806478e-01 9.47117567e-01
  4.79337908e-02 3.66947451e-03 7.99460104e-04 4.79679933e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
