,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],"[[-2.16700241e-01  9.99824941e-01 -4.98062700e-01  7.05532404e-03
   3.52032557e-02  9.55647409e-01  1.10432901e-03  9.89648863e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],"[[-4.97362196e-01  9.99503195e-01 -2.79376328e-01  4.87675611e-03
   1.13072932e-01  8.80545735e-01  8.24516290e-04  6.79963618e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[27.],[[[0 0 1 0 0]]],[[12.]],[3],[9.],[[0 0 0 0 0]],"[[-6.35678053e-01  9.99997973e-01 -7.64668643e-01  3.01336113e-04
   1.56232547e-02  9.83642697e-01  2.21701528e-04  2.10961181e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-0.39363632  0.35398227  0.06123894  0.02896868  0.30287424  0.6537016
   0.00681814  0.00763733  0.          1.          0.          0.
   0.          0.5       ]]"
4,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-9.05099630e-01  9.99999285e-01 -6.75351322e-01  1.28839194e-04
   2.94743348e-02  9.70135689e-01  1.36543837e-04  1.24526778e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-0.69084251  0.30288967 -0.11653695  0.00382933  0.2072617   0.78244931
   0.00293236  0.00352734  0.          0.          1.          0.
   0.          0.7       ]]"
6,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-0.51146924  0.58073813  0.53822577  0.03833614  0.79325038  0.16426876
   0.00226255  0.00188206  0.          1.          0.          0.
   0.          0.8       ]]"
7,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],"[[-3.87436360e-01  8.93891931e-01  9.34918642e-01  8.00777227e-02
   8.87927055e-01  3.08530964e-02  7.10356166e-04  4.31731343e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],"[[-1.59718975e-01  9.75620210e-01  9.83461857e-01  2.31340215e-01
   7.42401183e-01  2.47804355e-02  9.38056619e-04  5.40065521e-04
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[12.],[[0 0 0 0 0]],"[[3.05753678e-01 9.90637004e-01 9.82856870e-01 7.93835759e-01
  1.94516078e-01 9.83428117e-03 1.14429207e-03 6.69493340e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
