,adv action,condition,git,investment,repay
0,[3],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",15,[33.75]
1,[1],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",12,[9.]
2,[1],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",8,[6.]
3,[3],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",10,[22.5]
4,[1],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",13,[9.75]
5,[0],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",12,[0.]
6,[4],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",8,[24.]
7,[3],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",11,[24.75]
8,[3],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",7,[15.75]
9,[0],"""rnd""","('a4e6d4bf858f1d56ee8e80fa02e1ac95447b1168', 'vec')",8,[0.]
