,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[39.],[[[0 0 0 1 0]]],[[13.]],[4],[0.],[[0 0 0 0 0]],"[[0.57791311 0.99945498 0.00930132 0.00850558 0.05938494 0.10384791
  0.59547281 0.23278868 0.         0.         0.         0.
  1.         0.02      ]]"
1,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.39426851  0.98511183 -0.39822775  0.00665775  0.03885464  0.07216666
   0.38265184  0.49966905  0.          0.          0.          0.
   1.          0.03      ]]"
2,[13.],[[[0 0 0 0 1]]],[[18.]],[1],[40.],[[0 0 0 0 0]],"[[ 0.27422512  0.45569894 -0.39490861  0.01386211  0.04238256  0.07338557
   0.27917847  0.59119129  0.          0.          0.          0.
   1.          0.04      ]]"
3,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[54.],[[0 0 0 0 0]],"[[ 0.13231796 -0.2587899  -0.25420874  0.04579521  0.05940288  0.08933786
   0.20568606  0.59977794  1.          0.          0.          0.
   0.          0.05      ]]"
4,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[6.],[[0 0 0 0 0]],"[[-0.52419001 -0.32127091  0.62167186  0.416958    0.26103586  0.1774738
   0.06295497  0.08157739  0.          1.          0.          0.
   0.          0.06      ]]"
5,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[13.],[[0 0 0 0 0]],"[[-0.46549183  0.35532221  0.90833682  0.28461614  0.36779812  0.22712326
   0.08420242  0.03626005  0.          0.          1.          0.
   0.          0.07      ]]"
6,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-0.25216779  0.99711984  0.67960066  0.11439843  0.34826142  0.26938587
   0.19829243  0.06966191  0.          1.          0.          0.
   0.          0.08      ]]"
7,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-0.14578378  0.99177337  0.8120563   0.10433405  0.34878027  0.27253163
   0.22468643  0.04966757  0.          0.          0.          1.
   0.          0.09      ]]"
8,[24.],[[[0 0 0 1 0]]],[[16.]],[2],[24.],[[0 0 0 0 0]],"[[0.07425439 0.98297238 0.47079399 0.05387899 0.22353002 0.23275875
  0.36897916 0.12085313 0.         0.         0.         1.
  0.         0.1       ]]"
9,[19.],[[[0 0 0 1 0]]],[[13.]],[2],[19.],[[0 0 0 0 0]],"[[0.29266781 0.94719619 0.3215971  0.02890128 0.14370856 0.1833898
  0.48647881 0.15752152 0.         0.         0.         1.
  0.         0.11      ]]"
