,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[42.],[[[0 0 0 1 0]]],[[14.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.573973    0.99972647 -0.00920936  0.0083573   0.05817796  0.10229953
   0.58958131  0.2415839   0.          1.          0.          0.
   0.          0.02      ]]"
1,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[13.],[[0 0 0 0 0]],"[[0.16076    0.43896484 0.3705354  0.06754901 0.17741178 0.20532472
  0.37175474 0.17795967 0.         1.         0.         0.
  0.         0.03      ]]"
2,[7.],[[[0 1 0 0 0]]],[[5.]],[2],[7.],[[0 0 0 0 0]],"[[-0.09882743  0.65946418  0.73764831  0.12450382  0.31313214  0.26150456
   0.23327893  0.06758047  0.          1.          0.          0.
   0.          0.04      ]]"
3,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-0.08923437  0.99177337  0.85684538  0.0972712   0.34301466  0.27246574
   0.24291058  0.04433785  0.          0.          0.          1.
   0.          0.05      ]]"
4,[24.],[[[0 0 0 1 0]]],[[16.]],[2],[24.],[[0 0 0 0 0]],"[[0.13605341 0.98297238 0.4977245  0.0483752  0.21291624 0.22788376
  0.39943707 0.11138783 0.         0.         0.         1.
  0.         0.06      ]]"
5,[21.],[[[0 0 0 1 0]]],[[14.]],[2],[21.],[[0 0 0 0 0]],"[[0.35420227 0.9663375  0.32006624 0.02428838 0.13069128 0.17347439
  0.5203703  0.15117559 0.         0.         1.         0.
  0.         0.07      ]]"
6,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[0.29345366 0.76009333 0.63000363 0.04782842 0.19537717 0.21884626
  0.45508769 0.08286048 0.         1.         0.         0.
  0.         0.08      ]]"
7,[9.],[[[0 1 0 0 0]]],[[6.]],[2],[9.],[[0 0 0 0 0]],"[[-0.03040222  0.77016091  0.82144034  0.10553104  0.31600401  0.26537013
   0.26037043  0.05272429  0.          0.          0.          1.
   0.          0.09      ]]"
8,[19.],[[[0 0 0 1 0]]],[[13.]],[2],[19.],[[0 0 0 0 0]],"[[0.20203188 0.94719601 0.47558433 0.04231503 0.19171686 0.21611525
  0.43366659 0.1161862  0.         0.         1.         0.
  0.         0.1       ]]"
9,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],"[[0.18950137 0.99855423 0.5270282  0.04348833 0.20457214 0.22358857
  0.42698601 0.10136501 0.         0.         1.         0.
  0.         0.11      ]]"
