,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],"[[-0.0719945   0.11945277  0.82392657  0.19875371  0.29801264  0.24568672
   0.19671285  0.06083414  0.          1.          0.          0.
   0.          0.02      ]]"
1,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[-0.29865825 -0.04478391  0.94834536  0.31810737  0.32343337  0.2193785
   0.10121705  0.03786369  0.          1.          0.          0.
   0.          0.03      ]]"
2,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[13.],[[0 0 0 0 0]],"[[-0.3824493   0.38709038  0.98273224  0.25990534  0.37490654  0.23617896
   0.09822558  0.03078365  0.          0.          0.          0.
   1.          0.04      ]]"
3,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[-0.35637182  0.97651833 -0.40492478  0.03368848  0.09408258  0.1089614
   0.13684544  0.62642211  0.          0.          0.          0.
   1.          0.05      ]]"
4,[54.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],"[[-0.30617133  0.99993986 -0.64525914  0.01641189  0.04965325  0.06584855
   0.10774413  0.76034218  0.          0.          0.          0.
   1.          0.06      ]]"
5,[54.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],"[[-0.26578891  0.99993986 -0.76992249  0.0107207   0.03386958  0.04863442
   0.0936215   0.81315374  0.          0.          0.          0.
   1.          0.07      ]]"
6,[57.],[[[0 0 0 0 1]]],[[19.]],[4],[0.],[[0 0 0 0 0]],"[[-0.22853273  0.99997008 -0.84268898  0.00807295  0.02650777  0.0402188
   0.08739585  0.83780468  0.          0.          0.          0.
   1.          0.08      ]]"
7,[54.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],"[[-0.19763567  0.99993986 -0.88493919  0.00670766  0.02272611  0.03581122
   0.08499077  0.84976429  0.          0.          0.          0.
   1.          0.09      ]]"
8,[54.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],"[[-0.16979374  0.99993986 -0.91069162  0.00588099  0.02048839  0.0332276
   0.08466722  0.85573584  0.          0.          0.          0.
   1.          0.1       ]]"
9,[54.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],"[[-0.14454415  0.99993986 -0.92659169  0.00533475  0.01905647  0.03162029
   0.0855003   0.85848814  0.          0.          0.          0.
   1.          0.11      ]]"
