,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[42.],[[[0 0 0 1 0]]],[[14.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.573973    0.99972647 -0.00920936  0.0083573   0.05817796  0.10229953
   0.58958131  0.2415839   0.          0.          1.          0.
   0.          0.02      ]]"
1,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[0.49624628 0.86031389 0.39987582 0.02055792 0.11389156 0.16002207
  0.58567619 0.11985232 0.         0.         0.         0.
  1.         0.03      ]]"
2,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[ 0.29051539  0.97651833 -0.27848369  0.0110665   0.0576698   0.0952477
   0.38069671  0.45531926  0.          0.          1.          0.
   0.          0.04      ]]"
3,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[0.29183975 0.78671086 0.22081932 0.02992318 0.12702942 0.16961716
  0.46691811 0.20651211 0.         0.         0.         0.
  1.         0.05      ]]"
4,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.16815707  0.98511183 -0.38980171  0.0115578   0.05414383  0.08683088
   0.29637682  0.55109066  0.          0.          0.          0.
   1.          0.06      ]]"
5,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.10823362  0.97053576 -0.60169059  0.00802668  0.03520678  0.05959112
   0.20882878  0.68834662  0.          0.          0.          0.
   1.          0.07      ]]"
6,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.06908672  0.98511183 -0.7271173   0.00618367  0.02660438  0.04636903
   0.16459727  0.75624567  0.          0.          0.          0.
   1.          0.08      ]]"
7,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[ 0.03695848  0.97651833 -0.79530251  0.00550291  0.02280286  0.04011388
   0.13999987  0.7915805   0.          0.          0.          0.
   1.          0.09      ]]"
8,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.00963388  0.9705357  -0.83484876  0.00522264  0.02097637  0.03689684
   0.12537603  0.81152815  0.          0.          0.          0.
   1.          0.1       ]]"
9,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[-0.01007206  0.98511183 -0.86399657  0.0049466   0.01979652  0.03481923
   0.11651785  0.82391983  0.          0.          0.          0.
   1.          0.11      ]]"
