,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[24.],[[0 0 0 0 0]],"[[-0.0719945   0.11945277  0.82392657  0.19875371  0.29801264  0.24568672
   0.19671285  0.06083414  0.          0.          1.          0.
   0.          0.02      ]]"
1,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-0.00721574  0.9971199   0.63245863  0.07192377  0.27815887  0.25644177
   0.31217504  0.08130062  0.          0.          0.          1.
   0.          0.03      ]]"
2,[19.],[[[0 0 0 1 0]]],[[13.]],[2],[19.],[[0 0 0 0 0]],"[[0.21220909 0.94719607 0.42520767 0.03926973 0.17998266 0.20870009
  0.44196552 0.130082   0.         1.         0.         0.
  0.         0.04      ]]"
3,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[-0.05432859  0.19854234  0.68254268  0.16612437  0.27554128  0.24394451
   0.22579947  0.08859032  0.          0.          1.          0.
   0.          0.05      ]]"
4,[33.],[[[0 0 1 0 0]]],[[11.]],[4],[0.],[[0 0 0 0 0]],"[[0.04488939 0.99927461 0.52086765 0.05903354 0.24155118 0.24154319
  0.35082173 0.10705034 0.         0.         0.         1.
  0.         0.06      ]]"
5,[21.],[[[0 0 0 1 0]]],[[14.]],[2],[21.],[[0 0 0 0 0]],"[[0.26491195 0.9663375  0.33469126 0.03080095 0.15190148 0.18934141
  0.47363049 0.15432557 0.         0.         0.         1.
  0.         0.07      ]]"
6,[19.],[[[0 0 0 1 0]]],[[13.]],[2],[19.],[[0 0 0 0 0]],"[[0.46778202 0.9471966  0.23465204 0.01658884 0.09804857 0.14515571
  0.57207912 0.16812779 0.         0.         0.         0.
  1.         0.08      ]]"
7,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.29882687  0.98511183 -0.3214885   0.00986306  0.05233599  0.08851631
   0.37076843  0.47851613  0.          0.          0.          0.
   1.          0.09      ]]"
8,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.20816958  0.97053576 -0.56255496  0.00711393  0.03433786  0.0608776
   0.25173348  0.6459372   0.          0.          0.          1.
   0.          0.1       ]]"
9,[0.],[[[0 0 0 1 0]]],[[16.]],[0],[48.],[[0 0 0 0 0]],"[[ 0.38587165  0.41681263 -0.24183743  0.01546763  0.05043939  0.08777328
   0.37020084  0.47611892  0.          0.          1.          0.
   0.          0.11      ]]"
