,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[45.],[[[0 0 0 1 0]]],[[15.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.56969821  0.99986273 -0.02705209  0.00822518  0.05706223  0.10084187
   0.58348387  0.25038677  0.          0.          0.          0.
   1.          0.02      ]]"
1,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.39170769  0.98511183 -0.41542616  0.00645529  0.03760077  0.07024551
   0.37500167  0.51069677  0.          0.          1.          0.
   0.          0.03      ]]"
2,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[0.38560483 0.83120054 0.11012638 0.01946929 0.09499194 0.14111632
  0.50581068 0.23861182 0.         0.         1.         0.
  0.         0.04      ]]"
3,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[0.32734764 0.75803816 0.52823687 0.04016798 0.16978948 0.20306556
  0.48285979 0.10411726 0.         0.         1.         0.
  0.         0.05      ]]"
4,[33.],[[[0 0 1 0 0]]],[[11.]],[4],[0.],[[0 0 0 0 0]],"[[0.25290042 0.99927461 0.51274014 0.03705066 0.18557242 0.2124386
  0.46282834 0.10210998 0.         1.         0.         0.
  0.         0.06      ]]"
5,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[-0.03480954  0.20500948  0.72765291  0.16493817  0.28020275  0.24627934
   0.22979669  0.07878308  0.          0.          1.          0.
   0.          0.07      ]]"
6,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[0.0170222  0.9971199  0.61464798 0.06765708 0.2680434  0.25287989
  0.32645965 0.08496001 0.         0.         1.         0.
  0.         0.08      ]]"
7,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[0.06482419 0.99711978 0.64888364 0.06315644 0.26180288 0.25083932
  0.34681836 0.077383   0.         0.         1.         0.
  0.         0.09      ]]"
8,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[0.0944889  0.99711978 0.67132658 0.06049861 0.2579222  0.24937353
  0.35949293 0.07271276 0.         0.         0.         1.
  0.         0.1       ]]"
9,[24.],[[[0 0 0 1 0]]],[[16.]],[2],[24.],[[0 0 0 0 0]],"[[0.31957155 0.98297244 0.40073034 0.028557   0.15067601 0.18890741
  0.50339174 0.12846775 0.         0.         1.         0.
  0.         0.11      ]]"
